ANNO_ACCADEMICO;COD_ISTITUTO;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;CODICE_GETTITO;DESCRIZIONE_GETTITO;IMPORTO_CORSI_PREACCADEMICI;IMPORTO_CORSI_SUP_VO;IMPORTO_CORSI_ACCADEMICI_NO;IMPORTO_CORSI_ACCADEMICI_NO_POST
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;028802028060;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);SID - Scuola Italiana Design del Parco Scientifico e Tecnologico Galileo S.c.p.A di PADOVA;PADOVA;01a;Tasse e contributi per iscrizione e frequenza;0;0;903400;0
2024-2025;028802028060;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);SID - Scuola Italiana Design del Parco Scientifico e Tecnologico Galileo S.c.p.A di PADOVA;PADOVA;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;028802028060;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);SID - Scuola Italiana Design del Parco Scientifico e Tecnologico Galileo S.c.p.A di PADOVA;PADOVA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;028802028060;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);SID - Scuola Italiana Design del Parco Scientifico e Tecnologico Galileo S.c.p.A di PADOVA;PADOVA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;028802028060;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);SID - Scuola Italiana Design del Parco Scientifico e Tecnologico Galileo S.c.p.A di PADOVA;PADOVA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;028802028060;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);SID - Scuola Italiana Design del Parco Scientifico e Tecnologico Galileo S.c.p.A di PADOVA;PADOVA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;030802030129;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Belle Arti G.B. Tiepolo di UDINE;UDINE;01a;Tasse e contributi per iscrizione e frequenza;0;0;3733494,76;0
2024-2025;030802030129;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Belle Arti G.B. Tiepolo di UDINE;UDINE;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;030802030129;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Belle Arti G.B. Tiepolo di UDINE;UDINE;03a;Tassa regionale per il DSU versata all'Istituto;0;0;63047,56;0
2024-2025;030802030129;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Belle Arti G.B. Tiepolo di UDINE;UDINE;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;030802030129;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Belle Arti G.B. Tiepolo di UDINE;UDINE;04 ;Diritti di segreteria;0;0;1300,32;0
2024-2025;030802030129;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Belle Arti G.B. Tiepolo di UDINE;UDINE;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;037804037006;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);The Bernstein School of Musical Theater di BOLOGNA;BOLOGNA;01a;Tasse e contributi per iscrizione e frequenza;0;0;893658;0
2024-2025;037804037006;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);The Bernstein School of Musical Theater di BOLOGNA;BOLOGNA;02a;Tasse per esami di ammissione ed esami finali;0;0;3500;0
2024-2025;037804037006;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);The Bernstein School of Musical Theater di BOLOGNA;BOLOGNA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;037804037006;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);The Bernstein School of Musical Theater di BOLOGNA;BOLOGNA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;037804037006;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);The Bernstein School of Musical Theater di BOLOGNA;BOLOGNA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;037804037006;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);The Bernstein School of Musical Theater di BOLOGNA;BOLOGNA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;042802042002;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Poliarte di ANCONA;ANCONA;01a;Tasse e contributi per iscrizione e frequenza;0;0;1224280;0
2024-2025;042802042002;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Poliarte di ANCONA;ANCONA;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;042802042002;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Poliarte di ANCONA;ANCONA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;27580;0
2024-2025;042802042002;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Poliarte di ANCONA;ANCONA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;042802042002;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Poliarte di ANCONA;ANCONA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;042802042002;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Poliarte di ANCONA;ANCONA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;048805048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Italiana di Arte, Moda e Design - sede di FIRENZE;FIRENZE;01a;Tasse e contributi per iscrizione e frequenza;0;0;4221015;0
2024-2025;048805048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Italiana di Arte, Moda e Design - sede di FIRENZE;FIRENZE;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;048805048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Italiana di Arte, Moda e Design - sede di FIRENZE;FIRENZE;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;048805048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Italiana di Arte, Moda e Design - sede di FIRENZE;FIRENZE;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;61180;0
2024-2025;048805048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Italiana di Arte, Moda e Design - sede di FIRENZE;FIRENZE;04 ;Diritti di segreteria;0;0;0;0
2024-2025;048805048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Italiana di Arte, Moda e Design - sede di FIRENZE;FIRENZE;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;048806048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Libera Accademia di Belle Arti di FIRENZE;FIRENZE;01a;Tasse e contributi per iscrizione e frequenza;0;0;4992525;0
2024-2025;048806048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Libera Accademia di Belle Arti di FIRENZE;FIRENZE;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;048806048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Libera Accademia di Belle Arti di FIRENZE;FIRENZE;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;048806048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Libera Accademia di Belle Arti di FIRENZE;FIRENZE;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;88060;0
2024-2025;048806048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Libera Accademia di Belle Arti di FIRENZE;FIRENZE;04 ;Diritti di segreteria;0;0;0;0
2024-2025;048806048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Libera Accademia di Belle Arti di FIRENZE;FIRENZE;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;048806058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Italiana di Arte, Moda e Design - sede di ROMA;ROMA;01a;Tasse e contributi per iscrizione e frequenza;0;0;2171170;0
2024-2025;048806058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Italiana di Arte, Moda e Design - sede di ROMA;ROMA;02a;Tasse per esami di ammissione ed esami finali;0;0;600;0
2024-2025;048806058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Italiana di Arte, Moda e Design - sede di ROMA;ROMA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;048806058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Italiana di Arte, Moda e Design - sede di ROMA;ROMA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;24220;0
2024-2025;048806058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Italiana di Arte, Moda e Design - sede di ROMA;ROMA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;048806058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Italiana di Arte, Moda e Design - sede di ROMA;ROMA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;048807048015;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola di Musica di FIESOLE;FIESOLE (FI);01a;Tasse e contributi per iscrizione e frequenza;0;0;369453;0
2024-2025;048807048015;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola di Musica di FIESOLE;FIESOLE (FI);02a;Tasse per esami di ammissione ed esami finali;0;0;11800;0
2024-2025;048807048015;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola di Musica di FIESOLE;FIESOLE (FI);03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;048807048015;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola di Musica di FIESOLE;FIESOLE (FI);03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;14280;0
2024-2025;048807048015;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola di Musica di FIESOLE;FIESOLE (FI);04 ;Diritti di segreteria;0;0;0;0
2024-2025;048807048015;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola di Musica di FIESOLE;FIESOLE (FI);05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;050801050026;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Modartech di PISA;PISA;01a;Tasse e contributi per iscrizione e frequenza;0;64500;2644450;64500
2024-2025;050801050026;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Modartech di PISA;PISA;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;050801050026;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Modartech di PISA;PISA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;050801050026;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Modartech di PISA;PISA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;1260;43400;1260
2024-2025;050801050026;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Modartech di PISA;PISA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;050801050026;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Modartech di PISA;PISA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;01a;Tasse e contributi per iscrizione e frequenza;0;0;217400;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;02a;Tasse per esami di ammissione ed esami finali;0;0;4800;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;16940;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;052802052032;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Siena Jazz - Accademia Nazionale del Jazz di SIENA;SIENA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;01a;Tasse e contributi per iscrizione e frequenza;0;0;301910,62;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;02a;Tasse per esami di ammissione ed esami finali;0;0;4558,88;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;054803054039;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Italiano di Design di PERUGIA;PERUGIA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;058807058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Costume e Moda di ROMA;ROMA;01a;Tasse e contributi per iscrizione e frequenza;0;1517903;3419463;1517903
2024-2025;058807058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Costume e Moda di ROMA;ROMA;02a;Tasse per esami di ammissione ed esami finali;0;0;30684;0
2024-2025;058807058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Costume e Moda di ROMA;ROMA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;058807058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Costume e Moda di ROMA;ROMA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;40320;0
2024-2025;058807058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Costume e Moda di ROMA;ROMA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;058807058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Costume e Moda di ROMA;ROMA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;058808058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Saint Louis Music Center, College of Music di ROMA;ROMA;01a;Tasse e contributi per iscrizione e frequenza;0;0;3046500;0
2024-2025;058808058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Saint Louis Music Center, College of Music di ROMA;ROMA;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;058808058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Saint Louis Music Center, College of Music di ROMA;ROMA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;058808058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Saint Louis Music Center, College of Music di ROMA;ROMA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;91280;0
2024-2025;058808058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Saint Louis Music Center, College of Music di ROMA;ROMA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;058808058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Saint Louis Music Center, College of Music di ROMA;ROMA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;058809058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Pantheon Design e Technology di ROMA;ROMA;01a;Tasse e contributi per iscrizione e frequenza;0;0;2426633;0
2024-2025;058809058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Pantheon Design e Technology di ROMA;ROMA;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;058809058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Pantheon Design e Technology di ROMA;ROMA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;058809058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Pantheon Design e Technology di ROMA;ROMA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;058809058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Pantheon Design e Technology di ROMA;ROMA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;058809058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Pantheon Design e Technology di ROMA;ROMA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;058810058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Internazionale di Teatro di ROMA;ROMA;01a;Tasse e contributi per iscrizione e frequenza;0;0;358570;0
2024-2025;058810058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Internazionale di Teatro di ROMA;ROMA;02a;Tasse per esami di ammissione ed esami finali;0;0;6750;0
2024-2025;058810058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Internazionale di Teatro di ROMA;ROMA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;058810058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Internazionale di Teatro di ROMA;ROMA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;15400;0
2024-2025;058810058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Internazionale di Teatro di ROMA;ROMA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;058810058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia Internazionale di Teatro di ROMA;ROMA;05 ;Altro da studenti non costituenti gettito;0;0;1840;0
2024-2025;058811058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Quasar progetto S.R.L. di ROMA;ROMA;01a;Tasse e contributi per iscrizione e frequenza;0;0;1579080;0
2024-2025;058811058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Quasar progetto S.R.L. di ROMA;ROMA;02a;Tasse per esami di ammissione ed esami finali;0;0;65000;0
2024-2025;058811058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Quasar progetto S.R.L. di ROMA;ROMA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;058811058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Quasar progetto S.R.L. di ROMA;ROMA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;23940;0
2024-2025;058811058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Quasar progetto S.R.L. di ROMA;ROMA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;058811058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Quasar progetto S.R.L. di ROMA;ROMA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;058812058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto DUOFIN ART - Accademia delle Arti e Nuove Tecnologie di ROMA;ROMA;01a;Tasse e contributi per iscrizione e frequenza;0;190820;2565432,659;190820
2024-2025;058812058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto DUOFIN ART - Accademia delle Arti e Nuove Tecnologie di ROMA;ROMA;02a;Tasse per esami di ammissione ed esami finali;0;0;11900;0
2024-2025;058812058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto DUOFIN ART - Accademia delle Arti e Nuove Tecnologie di ROMA;ROMA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;058812058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto DUOFIN ART - Accademia delle Arti e Nuove Tecnologie di ROMA;ROMA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;66640;0
2024-2025;058812058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto DUOFIN ART - Accademia delle Arti e Nuove Tecnologie di ROMA;ROMA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;058812058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto DUOFIN ART - Accademia delle Arti e Nuove Tecnologie di ROMA;ROMA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;058813015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Costume e Moda di MILANO (sede decentrata dell'Accademia di Costume e Moda di ROMA);MILANO;01a;Tasse e contributi per iscrizione e frequenza;0;454025;937597;454025
2024-2025;058813015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Costume e Moda di MILANO (sede decentrata dell'Accademia di Costume e Moda di ROMA);MILANO;02a;Tasse per esami di ammissione ed esami finali;0;0;4501;0
2024-2025;058813015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Costume e Moda di MILANO (sede decentrata dell'Accademia di Costume e Moda di ROMA);MILANO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;058813015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Costume e Moda di MILANO (sede decentrata dell'Accademia di Costume e Moda di ROMA);MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;11620;0
2024-2025;058813015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Costume e Moda di MILANO (sede decentrata dell'Accademia di Costume e Moda di ROMA);MILANO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;058813015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia di Costume e Moda di MILANO (sede decentrata dell'Accademia di Costume e Moda di ROMA);MILANO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;058815015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Saint Louis Music Center, College of Music di MILANO (sede decentrata Saint Louis Music Center di ROMA);MILANO;01a;Tasse e contributi per iscrizione e frequenza;0;0;0;0
2024-2025;058815015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Saint Louis Music Center, College of Music di MILANO (sede decentrata Saint Louis Music Center di ROMA);MILANO;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;058815015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Saint Louis Music Center, College of Music di MILANO (sede decentrata Saint Louis Music Center di ROMA);MILANO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;058815015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Saint Louis Music Center, College of Music di MILANO (sede decentrata Saint Louis Music Center di ROMA);MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;058815015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Saint Louis Music Center, College of Music di MILANO (sede decentrata Saint Louis Music Center di ROMA);MILANO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;058815015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Saint Louis Music Center, College of Music di MILANO (sede decentrata Saint Louis Music Center di ROMA);MILANO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
