freq,cittadinanza,classe_eta,itter107,sesso,tipo_dato,titolo_studio,time_period,obs_value,year
A,TOTAL,Y15-89,ITD3,9,FOR,13,2020,654.758,2020
A,TOTAL,Y15-89,ITD3,9,FOR,13,2021,655.568,2021
A,TOTAL,Y15-89,ITD3,9,FOR,13,2022,642.247,2022
A,TOTAL,Y15-89,ITD3,9,FOR,13,2023,627.714,2023
A,TOTAL,Y15-89,ITD3,9,FOR,13,2024,595.174,2024
A,TOTAL,Y15-89,ITD3,9,FOR,7,2018,1129.084,2018
A,TOTAL,Y15-89,ITD3,9,FOR,7,2019,1137.462,2019
A,TOTAL,Y15-89,ITD3,9,FOR,7,2020,1074.769,2020
A,TOTAL,Y15-89,ITD3,9,FOR,7,2021,1052.669,2021
A,TOTAL,Y15-89,ITD3,9,FOR,7,2022,1103.808,2022
A,TOTAL,Y15-89,ITD3,9,FOR,7,2023,1181.782,2023
A,TOTAL,Y15-89,ITD3,9,FOR,7,2024,1163.617,2024
A,TOTAL,Y15-89,ITD3,9,FOR,99,2018,2269.934,2018
A,TOTAL,Y15-89,ITD3,9,FOR,99,2019,2281.49,2019
A,TOTAL,Y15-89,ITD3,9,FOR,99,2020,2205.597,2020
A,TOTAL,Y15-89,ITD3,9,FOR,99,2021,2196.161,2021
A,TOTAL,Y15-89,ITD3,9,FOR,99,2022,2239.395,2022
A,TOTAL,Y15-89,ITD3,9,FOR,99,2023,2323.484,2023
A,TOTAL,Y15-89,ITD3,9,FOR,99,2024,2298.175,2024
A,TOTAL,Y15-89,ITD31,1,FOR,99,2018,241.749,2018
A,TOTAL,Y15-89,ITD31,1,FOR,99,2019,250.478,2019
A,TOTAL,Y15-89,ITD31,1,FOR,99,2020,244.696,2020
A,TOTAL,Y15-89,ITD31,1,FOR,99,2021,234.425,2021
A,TOTAL,Y15-89,ITD31,1,FOR,99,2022,239.187,2022
A,TOTAL,Y15-89,ITD31,1,FOR,99,2023,250.678,2023
A,TOTAL,Y15-89,ITD31,1,FOR,99,2024,251.922,2024
A,TOTAL,Y15-89,ITD31,2,FOR,99,2018,192.684,2018
A,TOTAL,Y15-89,ITD31,2,FOR,99,2019,197.142,2019
A,TOTAL,Y15-89,ITD31,2,FOR,99,2020,188.762,2020
A,TOTAL,Y15-89,ITD31,2,FOR,99,2021,189.201,2021
A,TOTAL,Y15-89,ITD31,2,FOR,99,2022,189.618,2022
A,TOTAL,Y15-89,ITD31,2,FOR,99,2023,197.617,2023
A,TOTAL,Y15-89,ITD31,2,FOR,99,2024,193.91,2024
A,TOTAL,Y15-89,ITD31,9,FOR,99,2018,434.433,2018
A,TOTAL,Y15-89,ITD31,9,FOR,99,2019,447.62,2019
A,TOTAL,Y15-89,ITD31,9,FOR,99,2020,433.458,2020
A,TOTAL,Y15-89,ITD31,9,FOR,99,2021,423.626,2021
A,TOTAL,Y15-89,ITD31,9,FOR,99,2022,428.805,2022
A,TOTAL,Y15-89,ITD31,9,FOR,99,2023,448.294,2023
A,TOTAL,Y15-89,ITD31,9,FOR,99,2024,445.832,2024
A,TOTAL,Y15-89,ITD32,1,FOR,99,2018,228.655,2018
A,TOTAL,Y15-89,ITD32,1,FOR,99,2019,227.742,2019
A,TOTAL,Y15-89,ITD32,1,FOR,99,2020,221.534,2020
A,TOTAL,Y15-89,ITD32,1,FOR,99,2021,224.79,2021
A,TOTAL,Y15-89,ITD32,1,FOR,99,2022,223.941,2022
A,TOTAL,Y15-89,ITD32,1,FOR,99,2023,228.378,2023
A,TOTAL,Y15-89,ITD32,1,FOR,99,2024,228.025,2024
A,TOTAL,Y15-89,ITD32,2,FOR,99,2018,168.478,2018
A,TOTAL,Y15-89,ITD32,2,FOR,99,2019,172.322,2019
A,TOTAL,Y15-89,ITD32,2,FOR,99,2020,163.529,2020
A,TOTAL,Y15-89,ITD32,2,FOR,99,2021,167.925,2021
A,TOTAL,Y15-89,ITD32,2,FOR,99,2022,174.535,2022
A,TOTAL,Y15-89,ITD32,2,FOR,99,2023,177.995,2023
A,TOTAL,Y15-89,ITD32,2,FOR,99,2024,173.415,2024
A,TOTAL,Y15-89,ITD32,9,FOR,99,2018,397.133,2018
A,TOTAL,Y15-89,ITD32,9,FOR,99,2019,400.063,2019
A,TOTAL,Y15-89,ITD32,9,FOR,99,2020,385.063,2020
A,TOTAL,Y15-89,ITD32,9,FOR,99,2021,392.715,2021
A,TOTAL,Y15-89,ITD32,9,FOR,99,2022,398.476,2022
A,TOTAL,Y15-89,ITD32,9,FOR,99,2023,406.373,2023
A,TOTAL,Y15-89,ITD32,9,FOR,99,2024,401.44,2024
A,TOTAL,Y15-89,ITD33,1,FOR,99,2018,50.953,2018
A,TOTAL,Y15-89,ITD33,1,FOR,99,2019,50.622,2019
A,TOTAL,Y15-89,ITD33,1,FOR,99,2020,49.232,2020
A,TOTAL,Y15-89,ITD33,1,FOR,99,2021,48.782,2021
A,TOTAL,Y15-89,ITD33,1,FOR,99,2022,49.142,2022
A,TOTAL,Y15-89,ITD33,1,FOR,99,2023,49.97,2023
A,TOTAL,Y15-89,ITD33,1,FOR,99,2024,49.978,2024
A,TOTAL,Y15-89,ITD33,2,FOR,99,2018,43.314,2018
A,TOTAL,Y15-89,ITD33,2,FOR,99,2019,44.627,2019
A,TOTAL,Y15-89,ITD33,2,FOR,99,2020,40.844,2020
A,TOTAL,Y15-89,ITD33,2,FOR,99,2021,40.808,2021
A,TOTAL,Y15-89,ITD33,2,FOR,99,2022,40.88,2022
A,TOTAL,Y15-89,ITD33,2,FOR,99,2023,42.569,2023
A,TOTAL,Y15-89,ITD33,2,FOR,99,2024,42.501,2024
A,TOTAL,Y15-89,ITD33,9,FOR,99,2018,94.266,2018
A,TOTAL,Y15-89,ITD33,9,FOR,99,2019,95.249,2019
A,TOTAL,Y15-89,ITD33,9,FOR,99,2020,90.076,2020
A,TOTAL,Y15-89,ITD33,9,FOR,99,2021,89.59,2021
A,TOTAL,Y15-89,ITD33,9,FOR,99,2022,90.022,2022
A,TOTAL,Y15-89,ITD33,9,FOR,99,2023,92.539,2023
A,TOTAL,Y15-89,ITD33,9,FOR,99,2024,92.479,2024
A,TOTAL,Y15-89,ITD34,1,FOR,99,2018,237.162,2018
A,TOTAL,Y15-89,ITD34,1,FOR,99,2019,227.872,2019
A,TOTAL,Y15-89,ITD34,1,FOR,99,2020,227.093,2020
A,TOTAL,Y15-89,ITD34,1,FOR,99,2021,230.989,2021
A,TOTAL,Y15-89,ITD34,1,FOR,99,2022,234.154,2022
A,TOTAL,Y15-89,ITD34,1,FOR,99,2023,241.918,2023
A,TOTAL,Y15-89,ITD34,1,FOR,99,2024,231.637,2024
A,TOTAL,Y15-89,ITD34,2,FOR,99,2018,181.126,2018
A,TOTAL,Y15-89,ITD34,2,FOR,99,2019,181.068,2019
A,TOTAL,Y15-89,ITD34,2,FOR,99,2020,181.346,2020
A,TOTAL,Y15-89,ITD34,2,FOR,99,2021,180.499,2021
A,TOTAL,Y15-89,ITD34,2,FOR,99,2022,164.362,2022
A,TOTAL,Y15-89,ITD34,2,FOR,99,2023,183.654,2023
A,TOTAL,Y15-89,ITD34,2,FOR,99,2024,179.436,2024
A,TOTAL,Y15-89,ITD34,9,FOR,99,2018,418.288,2018
A,TOTAL,Y15-89,ITD34,9,FOR,99,2019,408.939,2019
A,TOTAL,Y15-89,ITD34,9,FOR,99,2020,408.439,2020
A,TOTAL,Y15-89,ITD34,9,FOR,99,2021,411.488,2021
A,TOTAL,Y15-89,ITD34,9,FOR,99,2022,398.516,2022
A,TOTAL,Y15-89,ITD34,9,FOR,99,2023,425.572,2023
A,TOTAL,Y15-89,ITD34,9,FOR,99,2024,411.073,2024
A,TOTAL,Y15-89,ITD35,1,FOR,99,2018,213.274,2018
A,TOTAL,Y15-89,ITD35,1,FOR,99,2019,220.019,2019
A,TOTAL,Y15-89,ITD35,1,FOR,99,2020,213.366,2020
A,TOTAL,Y15-89,ITD35,1,FOR,99,2021,210.111,2021
A,TOTAL,Y15-89,ITD35,1,FOR,99,2022,215.355,2022
A,TOTAL,Y15-89,ITD35,1,FOR,99,2023,215.091,2023
A,TOTAL,Y15-89,ITD35,1,FOR,99,2024,211.931,2024
A,TOTAL,Y15-89,ITD35,2,FOR,99,2018,164.082,2018
A,TOTAL,Y15-89,ITD35,2,FOR,99,2019,168.295,2019
A,TOTAL,Y15-89,ITD35,2,FOR,99,2020,161.605,2020
A,TOTAL,Y15-89,ITD35,2,FOR,99,2021,160.309,2021
A,TOTAL,Y15-89,ITD35,2,FOR,99,2022,174.617,2022
A,TOTAL,Y15-89,ITD35,2,FOR,99,2023,177.438,2023
A,TOTAL,Y15-89,ITD35,2,FOR,99,2024,171.407,2024
A,TOTAL,Y15-89,ITD35,9,FOR,99,2018,377.356,2018
A,TOTAL,Y15-89,ITD35,9,FOR,99,2019,388.314,2019
A,TOTAL,Y15-89,ITD35,9,FOR,99,2020,374.971,2020
A,TOTAL,Y15-89,ITD35,9,FOR,99,2021,370.419,2021
A,TOTAL,Y15-89,ITD35,9,FOR,99,2022,389.971,2022
A,TOTAL,Y15-89,ITD35,9,FOR,99,2023,392.529,2023
A,TOTAL,Y15-89,ITD35,9,FOR,99,2024,383.338,2024
A,TOTAL,Y15-89,ITD36,1,FOR,99,2018,248.41,2018
A,TOTAL,Y15-89,ITD36,1,FOR,99,2019,245.463,2019
A,TOTAL,Y15-89,ITD36,1,FOR,99,2020,240.008,2020
A,TOTAL,Y15-89,ITD36,1,FOR,99,2021,231.3,2021
A,TOTAL,Y15-89,ITD36,1,FOR,99,2022,239.821,2022
A,TOTAL,Y15-89,ITD36,1,FOR,99,2023,251.954,2023
A,TOTAL,Y15-89,ITD36,1,FOR,99,2024,254.909,2024
A,TOTAL,Y15-89,ITD36,2,FOR,99,2018,194.848,2018
A,TOTAL,Y15-89,ITD36,2,FOR,99,2019,189.761,2019
A,TOTAL,Y15-89,ITD36,2,FOR,99,2020,174.995,2020
A,TOTAL,Y15-89,ITD36,2,FOR,99,2021,174.92,2021
A,TOTAL,Y15-89,ITD36,2,FOR,99,2022,192.399,2022
A,TOTAL,Y15-89,ITD36,2,FOR,99,2023,201.776,2023
A,TOTAL,Y15-89,ITD36,2,FOR,99,2024,202.511,2024
A,TOTAL,Y15-89,ITD36,9,FOR,99,2018,443.258,2018
A,TOTAL,Y15-89,ITD36,9,FOR,99,2019,435.223,2019
A,TOTAL,Y15-89,ITD36,9,FOR,99,2020,415.003,2020
A,TOTAL,Y15-89,ITD36,9,FOR,99,2021,406.22,2021
A,TOTAL,Y15-89,ITD36,9,FOR,99,2022,432.22,2022
A,TOTAL,Y15-89,ITD36,9,FOR,99,2023,453.73,2023
A,TOTAL,Y15-89,ITD36,9,FOR,99,2024,457.42,2024
A,TOTAL,Y15-89,ITD37,1,FOR,99,2018,57.502,2018
A,TOTAL,Y15-89,ITD37,1,FOR,99,2019,59.258,2019
A,TOTAL,Y15-89,ITD37,1,FOR,99,2020,58.805,2020
A,TOTAL,Y15-89,ITD37,1,FOR,99,2021,56.615,2021
A,TOTAL,Y15-89,ITD37,1,FOR,99,2022,57.175,2022
A,TOTAL,Y15-89,ITD37,1,FOR,99,2023,58.551,2023
A,TOTAL,Y15-89,ITD37,1,FOR,99,2024,59.392,2024
A,TOTAL,Y15-89,ITD37,2,FOR,99,2018,47.697,2018
A,TOTAL,Y15-89,ITD37,2,FOR,99,2019,46.824,2019
A,TOTAL,Y15-89,ITD37,2,FOR,99,2020,39.782,2020
A,TOTAL,Y15-89,ITD37,2,FOR,99,2021,45.488,2021
A,TOTAL,Y15-89,ITD37,2,FOR,99,2022,44.21,2022
A,TOTAL,Y15-89,ITD37,2,FOR,99,2023,45.896,2023
A,TOTAL,Y15-89,ITD37,2,FOR,99,2024,47.2,2024
A,TOTAL,Y15-89,ITD37,9,FOR,99,2018,105.199,2018
A,TOTAL,Y15-89,ITD37,9,FOR,99,2019,106.082,2019
A,TOTAL,Y15-89,ITD37,9,FOR,99,2020,98.587,2020
A,TOTAL,Y15-89,ITD37,9,FOR,99,2021,102.103,2021
A,TOTAL,Y15-89,ITD37,9,FOR,99,2022,101.384,2022
A,TOTAL,Y15-89,ITD37,9,FOR,99,2023,104.447,2023
A,TOTAL,Y15-89,ITD37,9,FOR,99,2024,106.592,2024
A,TOTAL,Y15-89,ITD4,1,FOR,11,2018,56.643,2018
A,TOTAL,Y15-89,ITD4,1,FOR,11,2019,55.459,2019
A,TOTAL,Y15-89,ITD4,1,FOR,11,2020,54.812,2020
A,TOTAL,Y15-89,ITD4,1,FOR,11,2021,52.039,2021
A,TOTAL,Y15-89,ITD4,1,FOR,11,2022,51.324,2022
A,TOTAL,Y15-89,ITD4,1,FOR,11,2023,53.057,2023
A,TOTAL,Y15-89,ITD4,1,FOR,11,2024,60.537,2024
A,TOTAL,Y15-89,ITD4,1,FOR,13,2018,89.367,2018
A,TOTAL,Y15-89,ITD4,1,FOR,13,2019,87.893,2019
A,TOTAL,Y15-89,ITD4,1,FOR,13,2020,82.191,2020
A,TOTAL,Y15-89,ITD4,1,FOR,13,2021,84.51,2021
A,TOTAL,Y15-89,ITD4,1,FOR,13,2022,87.357,2022
A,TOTAL,Y15-89,ITD4,1,FOR,13,2023,78.245,2023
A,TOTAL,Y15-89,ITD4,1,FOR,13,2024,75.152,2024
A,TOTAL,Y15-89,ITD4,1,FOR,7,2018,152.396,2018
A,TOTAL,Y15-89,ITD4,1,FOR,7,2019,158.017,2019
A,TOTAL,Y15-89,ITD4,1,FOR,7,2020,160.438,2020
A,TOTAL,Y15-89,ITD4,1,FOR,7,2021,161.246,2021
A,TOTAL,Y15-89,ITD4,1,FOR,7,2022,163.887,2022
A,TOTAL,Y15-89,ITD4,1,FOR,7,2023,167.485,2023
A,TOTAL,Y15-89,ITD4,1,FOR,7,2024,163.903,2024
A,TOTAL,Y15-89,ITD4,1,FOR,99,2018,298.406,2018
A,TOTAL,Y15-89,ITD4,1,FOR,99,2019,301.369,2019
A,TOTAL,Y15-89,ITD4,1,FOR,99,2020,297.441,2020
A,TOTAL,Y15-89,ITD4,1,FOR,99,2021,297.796,2021
A,TOTAL,Y15-89,ITD4,1,FOR,99,2022,302.569,2022
A,TOTAL,Y15-89,ITD4,1,FOR,99,2023,298.788,2023
A,TOTAL,Y15-89,ITD4,1,FOR,99,2024,299.591,2024
A,TOTAL,Y15-89,ITD4,2,FOR,11,2018,67.273,2018
A,TOTAL,Y15-89,ITD4,2,FOR,11,2019,67.036,2019
A,TOTAL,Y15-89,ITD4,2,FOR,11,2020,68.55,2020
A,TOTAL,Y15-89,ITD4,2,FOR,11,2021,72.974,2021
A,TOTAL,Y15-89,ITD4,2,FOR,11,2022,73.802,2022
A,TOTAL,Y15-89,ITD4,2,FOR,11,2023,75.87,2023
A,TOTAL,Y15-89,ITD4,2,FOR,11,2024,79.86,2024
A,TOTAL,Y15-89,ITD4,2,FOR,13,2018,60.611,2018
A,TOTAL,Y15-89,ITD4,2,FOR,13,2019,54.938,2019
A,TOTAL,Y15-89,ITD4,2,FOR,13,2020,51.657,2020
A,TOTAL,Y15-89,ITD4,2,FOR,13,2021,53.669,2021
A,TOTAL,Y15-89,ITD4,2,FOR,13,2022,49.578,2022
A,TOTAL,Y15-89,ITD4,2,FOR,13,2023,46.522,2023
A,TOTAL,Y15-89,ITD4,2,FOR,13,2024,45.253,2024
A,TOTAL,Y15-89,ITD4,2,FOR,7,2018,116.965,2018
A,TOTAL,Y15-89,ITD4,2,FOR,7,2019,117.61,2019
A,TOTAL,Y15-89,ITD4,2,FOR,7,2020,118.826,2020
A,TOTAL,Y15-89,ITD4,2,FOR,7,2021,116.617,2021
A,TOTAL,Y15-89,ITD4,2,FOR,7,2022,123.703,2022
A,TOTAL,Y15-89,ITD4,2,FOR,7,2023,123.559,2023
A,TOTAL,Y15-89,ITD4,2,FOR,7,2024,126.712,2024
A,TOTAL,Y15-89,ITD4,2,FOR,99,2018,244.849,2018
A,TOTAL,Y15-89,ITD4,2,FOR,99,2019,239.583,2019
A,TOTAL,Y15-89,ITD4,2,FOR,99,2020,239.033,2020
A,TOTAL,Y15-89,ITD4,2,FOR,99,2021,243.261,2021
A,TOTAL,Y15-89,ITD4,2,FOR,99,2022,247.083,2022
A,TOTAL,Y15-89,ITD4,2,FOR,99,2023,245.951,2023
A,TOTAL,Y15-89,ITD4,2,FOR,99,2024,251.825,2024
A,TOTAL,Y15-89,ITD4,9,FOR,11,2018,123.916,2018
A,TOTAL,Y15-89,ITD4,9,FOR,11,2019,122.495,2019
A,TOTAL,Y15-89,ITD4,9,FOR,11,2020,123.362,2020
A,TOTAL,Y15-89,ITD4,9,FOR,11,2021,125.014,2021
A,TOTAL,Y15-89,ITD4,9,FOR,11,2022,125.126,2022
A,TOTAL,Y15-89,ITD4,9,FOR,11,2023,128.927,2023
A,TOTAL,Y15-89,ITD4,9,FOR,11,2024,140.397,2024
A,TOTAL,Y15-89,ITD4,9,FOR,13,2018,149.978,2018
A,TOTAL,Y15-89,ITD4,9,FOR,13,2019,142.831,2019
A,TOTAL,Y15-89,ITD4,9,FOR,13,2020,133.848,2020
A,TOTAL,Y15-89,ITD4,9,FOR,13,2021,138.179,2021
A,TOTAL,Y15-89,ITD4,9,FOR,13,2022,136.935,2022
A,TOTAL,Y15-89,ITD4,9,FOR,13,2023,124.767,2023
A,TOTAL,Y15-89,ITD4,9,FOR,13,2024,120.404,2024
A,TOTAL,Y15-89,ITD4,9,FOR,7,2018,269.361,2018
A,TOTAL,Y15-89,ITD4,9,FOR,7,2019,275.627,2019
A,TOTAL,Y15-89,ITD4,9,FOR,7,2020,279.264,2020
A,TOTAL,Y15-89,ITD4,9,FOR,7,2021,277.864,2021
A,TOTAL,Y15-89,ITD4,9,FOR,7,2022,287.59,2022
A,TOTAL,Y15-89,ITD4,9,FOR,7,2023,291.044,2023
A,TOTAL,Y15-89,ITD4,9,FOR,7,2024,290.614,2024
A,TOTAL,Y15-89,ITD4,9,FOR,99,2018,543.255,2018
A,TOTAL,Y15-89,ITD4,9,FOR,99,2019,540.952,2019
A,TOTAL,Y15-89,ITD4,9,FOR,99,2020,536.473,2020
A,TOTAL,Y15-89,ITD4,9,FOR,99,2021,541.056,2021
A,TOTAL,Y15-89,ITD4,9,FOR,99,2022,549.651,2022
A,TOTAL,Y15-89,ITD4,9,FOR,99,2023,544.739,2023
A,TOTAL,Y15-89,ITD4,9,FOR,99,2024,551.416,2024
A,TOTAL,Y15-89,ITD41,1,FOR,99,2018,79.439,2018
A,TOTAL,Y15-89,ITD41,1,FOR,99,2019,82.4,2019
A,TOTAL,Y15-89,ITD41,1,FOR,99,2020,80.267,2020
A,TOTAL,Y15-89,ITD41,1,FOR,99,2021,79.526,2021
A,TOTAL,Y15-89,ITD41,1,FOR,99,2022,79.795,2022
A,TOTAL,Y15-89,ITD41,1,FOR,99,2023,77.24,2023
A,TOTAL,Y15-89,ITD41,1,FOR,99,2024,76.679,2024
A,TOTAL,Y15-89,ITD41,2,FOR,99,2018,61.825,2018
A,TOTAL,Y15-89,ITD41,2,FOR,99,2019,59.327,2019
A,TOTAL,Y15-89,ITD41,2,FOR,99,2020,58.298,2020
A,TOTAL,Y15-89,ITD41,2,FOR,99,2021,60.852,2021
A,TOTAL,Y15-89,ITD41,2,FOR,99,2022,60.192,2022
A,TOTAL,Y15-89,ITD41,2,FOR,99,2023,62.325,2023
A,TOTAL,Y15-89,ITD41,2,FOR,99,2024,61.038,2024
A,TOTAL,Y15-89,ITD41,9,FOR,99,2018,141.264,2018
A,TOTAL,Y15-89,ITD41,9,FOR,99,2019,141.727,2019
A,TOTAL,Y15-89,ITD41,9,FOR,99,2020,138.565,2020
A,TOTAL,Y15-89,ITD41,9,FOR,99,2021,140.378,2021
A,TOTAL,Y15-89,ITD41,9,FOR,99,2022,139.988,2022
A,TOTAL,Y15-89,ITD41,9,FOR,99,2023,139.565,2023
A,TOTAL,Y15-89,ITD41,9,FOR,99,2024,137.716,2024
A,TOTAL,Y15-89,ITD42,1,FOR,99,2018,129.223,2018
A,TOTAL,Y15-89,ITD42,1,FOR,99,2019,130.974,2019
A,TOTAL,Y15-89,ITD42,1,FOR,99,2020,128.64,2020
A,TOTAL,Y15-89,ITD42,1,FOR,99,2021,127.835,2021
A,TOTAL,Y15-89,ITD42,1,FOR,99,2022,132.053,2022
A,TOTAL,Y15-89,ITD42,1,FOR,99,2023,131.616,2023
A,TOTAL,Y15-89,ITD42,1,FOR,99,2024,130.789,2024
A,TOTAL,Y15-89,ITD42,2,FOR,99,2018,108.127,2018
A,TOTAL,Y15-89,ITD42,2,FOR,99,2019,105.121,2019
A,TOTAL,Y15-89,ITD42,2,FOR,99,2020,106.102,2020
A,TOTAL,Y15-89,ITD42,2,FOR,99,2021,108.23,2021
A,TOTAL,Y15-89,ITD42,2,FOR,99,2022,110.86,2022
A,TOTAL,Y15-89,ITD42,2,FOR,99,2023,109.218,2023
A,TOTAL,Y15-89,ITD42,2,FOR,99,2024,112.113,2024
A,TOTAL,Y15-89,ITD42,9,FOR,99,2018,237.349,2018
A,TOTAL,Y15-89,ITD42,9,FOR,99,2019,236.095,2019
A,TOTAL,Y15-89,ITD42,9,FOR,99,2020,234.743,2020
A,TOTAL,Y15-89,ITD42,9,FOR,99,2021,236.064,2021
A,TOTAL,Y15-89,ITD42,9,FOR,99,2022,242.912,2022
A,TOTAL,Y15-89,ITD42,9,FOR,99,2023,240.833,2023
A,TOTAL,Y15-89,ITD42,9,FOR,99,2024,242.902,2024
A,TOTAL,Y15-89,ITD43,1,FOR,99,2018,33.529,2018
A,TOTAL,Y15-89,ITD43,1,FOR,99,2019,34.077,2019
A,TOTAL,Y15-89,ITD43,1,FOR,99,2020,34.423,2020
A,TOTAL,Y15-89,ITD43,1,FOR,99,2021,35.147,2021
A,TOTAL,Y15-89,ITD43,1,FOR,99,2022,35.181,2022
A,TOTAL,Y15-89,ITD43,1,FOR,99,2023,34.641,2023
A,TOTAL,Y15-89,ITD43,1,FOR,99,2024,35.803,2024
A,TOTAL,Y15-89,ITD43,2,FOR,99,2018,25.357,2018
A,TOTAL,Y15-89,ITD43,2,FOR,99,2019,25.853,2019
A,TOTAL,Y15-89,ITD43,2,FOR,99,2020,25.047,2020
A,TOTAL,Y15-89,ITD43,2,FOR,99,2021,25.5,2021
A,TOTAL,Y15-89,ITD43,2,FOR,99,2022,25.879,2022
A,TOTAL,Y15-89,ITD43,2,FOR,99,2023,25.537,2023
A,TOTAL,Y15-89,ITD43,2,FOR,99,2024,27.007,2024
A,TOTAL,Y15-89,ITD43,9,FOR,99,2018,58.885,2018
A,TOTAL,Y15-89,ITD43,9,FOR,99,2019,59.93,2019
A,TOTAL,Y15-89,ITD43,9,FOR,99,2020,59.47,2020
A,TOTAL,Y15-89,ITD43,9,FOR,99,2021,60.648,2021
A,TOTAL,Y15-89,ITD43,9,FOR,99,2022,61.061,2022
A,TOTAL,Y15-89,ITD43,9,FOR,99,2023,60.178,2023
A,TOTAL,Y15-89,ITD43,9,FOR,99,2024,62.81,2024
A,TOTAL,Y15-89,ITD44,1,FOR,99,2018,56.216,2018
A,TOTAL,Y15-89,ITD44,1,FOR,99,2019,53.918,2019
A,TOTAL,Y15-89,ITD44,1,FOR,99,2020,54.11,2020
A,TOTAL,Y15-89,ITD44,1,FOR,99,2021,55.288,2021
A,TOTAL,Y15-89,ITD44,1,FOR,99,2022,55.539,2022
A,TOTAL,Y15-89,ITD44,1,FOR,99,2023,55.292,2023
A,TOTAL,Y15-89,ITD44,1,FOR,99,2024,56.321,2024
A,TOTAL,Y15-89,ITD44,2,FOR,99,2018,49.54,2018
A,TOTAL,Y15-89,ITD44,2,FOR,99,2019,49.282,2019
A,TOTAL,Y15-89,ITD44,2,FOR,99,2020,49.586,2020
A,TOTAL,Y15-89,ITD44,2,FOR,99,2021,48.679,2021
A,TOTAL,Y15-89,ITD44,2,FOR,99,2022,50.152,2022
A,TOTAL,Y15-89,ITD44,2,FOR,99,2023,48.871,2023
A,TOTAL,Y15-89,ITD44,2,FOR,99,2024,51.667,2024
A,TOTAL,Y15-89,ITD44,9,FOR,99,2018,105.756,2018
A,TOTAL,Y15-89,ITD44,9,FOR,99,2019,103.2,2019
A,TOTAL,Y15-89,ITD44,9,FOR,99,2020,103.696,2020
A,TOTAL,Y15-89,ITD44,9,FOR,99,2021,103.967,2021
A,TOTAL,Y15-89,ITD44,9,FOR,99,2022,105.691,2022
A,TOTAL,Y15-89,ITD44,9,FOR,99,2023,104.163,2023
A,TOTAL,Y15-89,ITD44,9,FOR,99,2024,107.988,2024
A,TOTAL,Y15-89,ITD5,1,FOR,11,2018,221.37,2018
A,TOTAL,Y15-89,ITD5,1,FOR,11,2019,230.702,2019
A,TOTAL,Y15-89,ITD5,1,FOR,11,2020,227.767,2020
A,TOTAL,Y15-89,ITD5,1,FOR,11,2021,220.868,2021
A,TOTAL,Y15-89,ITD5,1,FOR,11,2022,220.56,2022
A,TOTAL,Y15-89,ITD5,1,FOR,11,2023,230.761,2023
A,TOTAL,Y15-89,ITD5,1,FOR,11,2024,242.56,2024
A,TOTAL,Y15-89,ITD5,1,FOR,13,2018,383.157,2018
A,TOTAL,Y15-89,ITD5,1,FOR,13,2019,383.934,2019
A,TOTAL,Y15-89,ITD5,1,FOR,13,2020,378.515,2020
A,TOTAL,Y15-89,ITD5,1,FOR,13,2021,380.807,2021
A,TOTAL,Y15-89,ITD5,1,FOR,13,2022,381.733,2022
A,TOTAL,Y15-89,ITD5,1,FOR,13,2023,354.315,2023
A,TOTAL,Y15-89,ITD5,1,FOR,13,2024,349.455,2024
A,TOTAL,Y15-89,ITD5,1,FOR,7,2018,550.385,2018
A,TOTAL,Y15-89,ITD5,1,FOR,7,2019,549.801,2019
A,TOTAL,Y15-89,ITD5,1,FOR,7,2020,537.511,2020
A,TOTAL,Y15-89,ITD5,1,FOR,7,2021,541.103,2021
A,TOTAL,Y15-89,ITD5,1,FOR,7,2022,547.278,2022
A,TOTAL,Y15-89,ITD5,1,FOR,7,2023,574.632,2023
A,TOTAL,Y15-89,ITD5,1,FOR,7,2024,576.652,2024
A,TOTAL,Y15-89,ITD5,1,FOR,99,2018,1154.911,2018
A,TOTAL,Y15-89,ITD5,1,FOR,99,2019,1164.437,2019
A,TOTAL,Y15-89,ITD5,1,FOR,99,2020,1143.793,2020
A,TOTAL,Y15-89,ITD5,1,FOR,99,2021,1142.778,2021
A,TOTAL,Y15-89,ITD5,1,FOR,99,2022,1149.57,2022
A,TOTAL,Y15-89,ITD5,1,FOR,99,2023,1159.708,2023
A,TOTAL,Y15-89,ITD5,1,FOR,99,2024,1168.668,2024
A,TOTAL,Y15-89,ITD5,2,FOR,11,2018,274.415,2018
A,TOTAL,Y15-89,ITD5,2,FOR,11,2019,292.618,2019
A,TOTAL,Y15-89,ITD5,2,FOR,11,2020,292.79,2020
A,TOTAL,Y15-89,ITD5,2,FOR,11,2021,301.445,2021
A,TOTAL,Y15-89,ITD5,2,FOR,11,2022,292.832,2022
A,TOTAL,Y15-89,ITD5,2,FOR,11,2023,307.743,2023
A,TOTAL,Y15-89,ITD5,2,FOR,11,2024,319.963,2024
A,TOTAL,Y15-89,ITD5,2,FOR,13,2018,228.007,2018
A,TOTAL,Y15-89,ITD5,2,FOR,13,2019,211.197,2019
A,TOTAL,Y15-89,ITD5,2,FOR,13,2020,192.451,2020
A,TOTAL,Y15-89,ITD5,2,FOR,13,2021,204.223,2021
A,TOTAL,Y15-89,ITD5,2,FOR,13,2022,220.781,2022
A,TOTAL,Y15-89,ITD5,2,FOR,13,2023,206.953,2023
A,TOTAL,Y15-89,ITD5,2,FOR,13,2024,181.663,2024
