freq,cittadinanza,classe_eta,itter107,sesso,tipo_dato,titolo_studio,time_period,obs_value,year
A,FRG,Y15-34,IT,1,FOR,99,2018,505.131,2018
A,FRG,Y15-34,IT,1,FOR,99,2019,511.999,2019
A,FRG,Y15-34,IT,1,FOR,99,2020,474.531,2020
A,FRG,Y15-34,IT,1,FOR,99,2021,472.272,2021
A,FRG,Y15-34,IT,1,FOR,99,2022,474.241,2022
A,FRG,Y15-34,IT,1,FOR,99,2023,474.526,2023
A,FRG,Y15-34,IT,1,FOR,99,2024,485.297,2024
A,FRG,Y15-34,IT,2,FOR,99,2018,344.906,2018
A,FRG,Y15-34,IT,2,FOR,99,2019,327.631,2019
A,FRG,Y15-34,IT,2,FOR,99,2020,265.679,2020
A,FRG,Y15-34,IT,2,FOR,99,2021,285.023,2021
A,FRG,Y15-34,IT,2,FOR,99,2022,288.415,2022
A,FRG,Y15-34,IT,2,FOR,99,2023,262.896,2023
A,FRG,Y15-34,IT,2,FOR,99,2024,246.481,2024
A,FRG,Y15-34,IT,9,FOR,99,2018,850.037,2018
A,FRG,Y15-34,IT,9,FOR,99,2019,839.63,2019
A,FRG,Y15-34,IT,9,FOR,99,2020,740.21,2020
A,FRG,Y15-34,IT,9,FOR,99,2021,757.295,2021
A,FRG,Y15-34,IT,9,FOR,99,2022,762.656,2022
A,FRG,Y15-34,IT,9,FOR,99,2023,737.423,2023
A,FRG,Y15-34,IT,9,FOR,99,2024,731.777,2024
A,FRG,Y15-64,IT,1,FOR,99,2018,1463.487,2018
A,FRG,Y15-64,IT,1,FOR,99,2019,1505.811,2019
A,FRG,Y15-64,IT,1,FOR,99,2020,1436.862,2020
A,FRG,Y15-64,IT,1,FOR,99,2021,1472.795,2021
A,FRG,Y15-64,IT,1,FOR,99,2022,1518.597,2022
A,FRG,Y15-64,IT,1,FOR,99,2023,1503.016,2023
A,FRG,Y15-64,IT,1,FOR,99,2024,1589.755,2024
A,FRG,Y15-64,IT,2,FOR,99,2018,1214.518,2018
A,FRG,Y15-64,IT,2,FOR,99,2019,1208.342,2019
A,FRG,Y15-64,IT,2,FOR,99,2020,1061.527,2020
A,FRG,Y15-64,IT,2,FOR,99,2021,1110.525,2021
A,FRG,Y15-64,IT,2,FOR,99,2022,1130.422,2022
A,FRG,Y15-64,IT,2,FOR,99,2023,1114.17,2023
A,FRG,Y15-64,IT,2,FOR,99,2024,1139.351,2024
A,FRG,Y15-64,IT,9,FOR,99,2018,2678.005,2018
A,FRG,Y15-64,IT,9,FOR,99,2019,2714.153,2019
A,FRG,Y15-64,IT,9,FOR,99,2020,2498.389,2020
A,FRG,Y15-64,IT,9,FOR,99,2021,2583.32,2021
A,FRG,Y15-64,IT,9,FOR,99,2022,2649.02,2022
A,FRG,Y15-64,IT,9,FOR,99,2023,2617.186,2023
A,FRG,Y15-64,IT,9,FOR,99,2024,2729.105,2024
A,FRG,Y15-89,IT,1,FOR,11,2018,122.993,2018
A,FRG,Y15-89,IT,1,FOR,11,2019,126.011,2019
A,FRG,Y15-89,IT,1,FOR,11,2020,111.388,2020
A,FRG,Y15-89,IT,1,FOR,11,2021,108.211,2021
A,FRG,Y15-89,IT,1,FOR,11,2022,126.279,2022
A,FRG,Y15-89,IT,1,FOR,11,2023,131.551,2023
A,FRG,Y15-89,IT,1,FOR,11,2024,126.659,2024
A,FRG,Y15-89,IT,1,FOR,13,2018,854.819,2018
A,FRG,Y15-89,IT,1,FOR,13,2019,884.795,2019
A,FRG,Y15-89,IT,1,FOR,13,2020,850.629,2020
A,FRG,Y15-89,IT,1,FOR,13,2021,858.216,2021
A,FRG,Y15-89,IT,1,FOR,13,2022,851.559,2022
A,FRG,Y15-89,IT,1,FOR,13,2023,786.906,2023
A,FRG,Y15-89,IT,1,FOR,13,2024,831.781,2024
A,FRG,Y15-89,IT,1,FOR,7,2018,495.189,2018
A,FRG,Y15-89,IT,1,FOR,7,2019,506.651,2019
A,FRG,Y15-89,IT,1,FOR,7,2020,487.895,2020
A,FRG,Y15-89,IT,1,FOR,7,2021,521.429,2021
A,FRG,Y15-89,IT,1,FOR,7,2022,553.515,2022
A,FRG,Y15-89,IT,1,FOR,7,2023,604.15,2023
A,FRG,Y15-89,IT,1,FOR,7,2024,652.295,2024
A,FRG,Y15-89,IT,1,FOR,99,2018,1473.001,2018
A,FRG,Y15-89,IT,1,FOR,99,2019,1517.457,2019
A,FRG,Y15-89,IT,1,FOR,99,2020,1449.911,2020
A,FRG,Y15-89,IT,1,FOR,99,2021,1487.856,2021
A,FRG,Y15-89,IT,1,FOR,99,2022,1531.353,2022
A,FRG,Y15-89,IT,1,FOR,99,2023,1522.607,2023
A,FRG,Y15-89,IT,1,FOR,99,2024,1610.734,2024
A,FRG,Y15-89,IT,2,FOR,11,2018,207.915,2018
A,FRG,Y15-89,IT,2,FOR,11,2019,199.714,2019
A,FRG,Y15-89,IT,2,FOR,11,2020,167.846,2020
A,FRG,Y15-89,IT,2,FOR,11,2021,175.142,2021
A,FRG,Y15-89,IT,2,FOR,11,2022,178.073,2022
A,FRG,Y15-89,IT,2,FOR,11,2023,197.096,2023
A,FRG,Y15-89,IT,2,FOR,11,2024,223.268,2024
A,FRG,Y15-89,IT,2,FOR,13,2018,527.4,2018
A,FRG,Y15-89,IT,2,FOR,13,2019,534.226,2019
A,FRG,Y15-89,IT,2,FOR,13,2020,482.19,2020
A,FRG,Y15-89,IT,2,FOR,13,2021,464.886,2021
A,FRG,Y15-89,IT,2,FOR,13,2022,460.157,2022
A,FRG,Y15-89,IT,2,FOR,13,2023,428.079,2023
A,FRG,Y15-89,IT,2,FOR,13,2024,411.625,2024
A,FRG,Y15-89,IT,2,FOR,7,2018,508.647,2018
A,FRG,Y15-89,IT,2,FOR,7,2019,508.634,2019
A,FRG,Y15-89,IT,2,FOR,7,2020,442.626,2020
A,FRG,Y15-89,IT,2,FOR,7,2021,507.847,2021
A,FRG,Y15-89,IT,2,FOR,7,2022,528.553,2022
A,FRG,Y15-89,IT,2,FOR,7,2023,529.325,2023
A,FRG,Y15-89,IT,2,FOR,7,2024,551.479,2024
A,FRG,Y15-89,IT,2,FOR,99,2018,1243.961,2018
A,FRG,Y15-89,IT,2,FOR,99,2019,1242.574,2019
A,FRG,Y15-89,IT,2,FOR,99,2020,1092.662,2020
A,FRG,Y15-89,IT,2,FOR,99,2021,1147.875,2021
A,FRG,Y15-89,IT,2,FOR,99,2022,1166.783,2022
A,FRG,Y15-89,IT,2,FOR,99,2023,1154.499,2023
A,FRG,Y15-89,IT,2,FOR,99,2024,1186.372,2024
A,FRG,Y15-89,IT,9,FOR,11,2018,330.907,2018
A,FRG,Y15-89,IT,9,FOR,11,2019,325.725,2019
A,FRG,Y15-89,IT,9,FOR,11,2020,279.234,2020
A,FRG,Y15-89,IT,9,FOR,11,2021,283.353,2021
A,FRG,Y15-89,IT,9,FOR,11,2022,304.353,2022
A,FRG,Y15-89,IT,9,FOR,11,2023,328.647,2023
A,FRG,Y15-89,IT,9,FOR,11,2024,349.926,2024
A,FRG,Y15-89,IT,9,FOR,13,2018,1382.219,2018
A,FRG,Y15-89,IT,9,FOR,13,2019,1419.021,2019
A,FRG,Y15-89,IT,9,FOR,13,2020,1332.819,2020
A,FRG,Y15-89,IT,9,FOR,13,2021,1323.103,2021
A,FRG,Y15-89,IT,9,FOR,13,2022,1311.716,2022
A,FRG,Y15-89,IT,9,FOR,13,2023,1214.984,2023
A,FRG,Y15-89,IT,9,FOR,13,2024,1243.406,2024
A,FRG,Y15-89,IT,9,FOR,7,2018,1003.836,2018
A,FRG,Y15-89,IT,9,FOR,7,2019,1015.285,2019
A,FRG,Y15-89,IT,9,FOR,7,2020,930.52,2020
A,FRG,Y15-89,IT,9,FOR,7,2021,1029.276,2021
A,FRG,Y15-89,IT,9,FOR,7,2022,1082.068,2022
A,FRG,Y15-89,IT,9,FOR,7,2023,1133.475,2023
A,FRG,Y15-89,IT,9,FOR,7,2024,1203.773,2024
A,FRG,Y15-89,IT,9,FOR,99,2018,2716.963,2018
A,FRG,Y15-89,IT,9,FOR,99,2019,2760.031,2019
A,FRG,Y15-89,IT,9,FOR,99,2020,2542.573,2020
A,FRG,Y15-89,IT,9,FOR,99,2021,2635.732,2021
A,FRG,Y15-89,IT,9,FOR,99,2022,2698.136,2022
A,FRG,Y15-89,IT,9,FOR,99,2023,2677.106,2023
A,FRG,Y15-89,IT,9,FOR,99,2024,2797.106,2024
A,FRG,Y15-89,ITC,1,FOR,99,2018,510.944,2018
A,FRG,Y15-89,ITC,1,FOR,99,2019,518.01,2019
A,FRG,Y15-89,ITC,1,FOR,99,2020,485.461,2020
A,FRG,Y15-89,ITC,1,FOR,99,2021,505.521,2021
A,FRG,Y15-89,ITC,1,FOR,99,2022,517.976,2022
A,FRG,Y15-89,ITC,1,FOR,99,2023,527.097,2023
A,FRG,Y15-89,ITC,1,FOR,99,2024,562.424,2024
A,FRG,Y15-89,ITC,2,FOR,99,2018,408.625,2018
A,FRG,Y15-89,ITC,2,FOR,99,2019,402.064,2019
A,FRG,Y15-89,ITC,2,FOR,99,2020,352.513,2020
A,FRG,Y15-89,ITC,2,FOR,99,2021,381.199,2021
A,FRG,Y15-89,ITC,2,FOR,99,2022,389.872,2022
A,FRG,Y15-89,ITC,2,FOR,99,2023,400.852,2023
A,FRG,Y15-89,ITC,2,FOR,99,2024,406.196,2024
A,FRG,Y15-89,ITC,9,FOR,11,2018,121.47,2018
A,FRG,Y15-89,ITC,9,FOR,11,2019,114.556,2019
A,FRG,Y15-89,ITC,9,FOR,11,2020,94.843,2020
A,FRG,Y15-89,ITC,9,FOR,11,2021,98.697,2021
A,FRG,Y15-89,ITC,9,FOR,11,2022,108.842,2022
A,FRG,Y15-89,ITC,9,FOR,11,2023,120.354,2023
A,FRG,Y15-89,ITC,9,FOR,11,2024,122.828,2024
A,FRG,Y15-89,ITC,9,FOR,13,2018,470.518,2018
A,FRG,Y15-89,ITC,9,FOR,13,2019,481.356,2019
A,FRG,Y15-89,ITC,9,FOR,13,2020,450.303,2020
A,FRG,Y15-89,ITC,9,FOR,13,2021,448.582,2021
A,FRG,Y15-89,ITC,9,FOR,13,2022,451.294,2022
A,FRG,Y15-89,ITC,9,FOR,13,2023,428.275,2023
A,FRG,Y15-89,ITC,9,FOR,13,2024,456.167,2024
A,FRG,Y15-89,ITC,9,FOR,7,2018,327.581,2018
A,FRG,Y15-89,ITC,9,FOR,7,2019,324.162,2019
A,FRG,Y15-89,ITC,9,FOR,7,2020,292.828,2020
A,FRG,Y15-89,ITC,9,FOR,7,2021,339.441,2021
A,FRG,Y15-89,ITC,9,FOR,7,2022,347.712,2022
A,FRG,Y15-89,ITC,9,FOR,7,2023,379.321,2023
A,FRG,Y15-89,ITC,9,FOR,7,2024,389.625,2024
A,FRG,Y15-89,ITC,9,FOR,99,2018,919.569,2018
A,FRG,Y15-89,ITC,9,FOR,99,2019,920.075,2019
A,FRG,Y15-89,ITC,9,FOR,99,2020,837.974,2020
A,FRG,Y15-89,ITC,9,FOR,99,2021,886.72,2021
A,FRG,Y15-89,ITC,9,FOR,99,2022,907.848,2022
A,FRG,Y15-89,ITC,9,FOR,99,2023,927.949,2023
A,FRG,Y15-89,ITC,9,FOR,99,2024,968.62,2024
A,FRG,Y15-89,ITCD,1,FOR,99,2018,854.356,2018
A,FRG,Y15-89,ITCD,1,FOR,99,2019,883.825,2019
A,FRG,Y15-89,ITCD,1,FOR,99,2020,851.544,2020
A,FRG,Y15-89,ITCD,1,FOR,99,2021,875.631,2021
A,FRG,Y15-89,ITCD,1,FOR,99,2022,906.695,2022
A,FRG,Y15-89,ITCD,1,FOR,99,2023,903.768,2023
A,FRG,Y15-89,ITCD,1,FOR,99,2024,964.558,2024
A,FRG,Y15-89,ITCD,2,FOR,99,2018,723.486,2018
A,FRG,Y15-89,ITCD,2,FOR,99,2019,718.436,2019
A,FRG,Y15-89,ITCD,2,FOR,99,2020,637.06,2020
A,FRG,Y15-89,ITCD,2,FOR,99,2021,678.121,2021
A,FRG,Y15-89,ITCD,2,FOR,99,2022,703.086,2022
A,FRG,Y15-89,ITCD,2,FOR,99,2023,707.949,2023
A,FRG,Y15-89,ITCD,2,FOR,99,2024,711.982,2024
A,FRG,Y15-89,ITCD,9,FOR,11,2018,207.256,2018
A,FRG,Y15-89,ITCD,9,FOR,11,2019,204.227,2019
A,FRG,Y15-89,ITCD,9,FOR,11,2020,179.216,2020
A,FRG,Y15-89,ITCD,9,FOR,11,2021,181.967,2021
A,FRG,Y15-89,ITCD,9,FOR,11,2022,197.436,2022
A,FRG,Y15-89,ITCD,9,FOR,11,2023,212.258,2023
A,FRG,Y15-89,ITCD,9,FOR,11,2024,222.475,2024
A,FRG,Y15-89,ITCD,9,FOR,13,2018,762.604,2018
A,FRG,Y15-89,ITCD,9,FOR,13,2019,778.238,2019
A,FRG,Y15-89,ITCD,9,FOR,13,2020,727.1,2020
A,FRG,Y15-89,ITCD,9,FOR,13,2021,734.793,2021
A,FRG,Y15-89,ITCD,9,FOR,13,2022,740.794,2022
A,FRG,Y15-89,ITCD,9,FOR,13,2023,689.163,2023
A,FRG,Y15-89,ITCD,9,FOR,13,2024,720.576,2024
A,FRG,Y15-89,ITCD,9,FOR,7,2018,607.981,2018
A,FRG,Y15-89,ITCD,9,FOR,7,2019,619.796,2019
A,FRG,Y15-89,ITCD,9,FOR,7,2020,582.288,2020
A,FRG,Y15-89,ITCD,9,FOR,7,2021,636.993,2021
A,FRG,Y15-89,ITCD,9,FOR,7,2022,671.551,2022
A,FRG,Y15-89,ITCD,9,FOR,7,2023,710.296,2023
A,FRG,Y15-89,ITCD,9,FOR,7,2024,733.489,2024
A,FRG,Y15-89,ITCD,9,FOR,99,2018,1577.842,2018
A,FRG,Y15-89,ITCD,9,FOR,99,2019,1602.261,2019
A,FRG,Y15-89,ITCD,9,FOR,99,2020,1488.604,2020
A,FRG,Y15-89,ITCD,9,FOR,99,2021,1553.753,2021
A,FRG,Y15-89,ITCD,9,FOR,99,2022,1609.781,2022
A,FRG,Y15-89,ITCD,9,FOR,99,2023,1611.717,2023
A,FRG,Y15-89,ITCD,9,FOR,99,2024,1676.54,2024
A,FRG,Y15-89,ITD,1,FOR,99,2018,343.412,2018
A,FRG,Y15-89,ITD,1,FOR,99,2019,365.815,2019
A,FRG,Y15-89,ITD,1,FOR,99,2020,366.083,2020
A,FRG,Y15-89,ITD,1,FOR,99,2021,370.111,2021
A,FRG,Y15-89,ITD,1,FOR,99,2022,388.72,2022
A,FRG,Y15-89,ITD,1,FOR,99,2023,376.67,2023
A,FRG,Y15-89,ITD,1,FOR,99,2024,402.133,2024
A,FRG,Y15-89,ITD,2,FOR,99,2018,314.861,2018
A,FRG,Y15-89,ITD,2,FOR,99,2019,316.372,2019
A,FRG,Y15-89,ITD,2,FOR,99,2020,284.547,2020
A,FRG,Y15-89,ITD,2,FOR,99,2021,296.923,2021
A,FRG,Y15-89,ITD,2,FOR,99,2022,313.214,2022
A,FRG,Y15-89,ITD,2,FOR,99,2023,307.097,2023
A,FRG,Y15-89,ITD,2,FOR,99,2024,305.787,2024
A,FRG,Y15-89,ITD,9,FOR,11,2018,85.786,2018
A,FRG,Y15-89,ITD,9,FOR,11,2019,89.671,2019
A,FRG,Y15-89,ITD,9,FOR,11,2020,84.372,2020
A,FRG,Y15-89,ITD,9,FOR,11,2021,83.27,2021
A,FRG,Y15-89,ITD,9,FOR,11,2022,88.594,2022
A,FRG,Y15-89,ITD,9,FOR,11,2023,91.904,2023
A,FRG,Y15-89,ITD,9,FOR,11,2024,99.647,2024
A,FRG,Y15-89,ITD,9,FOR,13,2018,292.086,2018
A,FRG,Y15-89,ITD,9,FOR,13,2019,296.882,2019
A,FRG,Y15-89,ITD,9,FOR,13,2020,276.796,2020
A,FRG,Y15-89,ITD,9,FOR,13,2021,286.211,2021
A,FRG,Y15-89,ITD,9,FOR,13,2022,289.501,2022
A,FRG,Y15-89,ITD,9,FOR,13,2023,260.888,2023
A,FRG,Y15-89,ITD,9,FOR,13,2024,264.409,2024
A,FRG,Y15-89,ITD,9,FOR,7,2018,280.4,2018
A,FRG,Y15-89,ITD,9,FOR,7,2019,295.634,2019
A,FRG,Y15-89,ITD,9,FOR,7,2020,289.46,2020
A,FRG,Y15-89,ITD,9,FOR,7,2021,297.552,2021
A,FRG,Y15-89,ITD,9,FOR,7,2022,323.839,2022
A,FRG,Y15-89,ITD,9,FOR,7,2023,330.975,2023
A,FRG,Y15-89,ITD,9,FOR,7,2024,343.864,2024
A,FRG,Y15-89,ITD,9,FOR,99,2018,658.272,2018
A,FRG,Y15-89,ITD,9,FOR,99,2019,682.187,2019
A,FRG,Y15-89,ITD,9,FOR,99,2020,650.629,2020
A,FRG,Y15-89,ITD,9,FOR,99,2021,667.033,2021
A,FRG,Y15-89,ITD,9,FOR,99,2022,701.934,2022
A,FRG,Y15-89,ITD,9,FOR,99,2023,683.767,2023
A,FRG,Y15-89,ITD,9,FOR,99,2024,707.92,2024
A,FRG,Y15-89,ITE,1,FOR,99,2018,370.763,2018
A,FRG,Y15-89,ITE,1,FOR,99,2019,381.085,2019
A,FRG,Y15-89,ITE,1,FOR,99,2020,359.774,2020
A,FRG,Y15-89,ITE,1,FOR,99,2021,364.488,2021
A,FRG,Y15-89,ITE,1,FOR,99,2022,379.953,2022
A,FRG,Y15-89,ITE,1,FOR,99,2023,372.78,2023
A,FRG,Y15-89,ITE,1,FOR,99,2024,387.925,2024
A,FRG,Y15-89,ITE,2,FOR,99,2018,331.887,2018
A,FRG,Y15-89,ITE,2,FOR,99,2019,337.624,2019
A,FRG,Y15-89,ITE,2,FOR,99,2020,288.577,2020
A,FRG,Y15-89,ITE,2,FOR,99,2021,300.395,2021
A,FRG,Y15-89,ITE,2,FOR,99,2022,304.878,2022
A,FRG,Y15-89,ITE,2,FOR,99,2023,292.376,2023
A,FRG,Y15-89,ITE,2,FOR,99,2024,305.305,2024
A,FRG,Y15-89,ITE,9,FOR,11,2018,93.33,2018
A,FRG,Y15-89,ITE,9,FOR,11,2019,90.468,2019
A,FRG,Y15-89,ITE,9,FOR,11,2020,75.209,2020
A,FRG,Y15-89,ITE,9,FOR,11,2021,75.159,2021
A,FRG,Y15-89,ITE,9,FOR,11,2022,80.223,2022
A,FRG,Y15-89,ITE,9,FOR,11,2023,84.039,2023
A,FRG,Y15-89,ITE,9,FOR,11,2024,94.393,2024
A,FRG,Y15-89,ITE,9,FOR,13,2018,326.848,2018
A,FRG,Y15-89,ITE,9,FOR,13,2019,346.322,2019
A,FRG,Y15-89,ITE,9,FOR,13,2020,326.44,2020
A,FRG,Y15-89,ITE,9,FOR,13,2021,309.686,2021
A,FRG,Y15-89,ITE,9,FOR,13,2022,309.679,2022
A,FRG,Y15-89,ITE,9,FOR,13,2023,284.225,2023
A,FRG,Y15-89,ITE,9,FOR,13,2024,273.848,2024
A,FRG,Y15-89,ITE,9,FOR,7,2018,282.472,2018
A,FRG,Y15-89,ITE,9,FOR,7,2019,281.919,2019
A,FRG,Y15-89,ITE,9,FOR,7,2020,246.702,2020
A,FRG,Y15-89,ITE,9,FOR,7,2021,280.039,2021
A,FRG,Y15-89,ITE,9,FOR,7,2022,294.929,2022
A,FRG,Y15-89,ITE,9,FOR,7,2023,296.893,2023
A,FRG,Y15-89,ITE,9,FOR,7,2024,324.99,2024
A,FRG,Y15-89,ITE,9,FOR,99,2018,702.65,2018
A,FRG,Y15-89,ITE,9,FOR,99,2019,718.709,2019
A,FRG,Y15-89,ITE,9,FOR,99,2020,648.351,2020
A,FRG,Y15-89,ITE,9,FOR,99,2021,664.883,2021
A,FRG,Y15-89,ITE,9,FOR,99,2022,684.831,2022
A,FRG,Y15-89,ITE,9,FOR,99,2023,665.156,2023
A,FRG,Y15-89,ITE,9,FOR,99,2024,693.231,2024
A,FRG,Y15-89,ITFG,1,FOR,99,2018,247.882,2018
A,FRG,Y15-89,ITFG,1,FOR,99,2019,252.547,2019
A,FRG,Y15-89,ITFG,1,FOR,99,2020,238.593,2020
A,FRG,Y15-89,ITFG,1,FOR,99,2021,247.737,2021
A,FRG,Y15-89,ITFG,1,FOR,99,2022,244.705,2022
A,FRG,Y15-89,ITFG,1,FOR,99,2023,246.059,2023
A,FRG,Y15-89,ITFG,1,FOR,99,2024,258.251,2024
A,FRG,Y15-89,ITFG,2,FOR,99,2018,188.589,2018
A,FRG,Y15-89,ITFG,2,FOR,99,2019,186.514,2019
A,FRG,Y15-89,ITFG,2,FOR,99,2020,167.025,2020
A,FRG,Y15-89,ITFG,2,FOR,99,2021,169.359,2021
A,FRG,Y15-89,ITFG,2,FOR,99,2022,158.819,2022
A,FRG,Y15-89,ITFG,2,FOR,99,2023,154.174,2023
A,FRG,Y15-89,ITFG,2,FOR,99,2024,169.084,2024
A,FRG,Y15-89,ITFG,9,FOR,11,2018,30.321,2018
A,FRG,Y15-89,ITFG,9,FOR,11,2019,31.03,2019
A,FRG,Y15-89,ITFG,9,FOR,11,2020,24.809,2020
A,FRG,Y15-89,ITFG,9,FOR,11,2021,26.227,2021
A,FRG,Y15-89,ITFG,9,FOR,11,2022,26.693,2022
A,FRG,Y15-89,ITFG,9,FOR,11,2023,32.349,2023
A,FRG,Y15-89,ITFG,9,FOR,11,2024,33.058,2024
A,FRG,Y15-89,ITFG,9,FOR,13,2018,292.767,2018
A,FRG,Y15-89,ITFG,9,FOR,13,2019,294.46,2019
A,FRG,Y15-89,ITFG,9,FOR,13,2020,279.279,2020
A,FRG,Y15-89,ITFG,9,FOR,13,2021,278.624,2021
A,FRG,Y15-89,ITFG,9,FOR,13,2022,261.243,2022
A,FRG,Y15-89,ITFG,9,FOR,13,2023,241.597,2023
A,FRG,Y15-89,ITFG,9,FOR,13,2024,248.982,2024
A,FRG,Y15-89,ITFG,9,FOR,7,2018,113.383,2018
A,FRG,Y15-89,ITFG,9,FOR,7,2019,113.57,2019
A,FRG,Y15-89,ITFG,9,FOR,7,2020,101.53,2020
A,FRG,Y15-89,ITFG,9,FOR,7,2021,112.245,2021
A,FRG,Y15-89,ITFG,9,FOR,7,2022,115.588,2022
A,FRG,Y15-89,ITFG,9,FOR,7,2023,126.287,2023
A,FRG,Y15-89,ITFG,9,FOR,7,2024,145.295,2024
A,FRG,Y15-89,ITFG,9,FOR,99,2018,436.471,2018
A,FRG,Y15-89,ITFG,9,FOR,99,2019,439.061,2019
A,FRG,Y15-89,ITFG,9,FOR,99,2020,405.618,2020
A,FRG,Y15-89,ITFG,9,FOR,99,2021,417.096,2021
A,FRG,Y15-89,ITFG,9,FOR,99,2022,403.524,2022
A,FRG,Y15-89,ITFG,9,FOR,99,2023,400.233,2023
A,FRG,Y15-89,ITFG,9,FOR,99,2024,427.335,2024
A,FRG,Y35-49,IT,1,FOR,99,2018,717.297,2018
A,FRG,Y35-49,IT,1,FOR,99,2019,724.671,2019
A,FRG,Y35-49,IT,1,FOR,99,2020,690.977,2020
A,FRG,Y35-49,IT,1,FOR,99,2021,715.68,2021
A,FRG,Y35-49,IT,1,FOR,99,2022,726.752,2022
A,FRG,Y35-49,IT,1,FOR,99,2023,714.006,2023
A,FRG,Y35-49,IT,1,FOR,99,2024,750.078,2024
A,FRG,Y35-49,IT,2,FOR,99,2018,563.434,2018
A,FRG,Y35-49,IT,2,FOR,99,2019,567.551,2019
A,FRG,Y35-49,IT,2,FOR,99,2020,496.713,2020
A,FRG,Y35-49,IT,2,FOR,99,2021,501.005,2021
A,FRG,Y35-49,IT,2,FOR,99,2022,513.922,2022
A,FRG,Y35-49,IT,2,FOR,99,2023,526.446,2023
A,FRG,Y35-49,IT,2,FOR,99,2024,538.277,2024
A,FRG,Y35-49,IT,9,FOR,99,2018,1280.731,2018
A,FRG,Y35-49,IT,9,FOR,99,2019,1292.222,2019
A,FRG,Y35-49,IT,9,FOR,99,2020,1187.69,2020
A,FRG,Y35-49,IT,9,FOR,99,2021,1216.685,2021
A,FRG,Y35-49,IT,9,FOR,99,2022,1240.675,2022
A,FRG,Y35-49,IT,9,FOR,99,2023,1240.452,2023
A,FRG,Y35-49,IT,9,FOR,99,2024,1288.355,2024
A,FRG,Y50-64,IT,1,FOR,99,2018,241.059,2018
A,FRG,Y50-64,IT,1,FOR,99,2019,269.141,2019
A,FRG,Y50-64,IT,1,FOR,99,2020,271.353,2020
A,FRG,Y50-64,IT,1,FOR,99,2021,284.843,2021
A,FRG,Y50-64,IT,1,FOR,99,2022,317.604,2022
A,FRG,Y50-64,IT,1,FOR,99,2023,314.484,2023
A,FRG,Y50-64,IT,1,FOR,99,2024,354.381,2024
A,FRG,Y50-64,IT,2,FOR,99,2018,306.178,2018
A,FRG,Y50-64,IT,2,FOR,99,2019,313.161,2019
A,FRG,Y50-64,IT,2,FOR,99,2020,299.136,2020
A,FRG,Y50-64,IT,2,FOR,99,2021,324.498,2021
A,FRG,Y50-64,IT,2,FOR,99,2022,328.085,2022
A,FRG,Y50-64,IT,2,FOR,99,2023,324.828,2023
A,FRG,Y50-64,IT,2,FOR,99,2024,354.593,2024
A,FRG,Y50-64,IT,9,FOR,99,2018,547.237,2018
A,FRG,Y50-64,IT,9,FOR,99,2019,582.301,2019
A,FRG,Y50-64,IT,9,FOR,99,2020,570.489,2020
A,FRG,Y50-64,IT,9,FOR,99,2021,609.341,2021
A,FRG,Y50-64,IT,9,FOR,99,2022,645.689,2022
A,FRG,Y50-64,IT,9,FOR,99,2023,639.312,2023
A,FRG,Y50-64,IT,9,FOR,99,2024,708.973,2024
A,FRG,Y50-89,IT,1,FOR,99,2018,250.573,2018
A,FRG,Y50-89,IT,1,FOR,99,2019,280.787,2019
A,FRG,Y50-89,IT,1,FOR,99,2020,284.403,2020
A,FRG,Y50-89,IT,1,FOR,99,2021,299.904,2021
A,FRG,Y50-89,IT,1,FOR,99,2022,330.36,2022
A,FRG,Y50-89,IT,1,FOR,99,2023,334.075,2023
A,FRG,Y50-89,IT,1,FOR,99,2024,375.36,2024
A,FRG,Y50-89,IT,2,FOR,99,2018,335.622,2018
A,FRG,Y50-89,IT,2,FOR,99,2019,347.392,2019
A,FRG,Y50-89,IT,2,FOR,99,2020,330.27,2020
A,FRG,Y50-89,IT,2,FOR,99,2021,361.848,2021
A,FRG,Y50-89,IT,2,FOR,99,2022,364.446,2022
A,FRG,Y50-89,IT,2,FOR,99,2023,365.157,2023
A,FRG,Y50-89,IT,2,FOR,99,2024,401.614,2024
A,FRG,Y50-89,IT,9,FOR,99,2018,586.195,2018
A,FRG,Y50-89,IT,9,FOR,99,2019,628.179,2019
A,FRG,Y50-89,IT,9,FOR,99,2020,614.672,2020
A,FRG,Y50-89,IT,9,FOR,99,2021,661.752,2021
A,FRG,Y50-89,IT,9,FOR,99,2022,694.805,2022
A,FRG,Y50-89,IT,9,FOR,99,2023,699.232,2023
A,FRG,Y50-89,IT,9,FOR,99,2024,776.974,2024
A,ITL,Y15-34,IT,1,FOR,99,2018,3065.089,2018
A,ITL,Y15-34,IT,1,FOR,99,2019,3030.058,2019
A,ITL,Y15-34,IT,1,FOR,99,2020,2901.016,2020
A,ITL,Y15-34,IT,1,FOR,99,2021,2997.681,2021
A,ITL,Y15-34,IT,1,FOR,99,2022,3037.516,2022
A,ITL,Y15-34,IT,1,FOR,99,2023,3098.306,2023
A,ITL,Y15-34,IT,1,FOR,99,2024,3043.968,2024
A,ITL,Y15-34,IT,2,FOR,99,2018,2362.429,2018
A,ITL,Y15-34,IT,2,FOR,99,2019,2353.776,2019
A,ITL,Y15-34,IT,2,FOR,99,2020,2180.085,2020
A,ITL,Y15-34,IT,2,FOR,99,2021,2244.656,2021
A,ITL,Y15-34,IT,2,FOR,99,2022,2312.74,2022
