DATAFLOW,FREQ,CITTADINANZA,DURATA_DISOCCUPAZ,CLASSE_ETA,ITTER107,SESSO,TIPO_DATO,TITOLO_STUDIO,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT 
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITE45,2,UNEM_R,99,2021,26.056611,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITE45,2,UNEM_R,99,2022,25.968743,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITE45,2,UNEM_R,99,2023,26.972336,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITE45,2,UNEM_R,99,2024,44.091259,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITE45,9,UNEM_R,99,2018,48.942525,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITE45,9,UNEM_R,99,2019,29.005935,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITE45,9,UNEM_R,99,2020,32.882883,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITE45,9,UNEM_R,99,2021,26.307037,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITE45,9,UNEM_R,99,2022,21.437434,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITE45,9,UNEM_R,99,2023,20.631331,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITE45,9,UNEM_R,99,2024,21.347896,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,1,UNEM_R,99,2018,27.441809,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,1,UNEM_R,99,2019,35.481734,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,1,UNEM_R,99,2020,29.342141,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,1,UNEM_R,99,2021,27.579816,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,1,UNEM_R,99,2022,19.301825,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,1,UNEM_R,99,2023,19.775782,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,1,UNEM_R,99,2024,31.310953,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,2,UNEM_R,99,2018,32.296531,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,2,UNEM_R,99,2019,33.111976,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,2,UNEM_R,99,2020,31.805849,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,2,UNEM_R,99,2021,33.572282,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,2,UNEM_R,99,2022,32.129553,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,2,UNEM_R,99,2023,22.255639,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,2,UNEM_R,99,2024,27.641609,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,9,UNEM_R,99,2018,29.385643,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,9,UNEM_R,99,2019,34.751948,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,9,UNEM_R,99,2020,29.997177,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,9,UNEM_R,99,2021,29.582404,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,9,UNEM_R,99,2022,23.841084,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,9,UNEM_R,99,2023,20.63481,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF1,9,UNEM_R,99,2024,30.229504,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,1,UNEM_R,99,2018,43.243243,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,1,UNEM_R,99,2019,14.312547,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,1,UNEM_R,99,2020,26.211145,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,1,UNEM_R,99,2021,25.435444,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,1,UNEM_R,99,2022,26.447037,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,1,UNEM_R,99,2023,25.742574,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,1,UNEM_R,99,2024,15.983607,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,2,UNEM_R,99,2018,14.996421,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,2,UNEM_R,99,2019,29.977117,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,2,UNEM_R,99,2020,57.714286,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,2,UNEM_R,99,2021,46.586565,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,2,UNEM_R,99,2022,34.191555,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,2,UNEM_R,99,2023,22.288706,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,9,UNEM_R,99,2018,31.683023,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,9,UNEM_R,99,2019,20.498866,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,9,UNEM_R,99,2020,31.374385,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,9,UNEM_R,99,2021,32.550028,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,9,UNEM_R,99,2022,28.8294,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,9,UNEM_R,99,2023,24.246889,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF11,9,UNEM_R,99,2024,11.274935,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,1,UNEM_R,99,2018,29.512382,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,1,UNEM_R,99,2019,41.244067,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,1,UNEM_R,99,2020,36.757941,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,1,UNEM_R,99,2021,25.256463,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,1,UNEM_R,99,2022,6.316099,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,1,UNEM_R,99,2023,10.810811,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,1,UNEM_R,99,2024,40.771812,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,2,UNEM_R,99,2018,27.091078,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,2,UNEM_R,99,2019,24.927815,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,2,UNEM_R,99,2020,27.102461,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,2,UNEM_R,99,2021,26.220807,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,2,UNEM_R,99,2022,9.272919,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,2,UNEM_R,99,2023,13.722555,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,2,UNEM_R,99,2024,48.054475,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,9,UNEM_R,99,2018,28.232575,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,9,UNEM_R,99,2019,35.668476,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,9,UNEM_R,99,2020,33.136663,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,9,UNEM_R,99,2021,25.623377,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,9,UNEM_R,99,2022,7.662774,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,9,UNEM_R,99,2023,11.776187,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF12,9,UNEM_R,99,2024,43.322431,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,1,UNEM_R,99,2018,24.297137,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,1,UNEM_R,99,2019,46.230406,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,1,UNEM_R,99,2020,20.526815,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,1,UNEM_R,99,2021,27.259332,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,1,UNEM_R,99,2022,27.822581,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,1,UNEM_R,99,2023,28.006873,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,1,UNEM_R,99,2024,36.603586,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,2,UNEM_R,99,2018,23.503569,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,2,UNEM_R,99,2019,31.305013,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,2,UNEM_R,99,2020,33.333333,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,2,UNEM_R,99,2021,35.364397,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,2,UNEM_R,99,2022,27.31981,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,2,UNEM_R,99,2023,26.689317,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,2,UNEM_R,99,2024,31.147541,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,9,UNEM_R,99,2018,24.043524,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,9,UNEM_R,99,2019,40.349819,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,9,UNEM_R,99,2020,24.464932,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,9,UNEM_R,99,2021,29.620606,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,9,UNEM_R,99,2022,27.621351,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,9,UNEM_R,99,2023,27.468769,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF13,9,UNEM_R,99,2024,34.195882,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,1,UNEM_R,99,2018,17.71326,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,1,UNEM_R,99,2019,34.384435,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,1,UNEM_R,99,2020,31.819745,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,1,UNEM_R,99,2021,32.476579,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,1,UNEM_R,99,2022,16.705735,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,1,UNEM_R,99,2023,17.422235,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,1,UNEM_R,99,2024,32.542272,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,2,UNEM_R,99,2018,60.540013,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,2,UNEM_R,99,2019,44.96732,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,2,UNEM_R,99,2020,25.739645,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,2,UNEM_R,99,2021,30.554193,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,2,UNEM_R,99,2022,60.320563,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,2,UNEM_R,99,2023,24.206949,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,2,UNEM_R,99,2024,17.962466,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,9,UNEM_R,99,2018,32.004345,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,9,UNEM_R,99,2019,36.548901,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,9,UNEM_R,99,2020,30.672621,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,9,UNEM_R,99,2021,31.839433,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,9,UNEM_R,99,2022,29.16155,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,9,UNEM_R,99,2023,19.252317,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF14,9,UNEM_R,99,2024,31.089744,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,1,UNEM_R,99,2018,33.35834,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,1,UNEM_R,99,2019,44.20648,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,1,UNEM_R,99,2020,29.189751,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,1,UNEM_R,99,2021,26.61587,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,1,UNEM_R,99,2022,36.070381,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,1,UNEM_R,99,2023,22.682446,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,1,UNEM_R,99,2024,38.960162,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,2,UNEM_R,99,2018,49.954338,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,2,UNEM_R,99,2019,45.454545,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,2,UNEM_R,99,2020,61.080711,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,2,UNEM_R,99,2021,31.519862,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,2,UNEM_R,99,2022,22.986708,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,2,UNEM_R,99,2023,32.202344,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,2,UNEM_R,99,2024,41.068538,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,9,UNEM_R,99,2018,39.230894,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,9,UNEM_R,99,2019,44.664795,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,9,UNEM_R,99,2020,39.908046,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,9,UNEM_R,99,2021,28.471088,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,9,UNEM_R,99,2022,30.765573,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,9,UNEM_R,99,2023,25.667311,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF2,9,UNEM_R,99,2024,39.771547,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,1,UNEM_R,99,2018,41.37931,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,1,UNEM_R,99,2019,51.545254,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,1,UNEM_R,99,2020,43.570348,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,1,UNEM_R,99,2021,5.615551,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,1,UNEM_R,99,2022,35.17179,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,1,UNEM_R,99,2023,52.670807,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,1,UNEM_R,99,2024,35.752212,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,2,UNEM_R,99,2018,74.388489,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,2,UNEM_R,99,2019,39.099859,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,2,UNEM_R,99,2020,42.471042,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,2,UNEM_R,99,2021,25.993884,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,2,UNEM_R,99,2022,13.932584,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,2,UNEM_R,99,2023,57.857143,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,2,UNEM_R,99,2024,39.340102,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,9,UNEM_R,99,2018,56.602522,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,9,UNEM_R,99,2019,46.101485,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,9,UNEM_R,99,2020,43.307943,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,9,UNEM_R,99,2021,14.050633,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,9,UNEM_R,99,2022,25.701403,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,9,UNEM_R,99,2023,53.382664,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF21,9,UNEM_R,99,2024,37.1875,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,1,UNEM_R,99,2018,31.314716,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,1,UNEM_R,99,2019,41.776316,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,1,UNEM_R,99,2020,24.921419,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,1,UNEM_R,99,2021,33.368056,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,1,UNEM_R,99,2022,36.446125,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,1,UNEM_R,99,2023,13.889902,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,1,UNEM_R,99,2024,39.716312,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,2,UNEM_R,99,2018,38.595318,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,2,UNEM_R,99,2019,48.811293,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,2,UNEM_R,99,2020,65.033223,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,2,UNEM_R,99,2021,33.694344,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,2,UNEM_R,99,2022,27.817746,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,2,UNEM_R,99,2023,29.777178,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,2,UNEM_R,99,2024,41.535298,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,9,UNEM_R,99,2018,33.63947,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,9,UNEM_R,99,2019,44.096031,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,9,UNEM_R,99,2020,38.997377,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,9,UNEM_R,99,2021,33.48745,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,9,UNEM_R,99,2022,33.109205,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,9,UNEM_R,99,2023,19.460227,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF22,9,UNEM_R,99,2024,40.415045,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,1,UNEM_R,99,2018,48.994573,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,1,UNEM_R,99,2019,44.476075,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,1,UNEM_R,99,2020,47.03099,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,1,UNEM_R,99,2021,40.565112,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,1,UNEM_R,99,2022,39.959279,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,1,UNEM_R,99,2023,36.236051,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,1,UNEM_R,99,2024,36.338191,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,2,UNEM_R,99,2018,60.265121,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,2,UNEM_R,99,2019,49.963834,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,2,UNEM_R,99,2020,51.391736,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,2,UNEM_R,99,2021,51.620527,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,2,UNEM_R,99,2022,46.504199,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,2,UNEM_R,99,2023,48.462629,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,2,UNEM_R,99,2024,43.289043,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,9,UNEM_R,99,2018,53.654951,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,9,UNEM_R,99,2019,46.716465,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,9,UNEM_R,99,2020,48.644631,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,9,UNEM_R,99,2021,44.82813,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,9,UNEM_R,99,2022,42.580518,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,9,UNEM_R,99,2023,40.84044,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF3,9,UNEM_R,99,2024,38.802763,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF31,1,UNEM_R,99,2018,47.743434,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF31,1,UNEM_R,99,2019,42.382372,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF31,1,UNEM_R,99,2020,47.427667,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF31,1,UNEM_R,99,2021,41.844454,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF31,1,UNEM_R,99,2022,44.308261,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF31,1,UNEM_R,99,2023,36.13733,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF31,1,UNEM_R,99,2024,33.206421,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF31,2,UNEM_R,99,2018,54.558975,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF31,2,UNEM_R,99,2019,51.946472,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF31,2,UNEM_R,99,2020,50.337512,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF31,2,UNEM_R,99,2021,31.70347,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF31,2,UNEM_R,99,2022,53.548674,,,,,,,,,
IT1:151_914(1.2),A,TOTAL,TOTAL,Y15-24,ITF31,2,UNEM_R,99,2023,31.2985,,,,,,,,,
