CODICESCUOLA,ANNOCORSO,SEZIONEANNO,TIPOGRADOSCUOLA,COMBINAZIONE,DISCIPLINA,CODICEISBN,AUTORI,TITOLO,SOTTOTITOLO,VOLUME,EDITORE,PREZZO,NUOVAADOZ,DAACQUIST,CONSIGLIATO
PG1E001003,1,A,EE,CORSO A ORARIO ORDINARIO,LINGUA INGLESE,9780194464468,"AA VV  ",LEARN WITH US 1,CB&WB CON QR CODE & EBK + CD 1,1,OXFORD UNIVERSITY PRESS,"4,02",Si,Si,No
PG1E001003,1,A,EE,CORSO A ORARIO ORDINARIO,IL LIBRO DELLA PRIMA CLASSE,9788891597564,"AA VV  ",MAGICA MATILDE,CLASSE 1 - METODO QUATTRO CARATTERI,1,FABBRI SCUOLA,"13,34",Si,Si,No
PG1E001003,2,A,EE,CORSO A ORARIO ORDINARIO,RELIGIONE,9788809930087,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
PG1E001003,2,A,EE,CORSO A ORARIO ORDINARIO,LINGUA INGLESE,9780194464680,"AA VV  ",LEARN WITH US 2,CB&WB CON QR CODE & EBK + CD 2,2,OXFORD UNIVERSITY PRESS,"6,03",Si,Si,No
PG1E001003,2,A,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO (1° BIENNIO),9788847239180,ALTAMORE CAROLINA - FOCANTE MAILA - BERNABE' TIZIANA,AMICO FARO 2 PACK,ND,2,RAFFAELLO,"18,69",No,Si,No
PG1E001003,3,A,EE,CORSO A ORARIO ORDINARIO,RELIGIONE,9788809930087,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
PG1E001003,3,A,EE,CORSO A ORARIO ORDINARIO,LINGUA INGLESE,9780194464802,"AA VV  ",LEARN WITH US 3,CB&WB CON QR CODE & EBK + CD 3,3,OXFORD UNIVERSITY PRESS,"8,06",No,Si,No
PG1E001003,3,A,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO (1° BIENNIO),9788847239197,ALTAMORE CAROLINA - FOCANTE MAILA - BERNABE' TIZIANA,AMICO FARO 3 PACK,ND,3,RAFFAELLO,"26,71",No,Si,No
PG1E001003,4,A,EE,CORSO A ORARIO ORDINARIO,RELIGIONE,9788809930094,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"8,19",No,Si,No
PG1E001003,4,A,EE,CORSO A ORARIO ORDINARIO,LINGUA INGLESE,9780194464925,"AA VV  ",LEARN WITH US 4,CB&WB CON QR CODE & EBK + CD 4,1,OXFORD UNIVERSITY PRESS,"8,06",No,Si,No
PG1E001003,4,A,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO DEI LINGUAGGI,9791220410731,"BRAMATI EMANUELA - BRAMATI LAURA ",BOTTEGA DELLE STORIE (LA),CLASSE 4A,1,A. MONDADORI SCUOLA,"17,28",Si,Si,No
PG1E001003,4,A,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO DELLE DISCIPLINE,9791220420433,BRAMATI EMANUELA - BRAMATI LAURA - GIROTTI GERMANA,BOTTEGA DEI SAPERI (LA),CLASSE 4A UNICO,1,A. MONDADORI SCUOLA,"21,46",Si,Si,No
PG1E001003,5,A,EE,CORSO A ORARIO ORDINARIO,RELIGIONE,9788809930094,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 4-5,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
PG1E001003,5,A,EE,CORSO A ORARIO ORDINARIO,LINGUA INGLESE,9780194465083,"AA VV  ",LEARN WITH US 5,CB&WB CON QR CODE & EBK + CD 5,2,OXFORD UNIVERSITY PRESS,"10,08",No,Si,No
PG1E001003,5,A,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO DEI LINGUAGGI,9788829869596,"BORDIGLIONI STEFANO - RIZZO LICORI ELENA ",UN ANNO DI GIORNI SPECIALI,VOLUME 5A,2,MINERVA ITALICA,"20,96",No,Si,No
PG1E001003,5,A,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO DELLE DISCIPLINE,9788891594822,"AA VV  ",GEA CLASSE 5 TOMO ANTROPOLOGICO E TOMO SCIENTIFICO,SUSSIDIARIO DELLE DISCIPLINE,2,FABBRI SCUOLA,"25,00",No,Si,No
PG1E00200V,1,U,EE,CORSO A ORARIO ORDINARIO,RELIGIONE,9788846842947,"PICARIELLO CARMINE  ",DETTO... FATTO! 1-2-3,ND,U,LA SPIGA,"8,19",No,Si,No
PG1E00200V,1,U,EE,CORSO A ORARIO ORDINARIO,LINGUA INGLESE,9788847242463,"AA VV  ",HELLO WORLD 1,ND,1,CELTIC PUBLISHING,"4,02",Si,Si,No
PG1E00200V,1,U,EE,CORSO A ORARIO ORDINARIO,IL LIBRO DELLA PRIMA CLASSE,9788847307537,"RESTAURI SIMONA - SANSONETTI EMILIA ",PEPPER 1,ND,1,CETEM,"13,34",Si,Si,No
PG1E00200V,2,U,EE,CORSO A ORARIO ORDINARIO,RELIGIONE,9788846842947,"PICARIELLO CARMINE  ",DETTO... FATTO! 1-2-3,ND,U,LA SPIGA,"8,19",No,No,No
PG1E00200V,2,U,EE,CORSO A ORARIO ORDINARIO,LINGUA INGLESE,9788853627179,"BERTARINI MARIAGRAZIA  ",GET ON 2,ND,2,ELI,"6,03",No,Si,No
PG1E00200V,2,U,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO (1° BIENNIO),9788846844521,"AA VV  ",NUOVA FESTA A SORPRESA 2,ND,2,LA SPIGA,"18,69",No,Si,No
PG1E00200V,3,U,EE,CORSO A ORARIO ORDINARIO,RELIGIONE,9788846842947,"PICARIELLO CARMINE  ",DETTO... FATTO! 1-2-3,ND,U,LA SPIGA,"8,19",No,No,No
PG1E00200V,3,U,EE,CORSO A ORARIO ORDINARIO,LINGUA INGLESE,9788853627186,"BERTARINI MARIAGRAZIA  ",GET ON 3,ND,3,ELI,"8,06",No,Si,No
PG1E00200V,3,U,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO (1° BIENNIO),9788847241459,"MORGESE ROBERTO  ",FORMULA MAGICA 3,ND,3,RAFFAELLO,"26,71",No,Si,No
PG1E00200V,4,U,EE,CORSO A ORARIO ORDINARIO,RELIGIONE,9788846842954,"PICARIELLO CARMINE  ",DETTO... FATTO! 4-5,ND,U,LA SPIGA,"8,19",No,Si,No
PG1E00200V,4,U,EE,CORSO A ORARIO ORDINARIO,LINGUA INGLESE,9788847242494,"AA VV  ",HELLO WORLD 4,ND,1,CELTIC PUBLISHING,"8,06",Si,Si,No
PG1E00200V,4,U,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO DEI LINGUAGGI,9791220410731,"BRAMATI EMANUELA - BRAMATI LAURA ",BOTTEGA DELLE STORIE (LA),CLASSE 4A,1,A. MONDADORI SCUOLA,"17,28",Si,Si,No
PG1E00200V,4,U,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO DELLE DISCIPLINE,9788847248816,"SECCHI NICOLA - CANALI TIZIANA ",CHE MERAVIGLIA! 4 VOLUME UNICO,ND,1,RAFFAELLO,"21,46",Si,Si,No
PG1E00200V,5,U,EE,CORSO A ORARIO ORDINARIO,RELIGIONE,9788846842954,"PICARIELLO CARMINE  ",DETTO... FATTO! 4-5,ND,U,LA SPIGA,"8,19",No,No,No
PG1E00200V,5,U,EE,CORSO A ORARIO ORDINARIO,LINGUA INGLESE,9788853627209,"BERTARINI MARIAGRAZIA  ",GET ON 5,ND,2,ELI,"10,08",No,Si,No
PG1E00200V,5,U,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788809917651,"AA VV  ",NUOVO VIVA IMPARARE CL. 5  ANTROPOLOGICO,ND,2,GIUNTI SCUOLA,"12,50",No,Si,No
PG1E00200V,5,U,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788809919679,"AA VV  ",NUOVO VIVA IMPARARE CL. 5 MATEMATICA,ND,2,GIUNTI SCUOLA,"12,50",No,Si,No
PG1E00200V,5,U,EE,CORSO A ORARIO ORDINARIO,SUSSIDIARIO DEI LINGUAGGI,9788809917606,"AA VV  ",NUOVO VIVA LEGGERE CL. 5,ND,2,GIUNTI SCUOLA,"20,96",No,Si,No
PG1E00300P,1,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788847242449,"CALIGARI CARLA RE  ",FIORI DELLA TERRA 1-2-3 (I),ND,U,RAFFAELLO,"8,19",No,Si,No
PG1E00300P,1,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788847242463,"AA VV  ",HELLO WORLD 1,ND,1,CELTIC PUBLISHING,"4,02",No,Si,No
PG1E00300P,1,A,EE,30 ORE SETTIMANALI,IL LIBRO DELLA PRIMA CLASSE,9791223235430,"AA VV  ",CANTA E IMPARA CL. 1  -  4 CARATTERI,ND,1,GIUNTI SCUOLA,"13,34",Si,Si,No
PG1E00300P,2,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788847242449,"CALIGARI CARLA RE  ",FIORI DELLA TERRA 1-2-3 (I),ND,U,RAFFAELLO,"8,19",No,No,No
PG1E00300P,2,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788847242470,"AA VV  ",HELLO WORLD 2,ND,2,CELTIC PUBLISHING,"6,03",No,Si,No
PG1E00300P,2,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788873349624,"AA VV  ",CIAO SCUOLA CL. 2,ND,2,GAIA EDIZIONI,"18,69",No,Si,No
PG1E00300P,3,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788809930087,"DE ROSSI FRANCESCO  ",UN CIELO A COLORI CL. 1-2-3,ND,U,GIUNTI SCUOLA,"8,19",No,No,No
PG1E00300P,3,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788809964709,"AA VV  ",I LIKE GOLD CL. 3,ND,3,GIUNTI ELT,"8,06",No,Si,No
PG1E00300P,3,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788846843555,"AA VV  ",SOTTOSOPRA 3,ND,3,LA SPIGA,"26,71",No,Si,No
PG1E00300P,4,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788847242456,"CALIGARI CARLA RE  ",FIORI DELLA TERRA 4-5 (I),ND,U,RAFFAELLO,"8,19",No,Si,No
PG1E00300P,4,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788847248533,BADIOLI CLAUDIA - JONES KIM - PREVITO ISABELLA,SUPER FRIENDS 4,ND,1,CELTIC PUBLISHING,"8,06",Si,Si,No
PG1E00300P,4,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788873349723,"AA VV  ",LIBROAGENDA CL. 4 (IL),ND,1,GAIA EDIZIONI,"17,28",No,Si,No
PG1E00300P,4,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE,9791223100356,"AA VV  ",MONDI DI GEA (I),CLASSE 4 TOMO ANTROPOLOGICO E TOMO SCIENTIFICO,1,FABBRI SCUOLA,"21,46",Si,Si,No
PG1E00300P,5,A,EE,30 ORE SETTIMANALI,RELIGIONE,9788847242456,"CALIGARI CARLA RE  ",FIORI DELLA TERRA 4-5 (I),ND,U,RAFFAELLO,"8,19",No,No,No
PG1E00300P,5,A,EE,30 ORE SETTIMANALI,LINGUA INGLESE,9788847242500,"AA VV  ",HELLO WORLD 5,ND,2,CELTIC PUBLISHING,"10,08",No,Si,No
PG1E00300P,5,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788873349006,"AA VV  ",VOCE DELLA TERRA PIU' CL. 5 (LA) - AREA ANTROPOLOGICA,ND,2,GAIA EDIZIONI,"12,50",No,Si,No
PG1E00300P,5,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788873349013,"AA VV  ",VOCE DELLA TERRA PIU' CL. 5 (LA) - AREA MATEMATICO-SCIENTIFICA,ND,2,GAIA EDIZIONI,"12,50",No,Si,No
PG1E00300P,5,A,EE,30 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788873349761,"AA VV  ",LIBROAGENDA CL. 5 (IL),ND,2,GAIA EDIZIONI,"20,96",No,Si,No
PG1EPF500P,1,UNIC,EE,24 ORE SETTIMANALI,RELIGIONE,9788846844545,"CAMPOLEONI ALBERTO - CRIPPA LUCA ",CASA CHE VOGLIAMO 1-2-3 (LA),ND,U,LA SPIGA,"8,19",No,Si,No
PG1EPF500P,1,UNIC,EE,24 ORE SETTIMANALI,LINGUA INGLESE SUSSIDI,9781108963619,"AA VV  ",CAMBRIDGE GLOBAL ENGLISH 2ED STAGE 1 LEARNER'S BOOK,WITH DIGITAL ACCESS (1 YEAR),U,CAMBRIDGE UNIVERSITY PRESS,"21,70",No,Si,No
PG1EPF500P,1,UNIC,EE,24 ORE SETTIMANALI,LINGUA INGLESE SUSSIDI,9781108963640,"AA VV  ",CAMBRIDGE GLOBAL ENGLISH 2ED STAGE 1 WORKBOOK,WITH DIGITAL ACCESS (1 YEAR),U,CAMBRIDGE UNIVERSITY PRESS,"13,50",No,Si,No
PG1EPF500P,1,UNIC,EE,24 ORE SETTIMANALI,IL LIBRO DELLA PRIMA CLASSE,9788847307544,"RESTAURI SIMONA - SANSONETTI EMILIA ",PEPPER 1 MEDODO 4 CARATTERI,ND,1,CETEM,"13,34",Si,Si,No
PG1EPF500P,2,UNIC,EE,24 ORE SETTIMANALI,RELIGIONE,9788846844545,"CAMPOLEONI ALBERTO - CRIPPA LUCA ",CASA CHE VOGLIAMO 1-2-3 (LA),ND,U,LA SPIGA,"8,19",No,No,No
PG1EPF500P,2,UNIC,EE,24 ORE SETTIMANALI,LINGUA INGLESE SUSSIDI,9781108963626,"AA VV  ",CAMBRIDGE GLOBAL ENGLISH 2ED STAGE 2 LEARNER'S BOOK,WITH DIGITAL ACCESS (1 YEAR),U,CAMBRIDGE UNIVERSITY PRESS,"21,70",No,Si,No
PG1EPF500P,2,UNIC,EE,24 ORE SETTIMANALI,LINGUA INGLESE SUSSIDI,9781108963657,"AA VV  ",CAMBRIDGE GLOBAL ENGLISH 2ED STAGE 2  WORKBOOK,WITH DIGITAL ACCESS (1 YEAR),U,CAMBRIDGE UNIVERSITY PRESS,"13,50",No,Si,No
PG1EPF500P,2,UNIC,EE,24 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788846844835,"PROCOPIO MARIA A - CORASANITI GIULIA ",INCANTO 2,ND,2,LA SPIGA,"18,69",No,Si,No
PG1EPF500P,3,UNIC,EE,24 ORE SETTIMANALI,RELIGIONE,9788846844545,"CAMPOLEONI ALBERTO - CRIPPA LUCA ",CASA CHE VOGLIAMO 1-2-3 (LA),ND,U,LA SPIGA,"8,19",No,No,No
PG1EPF500P,3,UNIC,EE,24 ORE SETTIMANALI,LINGUA INGLESE SUSSIDI,9781108963626,"AA VV  ",CAMBRIDGE GLOBAL ENGLISH 2ED STAGE 2 LEARNER'S BOOK,WITH DIGITAL ACCESS (1 YEAR),U,CAMBRIDGE UNIVERSITY PRESS,"21,70",No,Si,No
PG1EPF500P,3,UNIC,EE,24 ORE SETTIMANALI,LINGUA INGLESE SUSSIDI,9781108963657,"AA VV  ",CAMBRIDGE GLOBAL ENGLISH 2ED STAGE 2  WORKBOOK,WITH DIGITAL ACCESS (1 YEAR),U,CAMBRIDGE UNIVERSITY PRESS,"13,50",Si,Si,No
PG1EPF500P,3,UNIC,EE,24 ORE SETTIMANALI,SUSSIDIARIO (1° BIENNIO),9788847307155,"AA VV  ",SI PUO' FARE 3,ND,3,CETEM,"26,71",Si,Si,No
PG1EPF500P,4,UNIC,EE,24 ORE SETTIMANALI,RELIGIONE,9788846844552,"CAMPOLEONI ALBERTO - CRIPPA LUCA ",CASA CHE VOGLIAMO 4-5 (LA),ND,U,LA SPIGA,"8,19",No,Si,No
PG1EPF500P,4,UNIC,EE,24 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO ANTROPOLOGICO),9788847248793,"CANALI TIZIANA  ",CHE MERAVIGLIA! 4 AREA STORIA/GEOGRAFIA,ND,1,RAFFAELLO,"10,73",Si,Si,No
PG1EPF500P,4,UNIC,EE,24 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE (AMBITO SCIENTIFICO),9788847248809,"SECCHI NICOLA  ",CHE MERAVIGLIA! 4 MATEMATICA/SCIENZE,ND,1,RAFFAELLO,"10,73",Si,Si,No
PG1EPF500P,4,UNIC,EE,24 ORE SETTIMANALI,LINGUA INGLESE SUSSIDI,9781108963626,"AA VV  ",CAMBRIDGE GLOBAL ENGLISH 2ED STAGE 2 LEARNER'S BOOK,WITH DIGITAL ACCESS (1 YEAR),U,CAMBRIDGE UNIVERSITY PRESS,"21,70",No,Si,No
PG1EPF500P,4,UNIC,EE,24 ORE SETTIMANALI,LINGUA INGLESE SUSSIDI,9781108963657,"AA VV  ",CAMBRIDGE GLOBAL ENGLISH 2ED STAGE 2  WORKBOOK,WITH DIGITAL ACCESS (1 YEAR),U,CAMBRIDGE UNIVERSITY PRESS,"13,50",No,Si,No
PG1EPF500P,4,UNIC,EE,24 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788847248854,"MEIANI ANTONELLA  ",NUVOLE DI PAROLE 4,ND,1,RAFFAELLO,"17,28",Si,Si,No
PG1EPF500P,5,UNIC,EE,24 ORE SETTIMANALI,RELIGIONE,9788846844552,"CAMPOLEONI ALBERTO - CRIPPA LUCA ",CASA CHE VOGLIAMO 4-5 (LA),ND,U,LA SPIGA,"8,19",No,No,No
PG1EPF500P,5,UNIC,EE,24 ORE SETTIMANALI,LINGUA INGLESE SUSSIDI,9781108963626,"AA VV  ",CAMBRIDGE GLOBAL ENGLISH 2ED STAGE 2 LEARNER'S BOOK,WITH DIGITAL ACCESS (1 YEAR),U,CAMBRIDGE UNIVERSITY PRESS,"21,70",No,Si,No
PG1EPF500P,5,UNIC,EE,24 ORE SETTIMANALI,LINGUA INGLESE SUSSIDI,9781108963657,"AA VV  ",CAMBRIDGE GLOBAL ENGLISH 2ED STAGE 2  WORKBOOK,WITH DIGITAL ACCESS (1 YEAR),U,CAMBRIDGE UNIVERSITY PRESS,"13,50",No,Si,No
PG1EPF500P,5,UNIC,EE,24 ORE SETTIMANALI,SUSSIDIARIO DEI LINGUAGGI,9788891593924,"AA VV  ",LEGGO SENTO IMPARO CLASSE 5,SUSSIDIARIO DEI LINGUAGGI,2,FABBRI SCUOLA,"20,96",No,Si,No
PG1EPF500P,5,UNIC,EE,24 ORE SETTIMANALI,SUSSIDIARIO DELLE DISCIPLINE,9788891594822,"AA VV  ",GEA CLASSE 5 TOMO ANTROPOLOGICO E TOMO SCIENTIFICO,SUSSIDIARIO DELLE DISCIPLINE,2,FABBRI SCUOLA,"25,00",No,Si,No
PG1M001008,1,U,MM,30 ORE DI ORARIO ORDINARIO,LINGUA INGLESE,9788831466363,HAMMOND GILLIAN - PAVESI CATERINA - HENDERSON CAROLINE,TEA TIME,ND,U,LIBERTY,"12,50",No,Si,No
PG1M001008,1,U,MM,30 ORE DI ORARIO ORDINARIO,MUSICA,9788829859214,"CASTELLO ROSANNA  ",CITTÀ DELLE NOTE (LA),VOLUME C,U,MINERVA ITALICA,"22,30",No,Si,No
PG1M001008,1,U,MM,30 ORE DI ORARIO ORDINARIO,LINGUA INGLESE,9780194096263,"AA VV  ",NEW STEP UP 1,SB&WB + DIGITAL PACK (EBOOK + RESOURCES + ONLINE PRACTICE + 25EREADERS),1,OXFORD UNIVERSITY PRESS,"22,90",No,Si,No
PG1M001008,1,U,MM,30 ORE DI ORARIO ORDINARIO,GEOGRAFIA,9788800363983,"AA  VV  ",TRAVEL BLOGGER,VOLUME 1 + ATLANTE 1 + REGIONI,1,LE MONNIER,"22,00",No,Si,No
PG1M001008,1,U,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO,9788891570062,"ZORDAN ROSETTA  ",LETTURA OLTRE,"VOLUME 1, QUADERNO 1, MITO EPICA, WRITING AND READING WORKSHOP",1,FABBRI SCUOLA,"31,40",No,Si,No
PG1M001008,1,U,MM,30 ORE DI ORARIO ORDINARIO,ARTE E IMMAGINE,9788838342462,"ROMAGNOLI MARGHERITA  ",CHIEDILO ALL'ARTE,VOLUME UNICO+ALBUM DELL'ARTE,U,SANSONI PER LA SCUOLA,"28,20",No,Si,No
PG1M001008,1,U,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE MOTORIE E SPORTIVE,9788805079285,"GOTTIN MAURIZIO - DEGANI ENRICO ",GYM + L'EDUCAZIONE FISICA PER IL CITTADINO,CORPO SPORT SALUTE,U,SEI,"14,70",No,Si,No
PG1M001008,1,U,MM,30 ORE DI ORARIO ORDINARIO,MATEMATICA,9788826820637,VACCA ROBERTO - ARTUSO BRUNO - BEZZI CLAUDIA,TUTTI MATEMATICI PLUS,ND,1,ATLAS,"29,50",No,Si,No
PG1M001008,1,U,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE,9788869645785,LEOPARDI LUIGI - BUBANI MASSIMO - CARABELLA MONICA MARCACCIO M,EXPERIENCE VOLUME 1 + SCIENZE BLOCK +,EBOOK,1,GARZANTI SCUOLA,"18,55",No,Si,No
PG1M001008,1,U,MM,30 ORE DI ORARIO ORDINARIO,TECNOLOGIA,9788829866946,"CONTI ANTONIO  ",AULA DI TECNOLOGIA (L'),PROCESSI PRODUTTIVI CON LABORATORI STEAM + DISEGNO CON CODING,U,MINERVA ITALICA,"27,20",Si,Si,No
PG1M001008,1,U,MM,30 ORE DI ORARIO ORDINARIO,STORIA,9788893247955,"BERTINI FRANCO  ",STORIA ANCH'IO,VOLUME 1 IL MEDIOEVO + TEMI DI EDUCAZIONE CIVICA,1,MURSIA SCUOLA,"25,80",Si,Si,No
PG1M001008,1,U,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO,9788891590824,"ZORDAN ROSETTA  ",IN OTTIMA FORMA (FONOLOGIA ORTOGRAFIA MORFOLOGIA LESSICO),FONOLOGIA ORTOGRAFIA MORFOLOGIA LESSICO,1,FABBRI SCUOLA,"21,50",Si,Si,No
PG1M001008,2,U,MM,30 ORE DI ORARIO ORDINARIO,EDUCAZIONE CIVICA,9788868896973,"CRIPPA LUCA - ONNIS MAURIZIO ",INCONTRI DI CITTADINANZA N.ED.,PERCORSI PER LA NUOVA EDUCAZIONE CIVICA,U,PALUMBO,"11,50",No,No,No
PG1M001008,2,U,MM,30 ORE DI ORARIO ORDINARIO,LINGUA INGLESE,9788831466363,HAMMOND GILLIAN - PAVESI CATERINA - HENDERSON CAROLINE,TEA TIME,ND,U,LIBERTY,"12,50",No,No,No
PG1M001008,2,U,MM,30 ORE DI ORARIO ORDINARIO,MATEMATICA,9788826820644,VACCA ROBERTO - ARTUSO BRUNO - BEZZI CLAUDIA,TUTTI MATEMATICI PLUS,ND,2,ATLAS,"30,20",No,Si,No
PG1M001008,2,U,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO,9788824778848,"SENSINI MARCELLO  ",IN BUONE PAROLE,VOLUME A + QUADERNO + ESAME,U,A. MONDADORI SCUOLA,"36,00",No,No,No
PG1M001008,2,U,MM,30 ORE DI ORARIO ORDINARIO,ARTE E IMMAGINE,9788838342462,"ROMAGNOLI MARGHERITA  ",CHIEDILO ALL'ARTE,VOLUME UNICO+ALBUM DELL'ARTE,U,SANSONI PER LA SCUOLA,"28,20",No,No,No
PG1M001008,2,U,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO,9788891556455,"ZORDAN ROSETTA  ",LETTURA OLTRE,"VOLUME 2, QUADERNO 2, LETTERATURA TEATRO",2,FABBRI SCUOLA,"33,80",No,Si,No
PG1M001008,2,U,MM,30 ORE DI ORARIO ORDINARIO,MUSICA,9788829859214,"CASTELLO ROSANNA  ",CITTÀ DELLE NOTE (LA),VOLUME C,U,MINERVA ITALICA,"22,30",No,No,No
PG1M001008,2,U,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE,9788869645792,LEOPARDI LUIGI - BUBANI MASSIMO - CARABELLA MONICA MARCACCIO M,EXPERIENCE VOLUME 2 + SCIENZE BLOCK +,EBOOK,2,GARZANTI SCUOLA,"18,80",No,Si,No
PG1M001008,2,U,MM,30 ORE DI ORARIO ORDINARIO,LINGUA INGLESE,9780194096430,"AA VV  ",NEW STEP UP 2,SB&WB + DIGITAL PACK (EBOOK + RESOURCES + ONLINE PRACTICE + 25EREADERS),2,OXFORD UNIVERSITY PRESS,"23,70",No,Si,No
PG1M001008,2,U,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE MOTORIE E SPORTIVE,9788805079285,"GOTTIN MAURIZIO - DEGANI ENRICO ",GYM + L'EDUCAZIONE FISICA PER IL CITTADINO,CORPO SPORT SALUTE,U,SEI,"14,70",No,No,No
PG1M001008,2,U,MM,30 ORE DI ORARIO ORDINARIO,TECNOLOGIA,9788800359931,"BRUNETTO NADIA - BRUNO VALTER ",MYTECH EDIZIONE GREEN,TECNOLOGIA + ATLANTE + DISEGNO,U,LE MONNIER,"27,80",No,No,No
PG1M001008,2,U,MM,30 ORE DI ORARIO ORDINARIO,GEOGRAFIA,9788800364102,"AA  VV  ",TRAVEL BLOGGER,VOLUME 2 + ATLANTE 2,2,LE MONNIER,"22,80",No,Si,No
PG1M001008,2,U,MM,30 ORE DI ORARIO ORDINARIO,STORIA,9788824762076,"CALVANI VITTORIA  ",INCONTRA LA STORIA,VOLUME 2+ATLANTE 2+LABORATORIO 2,2,A. MONDADORI SCUOLA,"32,70",No,Si,No
PG1M001008,3,U,MM,30 ORE DI ORARIO ORDINARIO,EDUCAZIONE CIVICA,9788868896973,"CRIPPA LUCA - ONNIS MAURIZIO ",INCONTRI DI CITTADINANZA N.ED.,PERCORSI PER LA NUOVA EDUCAZIONE CIVICA,U,PALUMBO,"11,50",No,No,No
PG1M001008,3,U,MM,30 ORE DI ORARIO ORDINARIO,MUSICA,9788849421620,LEONE LUCIANO - PAOLI ROBERTO - FERRARIN FABRIZIO,MUSICA NEL CUORE + EBOOK B,VOLUME B (CON BES) + EASY EBOOK B (SU DVD),U,PETRINI,"19,75",No,No,No
PG1M001008,3,U,MM,30 ORE DI ORARIO ORDINARIO,STORIA,9788824762083,"CALVANI VITTORIA  ",INCONTRA LA STORIA,VOLUME 3+ATLANTE 3+LABORATORIO 3,3,A. MONDADORI SCUOLA,"34,60",No,Si,No
PG1M001008,3,U,MM,30 ORE DI ORARIO ORDINARIO,ARTE E IMMAGINE,9788839527240,"ROSSETTI - SACCO ",MERAVIGLIARTI - EDIZIONE BASE,ND,U,PARAVIA,"32,80",No,No,No
PG1M001008,3,U,MM,30 ORE DI ORARIO ORDINARIO,TECNOLOGIA,9788800359931,"BRUNETTO NADIA - BRUNO VALTER ",MYTECH EDIZIONE GREEN,TECNOLOGIA + ATLANTE + DISEGNO,U,LE MONNIER,"27,80",No,No,No
PG1M001008,3,U,MM,30 ORE DI ORARIO ORDINARIO,LINGUA INGLESE,9781292281377,"AA VV  ",GOLD EXPERIENCE A2 2E PACK (SB + WB + DIGITAL),ND,U,PEARSON LONGMAN,"36,50",No,No,No
