CODICESCUOLA,ANNOCORSO,SEZIONEANNO,TIPOGRADOSCUOLA,COMBINAZIONE,DISCIPLINA,CODICEISBN,AUTORI,TITOLO,SOTTOTITOLO,VOLUME,EDITORE,PREZZO,NUOVAADOZ,DAACQUIST,CONSIGLIATO
PGPC09000R,5,CLI,NT,LICEO LINGUISTICO,LINGUA E CULTURA STRANIERA (FRANCESE),9788849482171,JAMET M-C - BACHAS P - MALHERBE M  VICARI E,PLUMES VOLUME 2+FASC NUOVO ESAME DI STATO(NOVITA)+ EBOOK 2,+ EASY EBOOK 2(SU DVD),2,VALMARTINA,"31,90",No,Si,No
PGPC09000R,5,CLI,NT,LICEO LINGUISTICO,LINGUA E CULTURA STRANIERA (FRANCESE),9788853012432,GAUTHIER JULIEN - PARODI LIDIA - VALLACCO MARINA,GRAMMAIRE DU SAVOIR DELF + LIVRE NUMERIQUE,ND,U,CIDEB - BLACK CAT,"26,70",No,No,Ap
PGPC09000R,5,CLI,NT,LICEO LINGUISTICO,SCIENZE MOTORIE E SPORTIVE,9788839302809,FIORINI GIANLUIGI - CORETTI STEFANO - BOCCHI SILVIA,PIU' MOVIMENTO VOLUME UNICO + EBOOK,ND,U,MARIETTI SCUOLA,"23,60",No,No,Ap
PGPC09000R,5,CLI,NT,LICEO LINGUISTICO,RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA,9788839303943,"CERA T  FAMA  A - SORICE O ",STRADA CON L'ALTRO - EDIZIONE VERDE (LA),VOLUME UNICO + UDA MULTIDISCIPLINARI DI EDUCAZIONE CIVICA E IRC + EBOOK,U,MARIETTI SCUOLA,"19,10",No,No,Ap
PGPC09000R,1,ASE,NO,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),LINGUA E LETTERATURA ITALIANA,9788824762755,"CIOCCA DANIELA - FERRI TINA ",NARRAMI O MUSA       M B  + CONT DIGIT,VOLUME UNICO,U,A. MONDADORI SCUOLA,"23,57",No,Si,No
PGPC09000R,1,ASE,NO,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),LINGUA E LETTERATURA ITALIANA,9788824778428,"SENSINI MARCELLO  ",A TUTTO CAMPO,VOLUME A - GRAMMATICA E LESSICO + VOLUME B - SCRITTURA E TESTI,U,A. MONDADORI SCUOLA,"29,20",No,Si,No
PGPC09000R,1,ASE,NO,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),LINGUA E LETTERATURA ITALIANA,9788828622628,CANTARELLA EVA - GUIDORIZZI GIULIO - GALLI BEATRICE,SIRENE,NARRATIVA + IL NUOVO ESAME DI STATO,1,EINAUDI SCUOLA,"26,90",No,Si,No
PGPC09000R,2,ALI,NO,LICEO LINGUISTICO,LINGUA LATINA,9788808899941,"SCARAVELLI IRENE  ",LL 3ED - CONFEZIONE VOLUME U + VOCABOLARIO (LDM),50 LEZIONI DI LATINO,U,ZANICHELLI EDITORE,"30,70",No,No,Ap
PGPC09000R,2,ALI,NO,LICEO LINGUISTICO,LINGUA E LETTERATURA ITALIANA,9788805077205,"MANZONI ALESSANDRO  ",PROMESSI SPOSI (I) + DVD + IL LABORATORIO DI MANZONI,NUOVA EDIZIONE INTEGRALE CON DVD E AUDIOLIBRO,U,SEI,"26,80",No,No,Mo
PGPC09000R,2,ALI,NO,LICEO LINGUISTICO,LINGUA E LETTERATURA ITALIANA,9788824778428,"SENSINI MARCELLO  ",A TUTTO CAMPO,VOLUME A - GRAMMATICA E LESSICO + VOLUME B - SCRITTURA E TESTI,U,A. MONDADORI SCUOLA,"29,20",No,No,Ap
PGPC09000R,2,ALI,NO,LICEO LINGUISTICO,LINGUA E LETTERATURA ITALIANA,9788828622727,CANTARELLA EVA - GUIDORIZZI GIULIO - GALLI BEATRICE,SIRENE,"POESIA, TEATRO, LA LETTERATURA DELLE ORIGINI",2,EINAUDI SCUOLA,"23,20",No,Si,No
PGPC09000R,2,ALI,NO,LICEO LINGUISTICO,LINGUA INGLESE,9780194130516,"AA VV  ",NEW IDENTITY B1-B1+: SB/WB+EB W/DIG PK,ND,U,OXFORD UNIVERSITY PRESS,"30,00",No,Si,No
PGPC09000R,2,ALI,NO,LICEO LINGUISTICO,LINGUA INGLESE,9788853629579,IANDELLI NORMA - WALLEN JEREMY - WALLEN SARA,GRAMMAR EVOLUTION,ND,U,ELI,"33,70",No,No,Ap
PGPC09000R,2,ALI,NO,LICEO LINGUISTICO,STORIA,9788869105470,MAURIZIO BETTINI - MARIO LENTANO - DONATELLA PULIGA,LONTANI VICINI 2,DALL'IMPERO ROMANO ALL'ALTO MEDIOEVO,2,B.MONDADORI,"31,60",No,Si,No
PGPC09000R,2,ALI,NO,LICEO LINGUISTICO,MATEMATICA,9788808809407,BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA,MATEMATICA.VERDE 3ED. - VOL. 2 (LDM),ND,2,ZANICHELLI EDITORE,"35,60",No,Si,No
PGPC09000R,2,ALI,NO,LICEO LINGUISTICO,"SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA)",9788808199881,"MADER SYLVIA S  ",IMMAGINI E CONCETTI DELLA BIOLOGIA 3ED. - VOL. U (LDM),ND,U,ZANICHELLI EDITORE,"45,90",No,Si,No
PGPC09000R,2,ALI,NO,LICEO LINGUISTICO,LINGUA E CULTURA STRANIERA (SPAGNOLO),9788861618077,"AA VV  ",¿QUÉ OPINAS? 2,ND,2,LANG EDIZIONI,"25,80",No,Si,No
PGPC09000R,2,ALI,NO,LICEO LINGUISTICO,LINGUA E CULTURA STRANIERA (FRANCESE),9788861619012,"AA VV  ",FRANçAIS PLURIEL 1 éDITION ORANGE AVEC GRAMMAIRE PLUS ET ESPACEF,ND,1,LANG EDIZIONI,"28,90",No,No,Ap
PGPC09000R,2,ALI,NO,LICEO LINGUISTICO,LINGUA E CULTURA STRANIERA (FRANCESE),9788861619029,"AA VV  ",FRANçAIS PLURIEL 2 éDITION ORANGE AVEC GRAMMAIRE PLUS ET ESPACEF,ND,2,LANG EDIZIONI,"28,70",No,Si,No
PGPC09000R,2,ALI,NO,LICEO LINGUISTICO,SCIENZE MOTORIE E SPORTIVE,9788839302809,FIORINI GIANLUIGI - CORETTI STEFANO - BOCCHI SILVIA,PIU' MOVIMENTO VOLUME UNICO + EBOOK,ND,U,MARIETTI SCUOLA,"23,60",No,No,Ap
PGPC09000R,2,ALI,NO,LICEO LINGUISTICO,RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA,9788839303943,"CERA T  FAMA  A - SORICE O ",STRADA CON L'ALTRO - EDIZIONE VERDE (LA),VOLUME UNICO + UDA MULTIDISCIPLINARI DI EDUCAZIONE CIVICA E IRC + EBOOK,U,MARIETTI SCUOLA,"19,10",No,No,Ap
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,CHIMICA,9788808976765,"POSCA VITO - FIORANI TIZIANA ",CHIMICA PIÙ 2ED - DALLA STRUTTURA ATOMICA ALLA CHIMICA ORGANICA (LDM),CON GLI ELEMENTI CHIMICI BASTERANNO?,U,ZANICHELLI EDITORE,"53,10",No,Si,No
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,LINGUA E LETTERATURA ITALIANA,9791221601206,LANGELLA GIUSEPPE - FRARE PIERANTONIO - GRESTI PAOLO,DEL MONDO ESPERTI 1A,DALLE ORIGINI ALL'ETÀ COMUNALEL'INSTAURAZIONE DEL CANONE. I NUOVI CLASSICI,1,B.MONDADORI,"30,90",Si,No,Mo
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,LINGUA E LETTERATURA ITALIANA,9791221601220,LANGELLA GIUSEPPE - FRARE PIERANTONIO - GRESTI PAOLO,DEL MONDO ESPERTI 1B,"UMANESIMO, RINASCIMENTO, MANIERISMOL'INSTAURAZIONE DEL CANONE. ANTICHI E MOD",1,B.MONDADORI,"26,90",Si,No,Mo
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,LINGUA E LETTERATURA ITALIANA,AIE13,"ALIGHIERI DANTE  ",DIVINA COMMEDIA VOLUME UNICO,EDIZIONE INTEGRALE,U,EDIZIONE LIBERA (A SCELTA),",00",No,Si,No
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,LINGUA INGLESE,9780194122825,"AA VV  ",VENTURE INTO FIRST B2 GOLD,SB&WB+EBK+READY FOR SECONDA PROVA,U,OXFORD UNIVERSITY PRESS,"35,40",No,Si,No
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,LINGUA INGLESE,9788843422647,"CATTANEO ARTURO - DE FLAVIIS DONATELLA ",LITERARY JOURNEYS CONNECTING IDEAS,VOLUME 1 + TOOLS,1,CARLO SIGNORELLI EDITORE,"30,50",No,Si,No
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,LINGUA INGLESE,9788853629579,IANDELLI NORMA - WALLEN JEREMY - WALLEN SARA,GRAMMAR EVOLUTION,ND,U,ELI,"33,70",No,No,Ap
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,STORIA,9788842118084,GIARDINA ANDREA - SABBATUCCI GIOVANNI - VIDOTTO VITTORIO,SPAZIO DEL TEMPO (LO) LE RAGIONI DELLA STORIA VOL 1,1000-1650,1,LATERZA SCOLASTICA,"37,90",No,Si,No
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,MATEMATICA,9788808930552,BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA,MATEMATICA.AZZURRO 3ED. - VOL. 3 CON TUTOR (LDM),ND,1,ZANICHELLI EDITORE,"30,30",No,Si,No
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,FISICA,9788805081233,"FABBRI SERGIO - MASINI MARA ",SPAZIOTEMPO + FISICA & TECNOLOGIA PER IL CITTADINO,IDEE SCOPERTE EMOZIONI,1,SEI,"34,50",Si,Si,No
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,STORIA DELL'ARTE,9788842118725,"NIFOSI' GIUSEPPE  ",ARTE SVELATA (L'). ESAME DI STATO VOL. 1,MONDO ANTICO E MEDIOEVO. I NUOVI CITTADINI DELL'ARTE E ARTE INTERCULTURA 1,1,LATERZA SCOLASTICA,"21,99",No,Si,No
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,LINGUA E CULTURA STRANIERA (TEDESCO),9788858347096,MONTALI GABRIELLA - MANDELLI DANIELA - CZERNOHOUS LINZI NADJA,TUTORIAL DEUTSCH VOL.3,CORSO MULTIMEDIALE DI LINGUA E CULTURA TEDESCA,U,LOESCHER EDITORE,"32,10",No,Si,No
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,FILOSOFIA,9788839564290,"FERRARIS MAURIZIO  ",PENSIERO IN MOVIMENTO SECONDA EDIZIONE 1 (MODALITÀ DIGITALE C),LA FILOSOFIA DALLE ORIGINI A OCKHAM,1,PARAVIA,"27,20",No,Si,No
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,LINGUA E CULTURA STRANIERA (SPAGNOLO),9788808499868,"GARZILLO LILIANA - CICCOTTI RACHELE ",CONTEXTOS LITERARIOS TERCERA EDICIÓN - VOL. U (LDM),DE LOS ORÍGENES A NUESTROS DÍAS,U,ZANICHELLI EDITORE,"40,20",No,Si,No
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,LINGUA E CULTURA STRANIERA (TEDESCO),9788858345313,MONTALI GABRIELLA - MANDELLI DANIELA - CZERNOHOUS LINZI NADJA,TUTORIAL DEUTSCH VOL.2,CORSO MULTIMEDIALE DI LINGUA E CULTURA TEDESCA,2,LOESCHER EDITORE,"35,80",No,No,Ap
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,LINGUA E CULTURA STRANIERA (FRANCESE),9788849482164,JAMET M-C - BACHAS P - MALHERBE M  VICARI E,PLUMES VOLUME 1 + COMPÉTENCES LITTÉRAIRES + CARTES MENTALES + EBOOK,+ EASY EBOOK (SU DVD),1,VALMARTINA,"31,50",No,Si,No
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,LINGUA E CULTURA STRANIERA (FRANCESE),9788861619012,"AA VV  ",FRANçAIS PLURIEL 1 éDITION ORANGE AVEC GRAMMAIRE PLUS ET ESPACEF,ND,1,LANG EDIZIONI,"28,90",No,No,Ap
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,LINGUA E CULTURA STRANIERA (FRANCESE),9788861619029,"AA VV  ",FRANçAIS PLURIEL 2 éDITION ORANGE AVEC GRAMMAIRE PLUS ET ESPACEF,ND,2,LANG EDIZIONI,"28,70",No,No,Ap
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,SCIENZE MOTORIE E SPORTIVE,9788839302809,FIORINI GIANLUIGI - CORETTI STEFANO - BOCCHI SILVIA,PIU' MOVIMENTO VOLUME UNICO + EBOOK,ND,U,MARIETTI SCUOLA,"23,60",No,No,Ap
PGPC09000R,3,CLI,NT,LICEO LINGUISTICO,RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA,9788839303943,"CERA T  FAMA  A - SORICE O ",STRADA CON L'ALTRO - EDIZIONE VERDE (LA),VOLUME UNICO + UDA MULTIDISCIPLINARI DI EDUCAZIONE CIVICA E IRC + EBOOK,U,MARIETTI SCUOLA,"19,10",No,No,Ap
PGPC09000R,4,ASE,NT,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),LINGUA E LETTERATURA ITALIANA,9788868896096,LUPERINI ROMANO - CATALDI PIETRO - MARCHIANI L  MARCHESE F,LIBERI DI INTERPRETARE VOL. 1 ED. ROSSA+ ALFABETO DIGITALE,STORIA E TESTI DELLA LETTERATURA ITALIANA NEL QUADRO DELLE CIVILTÀ EUROPEA,1,PALUMBO,"41,00",No,No,Ap
PGPC09000R,4,ASE,NT,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),LINGUA E LETTERATURA ITALIANA,9788868896157,LUPERINI ROMANO - CATALDI PIETRO - MARCHIANI L  MARCHESE F,LIBERI DI INTERPRETARE VOL. 2 ED. ROSSA,STORIA E TESTI DELLA LETTERATURA ITALIANA NEL QUADRO DELLE CIVILTÀ EUROPEA,2,PALUMBO,"45,00",No,Si,No
PGPC09000R,4,ASE,NT,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),LINGUA E LETTERATURA ITALIANA,9788868896164,LUPERINI ROMANO - CATALDI PIETRO - MARCHIANI LIDIA,"LEOPARDI , IL PRIMO DEI MODERNI - LIBERI DI INTERPRETARE ED. ROSSA",ND,U,PALUMBO,"9,50",No,Si,No
PGPC09000R,4,ASE,NT,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),LINGUA E LETTERATURA ITALIANA,AIE13,"ALIGHIERI DANTE  ",DIVINA COMMEDIA VOLUME UNICO,EDIZIONE INTEGRALE,U,EDIZIONE LIBERA (A SCELTA),",00",No,No,Ap
PGPC09000R,4,ASE,NT,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),SCIENZE UMANE,9788808942661,REGA VINCENZO - ABBONDANZA BARBARA - CARLONI ALESSANDRA,ESSERE UMANI EDIZIONE ROSSA - VOL. U (LDM),"ANTROPOLOGIA, SOCIOLOGIA, METODOLOGIA DELLA RICERCA",U,ZANICHELLI EDITORE,"39,70",No,No,Ap
PGPC09000R,4,ASE,NT,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),LINGUA INGLESE,9788831466288,"CARANTINI ELEONORA - LEWES GEORGIA ",CROWN (THE),ND,U,LIBERTY,"30,50",No,No,Ap
PGPC09000R,4,ASE,NT,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),STORIA,9788842119449,GIARDINA ANDREA - SABBATUCCI GIOVANNI - VIDOTTO VITTORIO,STORIA VOL. 2,IL SETTECENTO E L'OTTOCENTO,2,LATERZA SCOLASTICA,"28,90",No,Si,No
PGPC09000R,4,ASE,NT,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),MATEMATICA,9788849423792,"SASSO LEONARDO  ",COLORI DELLA MATEMATICA ED.AZZURRA SMART-VOL.4+QUAD.INCLUSIONE E REC 4+EBOOK,ND,2,PETRINI,"25,50",No,Si,No
PGPC09000R,4,ASE,NT,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),FISICA,9788863646115,PARODI GIANPAOLO - OSTILI MARCO - MOCHI ONORI GUGLIELMO,BELLO DELLA FISICA SECONDO BIENNIO,ND,U,LINX,"40,70",No,No,Ap
PGPC09000R,4,ASE,NT,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),STORIA DELL'ARTE,9788808812490,"PULVIRENTI EMANUELA  ",ARTELOGIA - VOL. 2  (LDM),DAL RINASCIMENTO AL ROCOCÒ,2,ZANICHELLI EDITORE,"40,00",No,Si,No
PGPC09000R,4,ASE,NT,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),DIRITTO ED ECONOMIA,9788839538673,"MARIA RITA CATTANI - FLAVIA ZACCARINI ",NEL MONDO CHE CAMBIA SECONDA EDIZIONE - SECONDO BIENNIO,CORSO DI DIRITTO ED ECONOMIA PER IL SECONDO BIENNIO LES,1,PARAVIA,"35,60",No,No,Ap
PGPC09000R,4,ASE,NT,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),FILOSOFIA,9788835053538,"SANI - LINGUITI ",SINAPSI - VOLUME 2 ETA' MODERNA - ED. ALUNN,FILOSOFIA TRIENNIO,2,LA SCUOLA EDITRICE,"33,40",No,Si,No
PGPC09000R,4,ASE,NT,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),LINGUA E CULTURA STRANIERA (FRANCESE),9788808161338,COCTON MARIE-NOELLE - GIACHINO LUCA - BARACCO CARLA,PAS À PAS - VERSION LEGERE - VOL. U (LDM),ND,U,ZANICHELLI EDITORE,"35,20",No,No,Ap
PGPC09000R,4,ASE,NT,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),LINGUA E CULTURA STRANIERA (FRANCESE),9788841642122,"DOVERI SIMONETTA - JEANNINE REGINE ",CORRESPONDANCES + CDROM,PARCOURS LITTERAIRES ET CULTURELS,U,EUROPASS,"31,90",No,No,Ap
PGPC09000R,4,B,NT,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788869106002,GIUSEPPE LANGELLA - PIERANTONIO FRARE - PAOLO GRESTI,AMOR MI MOSSE 5 GIACOMO LEOPARDI,IL RINNOVAMENTO DEL CANONE. LE DISPERATE ILLUSIONI,2,B.MONDADORI,"8,50",No,Si,No
PGPC09000R,4,ASE,NT,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),SCIENZE MOTORIE E SPORTIVE,9788839302809,FIORINI GIANLUIGI - CORETTI STEFANO - BOCCHI SILVIA,PIU' MOVIMENTO VOLUME UNICO + EBOOK,ND,U,MARIETTI SCUOLA,"23,60",No,No,Ap
PGPC09000R,4,ASE,NT,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-FRANCESE),RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA,9788839303943,"CERA T  FAMA  A - SORICE O ",STRADA CON L'ALTRO - EDIZIONE VERDE (LA),VOLUME UNICO + UDA MULTIDISCIPLINARI DI EDUCAZIONE CIVICA E IRC + EBOOK,U,MARIETTI SCUOLA,"19,10",No,No,Ap
PGPC09000R,4,B,NT,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788869104336,GIUSEPPE LANGELLA - PIERANTONIO FRARE - PAOLO GRESTI,AMOR MI MOSSE 3,RINNOVAMENTO DEL CANONE. LA MERAVIGLIA E RAGIONE - DA BAROCCO A ILLUMINISMO,2,B.MONDADORI,"26,70",No,Si,No
PGPC09000R,4,B,NT,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788869106507,GIUSEPPE LANGELLA - PIERANTONIO FRARE - PAOLO GRESTI,AMOR MI MOSSE 4,RINNOVAMENTO DEL CANONE. L'APPARIR DEL VERO - ETÀ DEL ROMANTICISMO,2,B.MONDADORI,"24,30",No,Si,No
PGPC09000R,4,B,NT,LICEO CLASSICO,LINGUA E CULTURA GRECA,9788839521774,LUISA ROSSI - ROSA ROSSI - STEFANO BRIGUGLIO,XENIA 2,LETTERATURA E CULTURA GRECA,2,PARAVIA,"47,70",No,Si,No
PGPC09000R,4,B,NT,LICEO CLASSICO,LINGUA LATINA,9788800357340,"CONTE GIAN BIAGIO  ",BELLA SCOLA (LA),VOLUME 2 - VOLUME L'ETA' AUGUSTEA,2,LE MONNIER,"30,90",No,Si,No
PGPC09000R,4,B,NT,LICEO CLASSICO,LINGUA LATINA,9788858337806,"TURAZZA GISELLA - REALI MAURO ",ALLOS IDEM,ND,U,LOESCHER EDITORE,"37,00",No,No,Ap
PGPC09000R,4,B,NT,LICEO CLASSICO,LINGUA INGLESE,9780194721585,"AA VV  ",VENTURE INTO FIRST B2,SB&WB+CD+OBK+2 FIRST ONLINE TESTS,U,OXFORD UNIVERSITY PRESS,"36,50",No,No,Ap
PGPC09000R,4,B,NT,LICEO CLASSICO,LINGUA INGLESE,9788843422647,"CATTANEO ARTURO - DE FLAVIIS DONATELLA ",LITERARY JOURNEYS CONNECTING IDEAS,VOLUME 1 + TOOLS,1,CARLO SIGNORELLI EDITORE,"30,50",No,No,Ap
PGPC09000R,4,B,NT,LICEO CLASSICO,STORIA,9788830220669,"CASTRONOVO VALERIO  ",MILLEDUEMILATRENTA,VOLUME 2,2,LA NUOVA ITALIA EDITRICE,"35,80",No,Si,No
PGPC09000R,4,B,NT,LICEO CLASSICO,MATEMATICA,9788808490056,BERGAMINI MASSIMO - BAROZZI GRAZIELLA - TRIFONE ANNA,MATEMATICA.AZZURRO 3ED. - VOL. 4 CON TUTOR (LDM),ND,2,ZANICHELLI EDITORE,"30,80",No,Si,No
PGPC09000R,4,B,NT,LICEO CLASSICO,FISICA,9788808134233,"AMALDI UGO  ",TRAIETTORIE DELLA FISICA (LE) 3ED - VOLUME 2 (LDM),"TERMODINAMICA, ONDE",2,ZANICHELLI EDITORE,"31,00",No,Si,No
PGPC09000R,4,B,NT,LICEO CLASSICO,"SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA)",9788808199881,"MADER SYLVIA S  ",IMMAGINI E CONCETTI DELLA BIOLOGIA 3ED. - VOL. U (LDM),ND,U,ZANICHELLI EDITORE,"45,90",No,No,Ap
PGPC09000R,4,B,NT,LICEO CLASSICO,STORIA DELL'ARTE,9788808812490,"PULVIRENTI EMANUELA  ",ARTELOGIA - VOL. 2  (LDM),DAL RINASCIMENTO AL ROCOCÒ,2,ZANICHELLI EDITORE,"40,00",No,Si,No
PGPC09000R,4,B,NT,LICEO CLASSICO,DIRITTO ED ECONOMIA,9788839563200,"MARIA RITA CATTANI - FLAVIA ZACCARINI ",NEL MONDO CHE CAMBIA SECONDA EDIZIONE - QUINTO ANNO,CORSO DI DIRITTO ED ECONOMIA PER IL QUINTO ANNO LES,2,PARAVIA,"28,70",No,No,Ap
PGPC09000R,4,B,NT,LICEO CLASSICO,FILOSOFIA,9788808889645,"BERTINI FRANCO  ",IO PENSO 2ED - VOLUME 2 (LDM),DALL'UMANESIMO A HEGEL,2,ZANICHELLI EDITORE,"37,60",No,Si,No
PGPC09000R,4,B,NT,LICEO CLASSICO,SCIENZE MOTORIE E SPORTIVE,9788839302809,FIORINI GIANLUIGI - CORETTI STEFANO - BOCCHI SILVIA,PIU' MOVIMENTO VOLUME UNICO + EBOOK,ND,U,MARIETTI SCUOLA,"23,60",No,No,Ap
PGPC09000R,4,B,NT,LICEO CLASSICO,RELIGIONE CATTOLICA/ATTIVITA' ALTERNATIVA,9788839303943,"CERA T  FAMA  A - SORICE O ",STRADA CON L'ALTRO - EDIZIONE VERDE (LA),VOLUME UNICO + UDA MULTIDISCIPLINARI DI EDUCAZIONE CIVICA E IRC + EBOOK,U,MARIETTI SCUOLA,"19,10",No,No,Ap
PGPC09000R,5,ASU,NT,LICEO DELLE SCIENZE UMANE,LINGUA E LETTERATURA ITALIANA,9788868895624,LUPERINI ROMANO - CATALDI PIETRO - MARCHIANI L  MARCHESE F,LIBERI DI INTERPRETARE VOL. 3A,STORIA E TESTI DELLA LETTERATURA ITALIANA NEL QUADRO DELLE CIVILTÀ EUROPEA,3,PALUMBO,"20,89",No,Si,No
PGPC09000R,5,ASU,NT,LICEO DELLE SCIENZE UMANE,LINGUA E LETTERATURA ITALIANA,9788868895631,LUPERINI ROMANO - CATALDI PIETRO - MARCHIANI L  MARCHESE F,LIBERI DI INTERPRETARE VOL. 3B,STORIA E TESTI DELLA LETTERATURA ITALIANA NEL QUADRO DELLE CIVILTÀ EUROPEA,3,PALUMBO,"19,61",No,Si,No
PGPC09000R,5,ASU,NT,LICEO DELLE SCIENZE UMANE,LINGUA E LETTERATURA ITALIANA,AIE13,"ALIGHIERI DANTE  ",DIVINA COMMEDIA VOLUME UNICO,EDIZIONE INTEGRALE,U,EDIZIONE LIBERA (A SCELTA),",00",No,No,Ap
PGPC09000R,5,ASU,NT,LICEO DELLE SCIENZE UMANE,LINGUA LATINA,9788839537461,GIOVANNA GARBARINO - LORENZA PASQUARIELLO - MASSIMO MANCA,ROMA SENZA TEMPO VOLUME UNICO,LETTERATURA E CULTURA LATINA,U,PARAVIA,"44,40",No,No,Ap
PGPC09000R,5,ASU,NT,LICEO DELLE SCIENZE UMANE,SCIENZE UMANE,9788808825254,"SCALISI ANGELO - NICOLA FRANCESCA ",SCIENZE UMANE. PERCORSI E PAROLE (LDM),"ANTROPOLOGIA, SOCIOLOGIA, PEDAGOGIA",2,ZANICHELLI EDITORE,"33,70",No,Si,No
PGPC09000R,5,ASU,NT,LICEO DELLE SCIENZE UMANE,LINGUA INGLESE,9788883394737,M  SPICCI - T  SHAW - D  MONTANARI,AMAZING MINDS COMPACT,ND,U,PEARSON LONGMAN,"35,30",No,No,Ap
PGPC09000R,5,ASU,NT,LICEO DELLE SCIENZE UMANE,"SCIENZE NATURALI (BIOLOGIA, CHIMICA, SCIENZE DELLA TERRA)",9788808628176,SADAVA DAVID - HILLIS DAVID M - HELLER GRAIG E ALTRI,"CARBONIO, GLI ENZIMI, IL DNA 2ED. (IL). EBOOK M. ORGANICA, BIOCHIM, BIOTECN.","CHIMICA ORGANICA, BIOCHIMICA E BIOTECNOLOGIE (BOOKTAB)",U,ZANICHELLI EDITORE,"25,00",No,Si,No
PGPC09000R,5,ASU,NT,LICEO DELLE SCIENZE UMANE,STORIA,9788830215603,"CASTRONOVO VALERIO  ",IMPRONTA STORICA PER IL NUOVO ESAME DI STATO - LIBRO DIGITALE,VOLUME 3 + FASCIOLO LAVORO IMPRESA TERRITORIO + CLIL HISTORY,3,LA NUOVA ITALIA EDITRICE,"27,90",No,Si,No
PGPC09000R,5,ASU,NT,LICEO DELLE SCIENZE UMANE,MATEMATICA,9788849420180,"SASSO LEONARDO  ",MATEMATICA A COLORI (LA) EDIZIONE AZZURRA VOLUME 5 + EBOOK,SECONDO BIENNIO E QUINTO ANNO,3,PETRINI,"31,30",No,Si,No
PGPC09000R,5,ASU,NT,LICEO DELLE SCIENZE UMANE,FISICA,9788863646146,PARODI GIANPAOLO - OSTILI MARCO - MOCHI ONORI GUGLIELMO,BELLO DELLA FISICA QUINTO ANNO,ND,U,LINX,"22,30",No,Si,No
