freq,territorio,ind_type,measure,ordinescol,gest_scuola,time_period,obs_value,year
A,ITC3,FOR_ST_F,9,2,9,2012,3402.0,2012
A,ITC3,FOR_ST_F,9,2,9,2013,3458.0,2013
A,ITC3,FOR_ST_F,9,2,9,2014,3529.0,2014
A,ITC3,TCHR,9,2,1A,2010,5269.0,2010
A,ITC3,TCHR,9,2,1A,2011,5880.0,2011
A,ITC3,TCHR,9,2,1A,2012,5789.0,2012
A,ITC3,TCHR,9,2,1A,2013,5824.0,2013
A,ITC3,TCHR,9,2,1A,2014,5855.0,2014
A,ITC31,SCH,9,2,1,2010,80.0,2010
A,ITC31,SCH,9,2,1,2011,78.0,2011
A,ITC31,SCH,9,2,1,2012,78.0,2012
A,ITC31,SCH,9,2,1,2013,78.0,2013
A,ITC31,SCH,9,2,1,2014,78.0,2014
A,ITC31,SCH,9,2,1A,2010,80.0,2010
A,ITC31,SCH,9,2,1A,2011,78.0,2011
A,ITC31,SCH,9,2,1A,2012,78.0,2012
A,ITC31,SCH,9,2,1A,2013,78.0,2013
A,ITC31,SCH,9,2,1A,2014,78.0,2014
A,ITC31,SCH,9,2,2,2010,7.0,2010
A,ITC31,SCH,9,2,2,2011,7.0,2011
A,ITC31,SCH,9,2,2,2012,6.0,2012
A,ITC31,SCH,9,2,2,2013,6.0,2013
A,ITC31,SCH,9,2,2,2014,5.0,2014
A,ITC31,SCH,9,2,9,2010,87.0,2010
A,ITC31,SCH,9,2,9,2011,85.0,2011
A,ITC31,SCH,9,2,9,2012,84.0,2012
A,ITC31,SCH,9,2,9,2013,84.0,2013
A,ITC31,SCH,9,2,9,2014,83.0,2014
A,ITC31,CLSS,9,2,1,2010,435.0,2010
A,ITC31,CLSS,9,2,1,2011,454.0,2011
A,ITC31,CLSS,9,2,1,2012,436.0,2012
A,ITC31,CLSS,9,2,1,2013,427.0,2013
A,ITC31,CLSS,9,2,1,2014,435.0,2014
A,ITC31,CLSS,9,2,1A,2010,435.0,2010
A,ITC31,CLSS,9,2,1A,2011,454.0,2011
A,ITC31,CLSS,9,2,1A,2012,436.0,2012
A,ITC31,CLSS,9,2,1A,2013,427.0,2013
A,ITC31,CLSS,9,2,1A,2014,435.0,2014
A,ITC31,CLSS,9,2,2,2010,37.0,2010
A,ITC31,CLSS,9,2,2,2011,35.0,2011
A,ITC31,CLSS,9,2,2,2012,32.0,2012
A,ITC31,CLSS,9,2,2,2013,27.0,2013
A,ITC31,CLSS,9,2,2,2014,27.0,2014
A,ITC31,CLSS,9,2,9,2010,472.0,2010
A,ITC31,CLSS,9,2,9,2011,489.0,2011
A,ITC31,CLSS,9,2,9,2012,468.0,2012
A,ITC31,CLSS,9,2,9,2013,454.0,2013
A,ITC31,CLSS,9,2,9,2014,462.0,2014
A,ITC31,ENR,9,2,1,2010,7874.0,2010
A,ITC31,ENR,9,2,1,2011,7851.0,2011
A,ITC31,ENR,9,2,1,2012,7819.0,2012
A,ITC31,ENR,9,2,1,2013,7755.0,2013
A,ITC31,ENR,9,2,1,2014,7753.0,2014
A,ITC31,ENR,9,2,1A,2010,7874.0,2010
A,ITC31,ENR,9,2,1A,2011,7851.0,2011
A,ITC31,ENR,9,2,1A,2012,7819.0,2012
A,ITC31,ENR,9,2,1A,2013,7755.0,2013
A,ITC31,ENR,9,2,1A,2014,7753.0,2014
A,ITC31,ENR,9,2,2,2010,742.0,2010
A,ITC31,ENR,9,2,2,2011,730.0,2011
A,ITC31,ENR,9,2,2,2012,700.0,2012
A,ITC31,ENR,9,2,2,2013,614.0,2013
A,ITC31,ENR,9,2,2,2014,588.0,2014
A,ITC31,ENR,9,2,9,2010,8616.0,2010
A,ITC31,ENR,9,2,9,2011,8581.0,2011
A,ITC31,ENR,9,2,9,2012,8519.0,2012
A,ITC31,ENR,9,2,9,2013,8369.0,2013
A,ITC31,ENR,9,2,9,2014,8341.0,2014
A,ITC31,ENR_F,9,2,1,2010,3816.0,2010
A,ITC31,ENR_F,9,2,1,2011,3757.0,2011
A,ITC31,ENR_F,9,2,1,2012,3785.0,2012
A,ITC31,ENR_F,9,2,1,2013,3733.0,2013
A,ITC31,ENR_F,9,2,1,2014,3691.0,2014
A,ITC31,ENR_F,9,2,1A,2010,3816.0,2010
A,ITC31,ENR_F,9,2,1A,2011,3757.0,2011
A,ITC31,ENR_F,9,2,1A,2012,3785.0,2012
A,ITC31,ENR_F,9,2,1A,2013,3733.0,2013
A,ITC31,ENR_F,9,2,1A,2014,3691.0,2014
A,ITC31,ENR_F,9,2,2,2010,365.0,2010
A,ITC31,ENR_F,9,2,2,2011,356.0,2011
A,ITC31,ENR_F,9,2,2,2012,334.0,2012
A,ITC31,ENR_F,9,2,2,2013,297.0,2013
A,ITC31,ENR_F,9,2,2,2014,293.0,2014
A,ITC31,ENR_F,9,2,9,2010,4181.0,2010
A,ITC31,ENR_F,9,2,9,2011,4113.0,2011
A,ITC31,ENR_F,9,2,9,2012,4119.0,2012
A,ITC31,ENR_F,9,2,9,2013,4030.0,2013
A,ITC31,ENR_F,9,2,9,2014,3984.0,2014
A,ITC31,REP,9,2,1,2010,18.0,2010
A,ITC31,REP,9,2,1,2011,22.0,2011
A,ITC31,REP,9,2,1,2012,18.0,2012
A,ITC31,REP,9,2,1,2013,14.0,2013
A,ITC31,REP,9,2,1,2014,27.0,2014
A,ITC31,REP,9,2,1A,2010,18.0,2010
A,ITC31,REP,9,2,1A,2011,22.0,2011
A,ITC31,REP,9,2,1A,2012,18.0,2012
A,ITC31,REP,9,2,1A,2013,14.0,2013
A,ITC31,REP,9,2,1A,2014,27.0,2014
A,ITC31,REP,9,2,2,2010,0.0,2010
A,ITC31,REP,9,2,2,2011,2.0,2011
A,ITC31,REP,9,2,2,2012,0.0,2012
A,ITC31,REP,9,2,2,2013,0.0,2013
A,ITC31,REP,9,2,2,2014,0.0,2014
A,ITC31,REP,9,2,9,2010,18.0,2010
A,ITC31,REP,9,2,9,2011,24.0,2011
A,ITC31,REP,9,2,9,2012,18.0,2012
A,ITC31,REP,9,2,9,2013,14.0,2013
A,ITC31,REP,9,2,9,2014,27.0,2014
A,ITC31,REP_F,9,2,1,2010,7.0,2010
A,ITC31,REP_F,9,2,1,2011,9.0,2011
A,ITC31,REP_F,9,2,1,2012,7.0,2012
A,ITC31,REP_F,9,2,1,2013,7.0,2013
A,ITC31,REP_F,9,2,1,2014,9.0,2014
A,ITC31,REP_F,9,2,1A,2010,7.0,2010
A,ITC31,REP_F,9,2,1A,2011,9.0,2011
A,ITC31,REP_F,9,2,1A,2012,7.0,2012
A,ITC31,REP_F,9,2,1A,2013,7.0,2013
A,ITC31,REP_F,9,2,1A,2014,9.0,2014
A,ITC31,REP_F,9,2,2,2010,0.0,2010
A,ITC31,REP_F,9,2,2,2011,0.0,2011
A,ITC31,REP_F,9,2,2,2012,0.0,2012
A,ITC31,REP_F,9,2,2,2013,0.0,2013
A,ITC31,REP_F,9,2,2,2014,0.0,2014
A,ITC31,REP_F,9,2,9,2010,7.0,2010
A,ITC31,REP_F,9,2,9,2011,9.0,2011
A,ITC31,REP_F,9,2,9,2012,7.0,2012
A,ITC31,REP_F,9,2,9,2013,7.0,2013
A,ITC31,REP_F,9,2,9,2014,9.0,2014
A,ITC31,FOR_ST,9,2,1,2010,994.0,2010
A,ITC31,FOR_ST,9,2,1,2011,1100.0,2011
A,ITC31,FOR_ST,9,2,1,2012,1131.0,2012
A,ITC31,FOR_ST,9,2,1,2013,1131.0,2013
A,ITC31,FOR_ST,9,2,1,2014,1132.0,2014
A,ITC31,FOR_ST,9,2,1A,2010,994.0,2010
A,ITC31,FOR_ST,9,2,1A,2011,1100.0,2011
A,ITC31,FOR_ST,9,2,1A,2012,1131.0,2012
A,ITC31,FOR_ST,9,2,1A,2013,1131.0,2013
A,ITC31,FOR_ST,9,2,1A,2014,1132.0,2014
A,ITC31,FOR_ST,9,2,2,2010,6.0,2010
A,ITC31,FOR_ST,9,2,2,2011,8.0,2011
A,ITC31,FOR_ST,9,2,2,2012,13.0,2012
A,ITC31,FOR_ST,9,2,2,2013,32.0,2013
A,ITC31,FOR_ST,9,2,2,2014,37.0,2014
A,ITC31,FOR_ST,9,2,9,2010,1000.0,2010
A,ITC31,FOR_ST,9,2,9,2011,1108.0,2011
A,ITC31,FOR_ST,9,2,9,2012,1144.0,2012
A,ITC31,FOR_ST,9,2,9,2013,1163.0,2013
A,ITC31,FOR_ST,9,2,9,2014,1169.0,2014
A,ITC31,FOR_ST_F,9,2,1,2010,484.0,2010
A,ITC31,FOR_ST_F,9,2,1,2011,550.0,2011
A,ITC31,FOR_ST_F,9,2,1,2012,561.0,2012
A,ITC31,FOR_ST_F,9,2,1,2013,578.0,2013
A,ITC31,FOR_ST_F,9,2,1,2014,564.0,2014
A,ITC31,FOR_ST_F,9,2,1A,2010,484.0,2010
A,ITC31,FOR_ST_F,9,2,1A,2011,550.0,2011
A,ITC31,FOR_ST_F,9,2,1A,2012,561.0,2012
A,ITC31,FOR_ST_F,9,2,1A,2013,578.0,2013
A,ITC31,FOR_ST_F,9,2,1A,2014,564.0,2014
A,ITC31,FOR_ST_F,9,2,2,2011,4.0,2011
A,ITC31,FOR_ST_F,9,2,2,2012,9.0,2012
A,ITC31,FOR_ST_F,9,2,2,2013,19.0,2013
A,ITC31,FOR_ST_F,9,2,2,2014,22.0,2014
A,ITC31,FOR_ST_F,9,2,9,2010,484.0,2010
A,ITC31,FOR_ST_F,9,2,9,2011,554.0,2011
A,ITC31,FOR_ST_F,9,2,9,2012,570.0,2012
A,ITC31,FOR_ST_F,9,2,9,2013,597.0,2013
A,ITC31,FOR_ST_F,9,2,9,2014,586.0,2014
A,ITC32,SCH,9,2,1,2010,88.0,2010
A,ITC32,SCH,9,2,1,2011,89.0,2011
A,ITC32,SCH,9,2,1,2012,88.0,2012
A,ITC32,SCH,9,2,1,2013,85.0,2013
A,ITC32,SCH,9,2,1,2014,85.0,2014
A,ITC32,SCH,9,2,1A,2010,88.0,2010
A,ITC32,SCH,9,2,1A,2011,89.0,2011
A,ITC32,SCH,9,2,1A,2012,88.0,2012
A,ITC32,SCH,9,2,1A,2013,85.0,2013
A,ITC32,SCH,9,2,1A,2014,85.0,2014
A,ITC32,SCH,9,2,2,2010,5.0,2010
A,ITC32,SCH,9,2,2,2011,5.0,2011
A,ITC32,SCH,9,2,2,2012,5.0,2012
A,ITC32,SCH,9,2,2,2013,5.0,2013
A,ITC32,SCH,9,2,2,2014,5.0,2014
A,ITC32,SCH,9,2,9,2010,93.0,2010
A,ITC32,SCH,9,2,9,2011,94.0,2011
A,ITC32,SCH,9,2,9,2012,93.0,2012
A,ITC32,SCH,9,2,9,2013,90.0,2013
A,ITC32,SCH,9,2,9,2014,90.0,2014
A,ITC32,CLSS,9,2,1,2010,581.0,2010
A,ITC32,CLSS,9,2,1,2011,565.0,2011
A,ITC32,CLSS,9,2,1,2012,566.0,2012
A,ITC32,CLSS,9,2,1,2013,569.0,2013
A,ITC32,CLSS,9,2,1,2014,572.0,2014
A,ITC32,CLSS,9,2,1A,2010,581.0,2010
A,ITC32,CLSS,9,2,1A,2011,565.0,2011
A,ITC32,CLSS,9,2,1A,2012,566.0,2012
A,ITC32,CLSS,9,2,1A,2013,569.0,2013
A,ITC32,CLSS,9,2,1A,2014,572.0,2014
A,ITC32,CLSS,9,2,2,2010,27.0,2010
A,ITC32,CLSS,9,2,2,2011,28.0,2011
A,ITC32,CLSS,9,2,2,2012,29.0,2012
A,ITC32,CLSS,9,2,2,2013,29.0,2013
A,ITC32,CLSS,9,2,2,2014,30.0,2014
A,ITC32,CLSS,9,2,9,2010,608.0,2010
A,ITC32,CLSS,9,2,9,2011,593.0,2011
A,ITC32,CLSS,9,2,9,2012,595.0,2012
A,ITC32,CLSS,9,2,9,2013,598.0,2013
A,ITC32,CLSS,9,2,9,2014,602.0,2014
A,ITC32,ENR,9,2,1,2010,10287.0,2010
A,ITC32,ENR,9,2,1,2011,10392.0,2011
A,ITC32,ENR,9,2,1,2012,10425.0,2012
A,ITC32,ENR,9,2,1,2013,10512.0,2013
A,ITC32,ENR,9,2,1,2014,10514.0,2014
A,ITC32,ENR,9,2,1A,2010,10287.0,2010
A,ITC32,ENR,9,2,1A,2011,10392.0,2011
A,ITC32,ENR,9,2,1A,2012,10425.0,2012
A,ITC32,ENR,9,2,1A,2013,10512.0,2013
A,ITC32,ENR,9,2,1A,2014,10514.0,2014
A,ITC32,ENR,9,2,2,2010,628.0,2010
A,ITC32,ENR,9,2,2,2011,661.0,2011
A,ITC32,ENR,9,2,2,2012,679.0,2012
A,ITC32,ENR,9,2,2,2013,652.0,2013
A,ITC32,ENR,9,2,2,2014,627.0,2014
A,ITC32,ENR,9,2,9,2010,10915.0,2010
A,ITC32,ENR,9,2,9,2011,11053.0,2011
A,ITC32,ENR,9,2,9,2012,11104.0,2012
A,ITC32,ENR,9,2,9,2013,11164.0,2013
A,ITC32,ENR,9,2,9,2014,11141.0,2014
A,ITC32,ENR_F,9,2,1,2010,4974.0,2010
A,ITC32,ENR_F,9,2,1,2011,5042.0,2011
A,ITC32,ENR_F,9,2,1,2012,5029.0,2012
A,ITC32,ENR_F,9,2,1,2013,5060.0,2013
A,ITC32,ENR_F,9,2,1,2014,5018.0,2014
A,ITC32,ENR_F,9,2,1A,2010,4974.0,2010
A,ITC32,ENR_F,9,2,1A,2011,5042.0,2011
A,ITC32,ENR_F,9,2,1A,2012,5029.0,2012
A,ITC32,ENR_F,9,2,1A,2013,5060.0,2013
A,ITC32,ENR_F,9,2,1A,2014,5018.0,2014
A,ITC32,ENR_F,9,2,2,2010,307.0,2010
A,ITC32,ENR_F,9,2,2,2011,330.0,2011
A,ITC32,ENR_F,9,2,2,2012,327.0,2012
A,ITC32,ENR_F,9,2,2,2013,323.0,2013
A,ITC32,ENR_F,9,2,2,2014,318.0,2014
A,ITC32,ENR_F,9,2,9,2010,5281.0,2010
A,ITC32,ENR_F,9,2,9,2011,5372.0,2011
A,ITC32,ENR_F,9,2,9,2012,5356.0,2012
A,ITC32,ENR_F,9,2,9,2013,5383.0,2013
A,ITC32,ENR_F,9,2,9,2014,5336.0,2014
A,ITC32,REP,9,2,1,2010,16.0,2010
A,ITC32,REP,9,2,1,2011,21.0,2011
A,ITC32,REP,9,2,1,2012,17.0,2012
A,ITC32,REP,9,2,1,2013,25.0,2013
A,ITC32,REP,9,2,1,2014,27.0,2014
A,ITC32,REP,9,2,1A,2010,16.0,2010
A,ITC32,REP,9,2,1A,2011,21.0,2011
A,ITC32,REP,9,2,1A,2012,17.0,2012
A,ITC32,REP,9,2,1A,2013,25.0,2013
A,ITC32,REP,9,2,1A,2014,27.0,2014
A,ITC32,REP,9,2,2,2010,0.0,2010
A,ITC32,REP,9,2,2,2011,0.0,2011
A,ITC32,REP,9,2,2,2012,0.0,2012
A,ITC32,REP,9,2,2,2013,0.0,2013
A,ITC32,REP,9,2,2,2014,0.0,2014
A,ITC32,REP,9,2,9,2010,16.0,2010
A,ITC32,REP,9,2,9,2011,21.0,2011
A,ITC32,REP,9,2,9,2012,17.0,2012
A,ITC32,REP,9,2,9,2013,25.0,2013
A,ITC32,REP,9,2,9,2014,27.0,2014
A,ITC32,REP_F,9,2,1,2010,3.0,2010
A,ITC32,REP_F,9,2,1,2011,12.0,2011
A,ITC32,REP_F,9,2,1,2012,2.0,2012
A,ITC32,REP_F,9,2,1,2013,4.0,2013
A,ITC32,REP_F,9,2,1,2014,13.0,2014
A,ITC32,REP_F,9,2,1A,2010,3.0,2010
A,ITC32,REP_F,9,2,1A,2011,12.0,2011
A,ITC32,REP_F,9,2,1A,2012,2.0,2012
A,ITC32,REP_F,9,2,1A,2013,4.0,2013
A,ITC32,REP_F,9,2,1A,2014,13.0,2014
A,ITC32,REP_F,9,2,2,2010,0.0,2010
A,ITC32,REP_F,9,2,2,2011,0.0,2011
A,ITC32,REP_F,9,2,2,2012,0.0,2012
A,ITC32,REP_F,9,2,2,2013,0.0,2013
A,ITC32,REP_F,9,2,2,2014,0.0,2014
A,ITC32,REP_F,9,2,9,2010,3.0,2010
A,ITC32,REP_F,9,2,9,2011,12.0,2011
A,ITC32,REP_F,9,2,9,2012,2.0,2012
A,ITC32,REP_F,9,2,9,2013,4.0,2013
A,ITC32,REP_F,9,2,9,2014,13.0,2014
A,ITC32,FOR_ST,9,2,1,2010,1113.0,2010
A,ITC32,FOR_ST,9,2,1,2011,1141.0,2011
A,ITC32,FOR_ST,9,2,1,2012,1203.0,2012
A,ITC32,FOR_ST,9,2,1,2013,1172.0,2013
A,ITC32,FOR_ST,9,2,1,2014,1156.0,2014
A,ITC32,FOR_ST,9,2,1A,2010,1113.0,2010
A,ITC32,FOR_ST,9,2,1A,2011,1141.0,2011
A,ITC32,FOR_ST,9,2,1A,2012,1203.0,2012
A,ITC32,FOR_ST,9,2,1A,2013,1172.0,2013
A,ITC32,FOR_ST,9,2,1A,2014,1156.0,2014
A,ITC32,FOR_ST,9,2,2,2010,16.0,2010
A,ITC32,FOR_ST,9,2,2,2011,10.0,2011
A,ITC32,FOR_ST,9,2,2,2012,13.0,2012
A,ITC32,FOR_ST,9,2,2,2013,19.0,2013
A,ITC32,FOR_ST,9,2,2,2014,23.0,2014
A,ITC32,FOR_ST,9,2,9,2010,1129.0,2010
A,ITC32,FOR_ST,9,2,9,2011,1151.0,2011
A,ITC32,FOR_ST,9,2,9,2012,1216.0,2012
A,ITC32,FOR_ST,9,2,9,2013,1191.0,2013
A,ITC32,FOR_ST,9,2,9,2014,1179.0,2014
A,ITC32,FOR_ST_F,9,2,1,2010,548.0,2010
A,ITC32,FOR_ST_F,9,2,1,2011,561.0,2011
A,ITC32,FOR_ST_F,9,2,1,2012,596.0,2012
A,ITC32,FOR_ST_F,9,2,1,2013,546.0,2013
A,ITC32,FOR_ST_F,9,2,1,2014,528.0,2014
A,ITC32,FOR_ST_F,9,2,1A,2010,548.0,2010
A,ITC32,FOR_ST_F,9,2,1A,2011,561.0,2011
A,ITC32,FOR_ST_F,9,2,1A,2012,596.0,2012
A,ITC32,FOR_ST_F,9,2,1A,2013,546.0,2013
A,ITC32,FOR_ST_F,9,2,1A,2014,528.0,2014
A,ITC32,FOR_ST_F,9,2,2,2010,9.0,2010
A,ITC32,FOR_ST_F,9,2,2,2011,5.0,2011
A,ITC32,FOR_ST_F,9,2,2,2012,8.0,2012
A,ITC32,FOR_ST_F,9,2,2,2013,10.0,2013
A,ITC32,FOR_ST_F,9,2,2,2014,14.0,2014
A,ITC32,FOR_ST_F,9,2,9,2010,557.0,2010
A,ITC32,FOR_ST_F,9,2,9,2011,566.0,2011
A,ITC32,FOR_ST_F,9,2,9,2012,604.0,2012
A,ITC32,FOR_ST_F,9,2,9,2013,556.0,2013
A,ITC32,FOR_ST_F,9,2,9,2014,542.0,2014
A,ITC33,SCH,9,2,1,2010,195.0,2010
A,ITC33,SCH,9,2,1,2011,191.0,2011
A,ITC33,SCH,9,2,1,2012,191.0,2012
A,ITC33,SCH,9,2,1,2013,193.0,2013
A,ITC33,SCH,9,2,1,2014,193.0,2014
A,ITC33,SCH,9,2,1A,2010,193.0,2010
A,ITC33,SCH,9,2,1A,2011,191.0,2011
A,ITC33,SCH,9,2,1A,2012,191.0,2012
A,ITC33,SCH,9,2,1A,2013,193.0,2013
A,ITC33,SCH,9,2,1A,2014,193.0,2014
A,ITC33,SCH,9,2,1B,2010,2.0,2010
A,ITC33,SCH,9,2,2,2010,33.0,2010
A,ITC33,SCH,9,2,2,2011,35.0,2011
A,ITC33,SCH,9,2,2,2012,35.0,2012
A,ITC33,SCH,9,2,2,2013,35.0,2013
A,ITC33,SCH,9,2,2,2014,35.0,2014
A,ITC33,SCH,9,2,9,2010,228.0,2010
A,ITC33,SCH,9,2,9,2011,226.0,2011
A,ITC33,SCH,9,2,9,2012,226.0,2012
A,ITC33,SCH,9,2,9,2013,228.0,2013
A,ITC33,SCH,9,2,9,2014,228.0,2014
A,ITC33,CLSS,9,2,1,2010,1562.0,2010
A,ITC33,CLSS,9,2,1,2011,1538.0,2011
A,ITC33,CLSS,9,2,1,2012,1515.0,2012
A,ITC33,CLSS,9,2,1,2013,1523.0,2013
A,ITC33,CLSS,9,2,1,2014,1491.0,2014
A,ITC33,CLSS,9,2,1A,2010,1547.0,2010
A,ITC33,CLSS,9,2,1A,2011,1538.0,2011
A,ITC33,CLSS,9,2,1A,2012,1515.0,2012
A,ITC33,CLSS,9,2,1A,2013,1523.0,2013
A,ITC33,CLSS,9,2,1A,2014,1491.0,2014
A,ITC33,CLSS,9,2,1B,2010,15.0,2010
A,ITC33,CLSS,9,2,2,2010,186.0,2010
A,ITC33,CLSS,9,2,2,2011,202.0,2011
A,ITC33,CLSS,9,2,2,2012,204.0,2012
A,ITC33,CLSS,9,2,2,2013,205.0,2013
A,ITC33,CLSS,9,2,2,2014,207.0,2014
A,ITC33,CLSS,9,2,9,2010,1748.0,2010
A,ITC33,CLSS,9,2,9,2011,1740.0,2011
A,ITC33,CLSS,9,2,9,2012,1719.0,2012
A,ITC33,CLSS,9,2,9,2013,1728.0,2013
A,ITC33,CLSS,9,2,9,2014,1698.0,2014
A,ITC33,ENR,9,2,1,2010,29699.0,2010
A,ITC33,ENR,9,2,1,2011,29507.0,2011
A,ITC33,ENR,9,2,1,2012,29649.0,2012
A,ITC33,ENR,9,2,1,2013,29385.0,2013
A,ITC33,ENR,9,2,1,2014,29211.0,2014
A,ITC33,ENR,9,2,1A,2010,29380.0,2010
A,ITC33,ENR,9,2,1A,2011,29507.0,2011
A,ITC33,ENR,9,2,1A,2012,29649.0,2012
A,ITC33,ENR,9,2,1A,2013,29385.0,2013
A,ITC33,ENR,9,2,1A,2014,29211.0,2014
A,ITC33,ENR,9,2,1B,2010,319.0,2010
A,ITC33,ENR,9,2,2,2010,4025.0,2010
A,ITC33,ENR,9,2,2,2011,4370.0,2011
A,ITC33,ENR,9,2,2,2012,4356.0,2012
A,ITC33,ENR,9,2,2,2013,4335.0,2013
A,ITC33,ENR,9,2,2,2014,4164.0,2014
A,ITC33,ENR,9,2,9,2010,33724.0,2010
A,ITC33,ENR,9,2,9,2011,33877.0,2011
A,ITC33,ENR,9,2,9,2012,34005.0,2012
A,ITC33,ENR,9,2,9,2013,33720.0,2013
A,ITC33,ENR,9,2,9,2014,33375.0,2014
A,ITC33,ENR_F,9,2,1,2010,14434.0,2010
A,ITC33,ENR_F,9,2,1,2011,14367.0,2011
A,ITC33,ENR_F,9,2,1,2012,14418.0,2012
A,ITC33,ENR_F,9,2,1,2013,14320.0,2013
A,ITC33,ENR_F,9,2,1,2014,14180.0,2014
A,ITC33,ENR_F,9,2,1A,2010,14281.0,2010
A,ITC33,ENR_F,9,2,1A,2011,14367.0,2011
A,ITC33,ENR_F,9,2,1A,2012,14418.0,2012
A,ITC33,ENR_F,9,2,1A,2013,14320.0,2013
A,ITC33,ENR_F,9,2,1A,2014,14180.0,2014
A,ITC33,ENR_F,9,2,1B,2010,153.0,2010
A,ITC33,ENR_F,9,2,2,2010,1966.0,2010
A,ITC33,ENR_F,9,2,2,2011,2112.0,2011
A,ITC33,ENR_F,9,2,2,2012,2133.0,2012
A,ITC33,ENR_F,9,2,2,2013,2107.0,2013
A,ITC33,ENR_F,9,2,2,2014,2014.0,2014
A,ITC33,ENR_F,9,2,9,2010,16400.0,2010
A,ITC33,ENR_F,9,2,9,2011,16479.0,2011
A,ITC33,ENR_F,9,2,9,2012,16551.0,2012
A,ITC33,ENR_F,9,2,9,2013,16427.0,2013
A,ITC33,ENR_F,9,2,9,2014,16194.0,2014
A,ITC33,REP,9,2,1,2010,30.0,2010
A,ITC33,REP,9,2,1,2011,29.0,2011
A,ITC33,REP,9,2,1,2012,25.0,2012
A,ITC33,REP,9,2,1,2013,35.0,2013
A,ITC33,REP,9,2,1,2014,65.0,2014
A,ITC33,REP,9,2,1A,2010,30.0,2010
A,ITC33,REP,9,2,1A,2011,29.0,2011
A,ITC33,REP,9,2,1A,2012,25.0,2012
A,ITC33,REP,9,2,1A,2013,35.0,2013
A,ITC33,REP,9,2,1A,2014,65.0,2014
A,ITC33,REP,9,2,1B,2010,0.0,2010
A,ITC33,REP,9,2,2,2010,4.0,2010
A,ITC33,REP,9,2,2,2011,5.0,2011
A,ITC33,REP,9,2,2,2012,8.0,2012
A,ITC33,REP,9,2,2,2013,0.0,2013
A,ITC33,REP,9,2,2,2014,1.0,2014
A,ITC33,REP,9,2,9,2010,34.0,2010
A,ITC33,REP,9,2,9,2011,34.0,2011
A,ITC33,REP,9,2,9,2012,33.0,2012
A,ITC33,REP,9,2,9,2013,35.0,2013
A,ITC33,REP,9,2,9,2014,66.0,2014
A,ITC33,REP_F,9,2,1,2010,15.0,2010
A,ITC33,REP_F,9,2,1,2011,6.0,2011
A,ITC33,REP_F,9,2,1,2012,8.0,2012
A,ITC33,REP_F,9,2,1,2013,8.0,2013
A,ITC33,REP_F,9,2,1,2014,22.0,2014
A,ITC33,REP_F,9,2,1A,2010,15.0,2010
A,ITC33,REP_F,9,2,1A,2011,6.0,2011
A,ITC33,REP_F,9,2,1A,2012,8.0,2012
A,ITC33,REP_F,9,2,1A,2013,8.0,2013
A,ITC33,REP_F,9,2,1A,2014,22.0,2014
A,ITC33,REP_F,9,2,1B,2010,0.0,2010
A,ITC33,REP_F,9,2,2,2010,1.0,2010
A,ITC33,REP_F,9,2,2,2011,0.0,2011
A,ITC33,REP_F,9,2,2,2012,0.0,2012
A,ITC33,REP_F,9,2,2,2013,0.0,2013
A,ITC33,REP_F,9,2,2,2014,0.0,2014
A,ITC33,REP_F,9,2,9,2010,16.0,2010
A,ITC33,REP_F,9,2,9,2011,6.0,2011
A,ITC33,REP_F,9,2,9,2012,8.0,2012
A,ITC33,REP_F,9,2,9,2013,8.0,2013
A,ITC33,REP_F,9,2,9,2014,22.0,2014
A,ITC33,FOR_ST,9,2,1,2010,3369.0,2010
A,ITC33,FOR_ST,9,2,1,2011,3610.0,2011
A,ITC33,FOR_ST,9,2,1,2012,3739.0,2012
A,ITC33,FOR_ST,9,2,1,2013,3691.0,2013
A,ITC33,FOR_ST,9,2,1,2014,3796.0,2014
A,ITC33,FOR_ST,9,2,1A,2010,3353.0,2010
A,ITC33,FOR_ST,9,2,1A,2011,3610.0,2011
A,ITC33,FOR_ST,9,2,1A,2012,3739.0,2012
A,ITC33,FOR_ST,9,2,1A,2013,3691.0,2013
A,ITC33,FOR_ST,9,2,1A,2014,3796.0,2014
A,ITC33,FOR_ST,9,2,1B,2010,16.0,2010
A,ITC33,FOR_ST,9,2,2,2010,113.0,2010
A,ITC33,FOR_ST,9,2,2,2011,148.0,2011
A,ITC33,FOR_ST,9,2,2,2012,140.0,2012
A,ITC33,FOR_ST,9,2,2,2013,153.0,2013
A,ITC33,FOR_ST,9,2,2,2014,126.0,2014
A,ITC33,FOR_ST,9,2,9,2010,3482.0,2010
A,ITC33,FOR_ST,9,2,9,2011,3758.0,2011
A,ITC33,FOR_ST,9,2,9,2012,3879.0,2012
A,ITC33,FOR_ST,9,2,9,2013,3844.0,2013
A,ITC33,FOR_ST,9,2,9,2014,3922.0,2014
A,ITC33,FOR_ST_F,9,2,1,2010,1607.0,2010
A,ITC33,FOR_ST_F,9,2,1,2011,1735.0,2011
A,ITC33,FOR_ST_F,9,2,1,2012,1774.0,2012
A,ITC33,FOR_ST_F,9,2,1,2013,1809.0,2013
A,ITC33,FOR_ST_F,9,2,1,2014,1859.0,2014
A,ITC33,FOR_ST_F,9,2,1A,2010,1601.0,2010
A,ITC33,FOR_ST_F,9,2,1A,2011,1735.0,2011
A,ITC33,FOR_ST_F,9,2,1A,2012,1774.0,2012
