DATA;COD_Ateneo;NOME_ATENEO;CODICE_STRUTTURA;DESCRIZIONE_STRUTTURA;NUMERO_STRUTTURE;POSTI_DISPONIBILI
01/11/2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);1;152
01/11/2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;20
01/11/2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;10
01/11/2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05803;Roma - Libera Università Maria SS.Assunta (LUMSA);03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;01 ;Mense;3;732
01/11/2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;02 ;Residenze direttamente gestite dall'istituto (*);6;524
01/11/2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;506
01/11/2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;18
01/11/2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);8;162
01/11/2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;162
01/11/2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05805;Roma - Luiss Libera Università internazionale degli studi sociali Guido Carli;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05806;"Roma - Università degli studi del ""Foro Italico""";01 ;Mense;0;0
01/11/2024;05806;"Roma - Università degli studi del ""Foro Italico""";02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;05806;"Roma - Università degli studi del ""Foro Italico""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;05806;"Roma - Università degli studi del ""Foro Italico""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;05806;"Roma - Università degli studi del ""Foro Italico""";02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05806;"Roma - Università degli studi del ""Foro Italico""";02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05806;"Roma - Università degli studi del ""Foro Italico""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;05806;"Roma - Università degli studi del ""Foro Italico""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;05806;"Roma - Università degli studi del ""Foro Italico""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;05806;"Roma - Università degli studi del ""Foro Italico""";03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05806;"Roma - Università degli studi del ""Foro Italico""";03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05807;Roma - III Università degli studi;01 ;Mense;0;0
01/11/2024;05807;Roma - III Università degli studi;02 ;Residenze direttamente gestite dall'istituto (*);1;27
01/11/2024;05807;Roma - III Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;05807;Roma - III Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;05807;Roma - III Università degli studi;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05807;Roma - III Università degli studi;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05807;Roma - III Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;05807;Roma - III Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;05807;Roma - III Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;05807;Roma - III Università degli studi;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05807;Roma - III Università degli studi;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05808;"Roma - Università ""Campus Bio-Medico""";01 ;Mense;3;803
01/11/2024;05808;"Roma - Università ""Campus Bio-Medico""";02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;05808;"Roma - Università ""Campus Bio-Medico""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;05808;"Roma - Università ""Campus Bio-Medico""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;05808;"Roma - Università ""Campus Bio-Medico""";02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05808;"Roma - Università ""Campus Bio-Medico""";02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05808;"Roma - Università ""Campus Bio-Medico""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);3;21
01/11/2024;05808;"Roma - Università ""Campus Bio-Medico""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;05808;"Roma - Università ""Campus Bio-Medico""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;05808;"Roma - Università ""Campus Bio-Medico""";03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05808;"Roma - Università ""Campus Bio-Medico""";03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05809;Roma - Università degli Studi Internazionali – UNINT;01 ;Mense;0;0
01/11/2024;05809;Roma - Università degli Studi Internazionali – UNINT;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;05809;Roma - Università degli Studi Internazionali – UNINT;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;05809;Roma - Università degli Studi Internazionali – UNINT;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;05809;Roma - Università degli Studi Internazionali – UNINT;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05809;Roma - Università degli Studi Internazionali – UNINT;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05809;Roma - Università degli Studi Internazionali – UNINT;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;05809;Roma - Università degli Studi Internazionali – UNINT;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;05809;Roma - Università degli Studi Internazionali – UNINT;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;05809;Roma - Università degli Studi Internazionali – UNINT;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05809;Roma - Università degli Studi Internazionali – UNINT;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";01 ;Mense;0;0
01/11/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05810;"Roma - Università telematica ""Guglielmo Marconi""";03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";01 ;Mense;0;0
01/11/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05811;"Roma - Università telematica ""Unitelma Sapienza""";03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05812;Roma - Università Europea;01 ;Mense;1;120
01/11/2024;05812;Roma - Università Europea;02 ;Residenze direttamente gestite dall'istituto (*);1;99
01/11/2024;05812;Roma - Università Europea;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;90
01/11/2024;05812;Roma - Università Europea;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;9
01/11/2024;05812;Roma - Università Europea;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05812;Roma - Università Europea;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05812;Roma - Università Europea;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;05812;Roma - Università Europea;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;05812;Roma - Università Europea;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;05812;Roma - Università Europea;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05812;Roma - Università Europea;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";01 ;Mense;0;0
01/11/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05813;"Roma - Università telematica internazionale ""UNINETTUNO""";03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05814;Roma - Universitas telematica Mercatorum;01 ;Mense;0;0
01/11/2024;05814;Roma - Universitas telematica Mercatorum;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;05814;Roma - Universitas telematica Mercatorum;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;05814;Roma - Universitas telematica Mercatorum;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;05814;Roma - Universitas telematica Mercatorum;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05814;Roma - Universitas telematica Mercatorum;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05814;Roma - Universitas telematica Mercatorum;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;05814;Roma - Universitas telematica Mercatorum;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;05814;Roma - Universitas telematica Mercatorum;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;05814;Roma - Universitas telematica Mercatorum;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05814;Roma - Universitas telematica Mercatorum;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);01 ;Mense;0;0
01/11/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05815;Roma - Università telematica Niccolò Cusano (già UNISU);03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";01 ;Mense;0;0
01/11/2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05816;"Roma - Università telematica ""San Raffaele"" - già ""UNITEL""";03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05817;Roma - Link Campus University;01 ;Mense;0;0
01/11/2024;05817;Roma - Link Campus University;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;05817;Roma - Link Campus University;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;05817;Roma - Link Campus University;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;05817;Roma - Link Campus University;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05817;Roma - Link Campus University;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05817;Roma - Link Campus University;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;05817;Roma - Link Campus University;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;05817;Roma - Link Campus University;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;05817;Roma - Link Campus University;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05817;Roma - Link Campus University;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05818;Roma - Saint Camillus International;01 ;Mense;0;0
01/11/2024;05818;Roma - Saint Camillus International;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;05818;Roma - Saint Camillus International;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;05818;Roma - Saint Camillus International;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;05818;Roma - Saint Camillus International;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;05818;Roma - Saint Camillus International;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;05818;Roma - Saint Camillus International;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;05818;Roma - Saint Camillus International;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
