STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PAY_PERIOD,Pay period,PRICE_BASE,Price base,AGGREGATION_OPERATION,Aggregation operation,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1975,,20.73370455,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1976,,19.98509193,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1977,,19.86065508,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1978,,21.02466492,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1979,,21.47479428,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1980,,22.11269792,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1981,,21.51277014,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1982,,26.91354315,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1983,,23.43454229,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1984,,22.45105149,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1985,,21.11064602,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1986,,20.74386247,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1987,,20.99568536,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1988,,21.09530938,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1989,,20.53087875,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1990,,20.88376487,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1991,,19.44211158,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1992,,18.24587664,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1993,,16.94923207,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1994,,17.38235591,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1995,,17.40885384,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1997,,15.70694861,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1998,,15.54341702,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,1999,,17.83153077,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2000,,19.50490934,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2001,,18.18241942,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2002,,17.9978946,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2003,,18.83846973,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2004,,18.89628359,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2005,,20.00782141,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2006,,19.18771026,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2007,,20.09216008,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2008,,21.15045277,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2009,,18.68062875,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2010,,19.64365756,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2011,,20.64207022,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2012,,21.53058188,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2013,,20.56986623,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2014,,17.84503993,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2015,,19.13968282,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2016,,19.14873522,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2017,,17.9365334,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2018,,18.9287627,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2019,,19.79096018,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2020,,21.24882623,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2021,,20.94939859,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2022,,18.98532926,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2023,,19.6320714,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUS,Australia,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2024,,22.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2004,,28.94762631,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2005,,28.7036103,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2006,,29.067754,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2007,,29.41323579,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2008,,28.6528612,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2009,,27.87876237,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2010,,27.93727759,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2011,,27.12562563,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2012,,26.74064285,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2013,,26.30658877,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2014,,26.01697979,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2015,,25.59628452,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2016,,24.35730965,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2017,,23.90845785,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2018,,23.45646526,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2019,,23.09393842,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2020,,22.55736036,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2021,,22.70891293,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2022,,21.74,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,AUT,Austria,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2023,,21.18389536,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,BEL,Belgium,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2004,,13.3,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,BEL,Belgium,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2005,,12.49625113,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,BEL,Belgium,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2006,,11.80236047,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,BEL,Belgium,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2007,,10.89891011,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,BEL,Belgium,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2008,,8.3,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,BEL,Belgium,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2009,,7,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,BEL,Belgium,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2010,,7.700770077,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,BEL,Belgium,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2011,,9.4,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,BEL,Belgium,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2012,,11.2,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,BEL,Belgium,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2013,,7.299833961,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,BEL,Belgium,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2014,,4.7,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,BEL,Belgium,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2015,,6.4,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,BEL,Belgium,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2016,,5.4,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@PAY_INCIDENCE(1.0),Incidence of low and high pay,I,BEL,Belgium,LP_I,Low pay incidence,PT_EMP_FT,Percentage of full-time employment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,F,Female,2017,,7.1,,,,A,Normal value,0,Units,1,One
