antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'LINGUISTICO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'CLASSICO', 'SISTEMI INFORMATIVI AZIENDALI', 'SCIENTIFICO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.15988372093023256,0.4571220930232558,0.15988372093023256,1.0,2.1875993640699525,1.0,0.08679733977825853,inf,0.6461937716262977,0.34976152623211443,1.0,0.6748807631160573
"frozenset({'SCIENTIFICO', 'RELAZIONI INTERNAZIONALI PER IL MARKETING'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.17005813953488372,0.4571220930232558,0.17005813953488372,1.0,2.1875993640699525,1.0,0.0923208068550568,inf,0.6541155866900176,0.37201907790143085,1.0,0.6860095389507155
"frozenset({'RELAZIONI INTERNAZIONALI PER IL MARKETING', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.16279069767441862,0.4571220930232558,0.16279069767441862,1.0,2.1875993640699525,1.0,0.08837547322877232,inf,0.6484375,0.356120826709062,1.0,0.678060413354531
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'RELAZIONI INTERNAZIONALI PER IL MARKETING'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.16351744186046513,0.4571220930232558,0.16351744186046513,1.0,2.1875993640699525,1.0,0.08877000659140077,inf,0.6490008688097307,0.3577106518282989,1.0,0.6788553259141494
"frozenset({'LINGUISTICO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'SISTEMI INFORMATIVI AZIENDALI', 'CLASSICO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.16569767441860464,0.4571220930232558,0.16569767441860464,1.0,2.1875993640699525,1.0,0.0899536066792861,inf,0.6506968641114983,0.3624801271860095,1.0,0.6812400635930047
"frozenset({'CLASSICO', 'SCIENZE UMANE - OPZ. ECONOMICO SOCIALE', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'SCIENTIFICO'}),0.15261627906976744,0.5748546511627907,0.15261627906976744,1.0,1.7395701643489254,1.0,0.06488410120335317,inf,0.5017152658662093,0.2654867256637168,1.0,0.6327433628318584
"frozenset({'LINGUISTICO', 'RELAZIONI INTERNAZIONALI PER IL MARKETING'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.15479651162790697,0.4571220930232558,0.15479651162790697,1.0,2.1875993640699525,1.0,0.08403560623985938,inf,0.6423043852106621,0.3386327503974563,1.0,0.6693163751987281
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'SCIENZE UMANE', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.1744186046511628,0.4571220930232558,0.1744186046511628,1.0,2.1875993640699525,1.0,0.09468800703082748,inf,0.6575704225352113,0.3815580286168522,1.0,0.690779014308426
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'SCIENZE UMANE', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.15261627906976744,0.4571220930232558,0.15261627906976744,1.0,2.1875993640699525,1.0,0.08285200615197404,inf,0.6406518010291595,0.33386327503974567,1.0,0.6669316375198728
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'SCIENTIFICO', 'SCIENZE UMANE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.16424418604651161,0.4571220930232558,0.16424418604651161,1.0,2.1875993640699525,1.0,0.0891645399540292,inf,0.6495652173913044,0.35930047694753575,1.0,0.6796502384737679
"frozenset({'MECC. MECCATRON. ENER. - BIENNIO COMUNE', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.15188953488372092,0.4571220930232558,0.15188953488372092,1.0,2.1875993640699525,1.0,0.08245747278934559,inf,0.6401028277634961,0.3322734499205087,1.0,0.6661367249602543
"frozenset({'LINGUISTICO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'SISTEMI INFORMATIVI AZIENDALI', 'SCIENZE UMANE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.16279069767441862,0.4571220930232558,0.16279069767441862,1.0,2.1875993640699525,1.0,0.08837547322877232,inf,0.6484375,0.356120826709062,1.0,0.678060413354531
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO', 'COSTR., AMB. E TERRITORIO - BIENNIO COM.'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.1555232558139535,0.4571220930232558,0.1555232558139535,1.0,2.1875993640699525,1.0,0.08443013960248784,inf,0.6428571428571428,0.3402225755166932,1.0,0.6701112877583466
"frozenset({'RELAZIONI INTERNAZIONALI PER IL MARKETING', 'SCIENTIFICO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.1613372093023256,0.4571220930232558,0.1613372093023256,1.0,2.1875993640699525,1.0,0.08758640650351542,inf,0.6473136915077989,0.3529411764705883,1.0,0.6764705882352942
"frozenset({'RELAZIONI INTERNAZIONALI PER IL MARKETING', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.15479651162790697,0.4571220930232558,0.15479651162790697,1.0,2.1875993640699525,1.0,0.08403560623985938,inf,0.6423043852106621,0.3386327503974563,1.0,0.6693163751987281
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'RELAZIONI INTERNAZIONALI PER IL MARKETING', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.15261627906976744,0.4571220930232558,0.15261627906976744,1.0,2.1875993640699525,1.0,0.08285200615197404,inf,0.6406518010291595,0.33386327503974567,1.0,0.6669316375198728
"frozenset({'RELAZIONI INTERNAZIONALI PER IL MARKETING', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.19186046511627908,0.4571220930232558,0.19186046511627908,1.0,2.1875993640699525,1.0,0.10415680773391023,inf,0.6717625899280576,0.4197138314785374,1.0,0.7098569157392687
frozenset({'RELAZIONI INTERNAZIONALI PER IL MARKETING'}),frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.21075581395348839,0.4571220930232558,0.21075581395348839,1.0,2.1875993640699525,1.0,0.11441467516224987,inf,0.6878453038674034,0.4610492845786964,1.0,0.7305246422893482
"frozenset({'ELETTR. ED ELETTROTEC.- BIENNIO COMUNE', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.15625,0.4571220930232558,0.15625,1.0,2.1875993640699525,1.0,0.08482467296511628,inf,0.6434108527131783,0.34181240063593005,1.0,0.670906200317965
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'COSTR., AMB. E TERRITORIO - BIENNIO COM.'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.15915697674418605,0.4571220930232558,0.15915697674418605,1.0,2.1875993640699525,1.0,0.08640280641563007,inf,0.6456352636127917,0.3481717011128776,1.0,0.6740858505564388
"frozenset({'LINGUISTICO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'SCIENZE UMANE', 'SISTEMI INFORMATIVI AZIENDALI', 'SCIENTIFICO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.1555232558139535,0.4571220930232558,0.1555232558139535,1.0,2.1875993640699525,1.0,0.08443013960248784,inf,0.6428571428571428,0.3402225755166932,1.0,0.6701112877583466
"frozenset({'LINGUISTICO', 'SISTEMI INFORMATIVI AZIENDALI', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.20276162790697674,0.4571220930232558,0.20203488372093023,0.996415770609319,2.1797585061342177,1.0,0.10934806398729043,151.4629360465102,0.678885515106602,0.4412698412698413,0.9933977247100708,0.7191935768785863
"frozenset({'LINGUISTICO', 'SISTEMI INFORMATIVI AZIENDALI', 'SCIENTIFICO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.19186046511627908,0.4571220930232558,0.19113372093023256,0.9962121212121212,2.179313002842415,1.0,0.10343006354786372,143.3197674418606,0.6696118390458736,0.4174603174603175,0.993022595432234,0.7071680637857108
"frozenset({'LINGUISTICO', 'SISTEMI INFORMATIVI AZIENDALI', 'CLASSICO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.18604651162790697,0.4571220930232558,0.18531976744186046,0.99609375,2.179054054054054,1.0,0.10027379664683612,138.97674418604652,0.6647619047619047,0.40476190476190477,0.9928045515394913,0.7007495777027027
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'CLASSICO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.1816860465116279,0.4571220930232558,0.18095930232558138,0.996,2.1788489666136726,1.0,0.09790659647106544,135.71947674418593,0.6611668699665447,0.3952380952380952,0.9926318607764391,0.6959332273449921
"frozenset({'LINGUISTICO', 'SISTEMI INFORMATIVI AZIENDALI', 'SCIENTIFICO', 'CLASSICO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.17950581395348839,0.4571220930232558,0.17877906976744187,0.9959514170040485,2.1787426864826247,1.0,0.0967229963831801,134.09084302325456,0.6593827187164697,0.3904761904761905,0.9925423692069221,0.693524198168161
"frozenset({'ELETTR. ED ELETTROTEC.- BIENNIO COMUNE', 'INFORMATICA'})",frozenset({'INFOR. TELECOM. - BIENNIO COMUNE'}),0.17877906976744187,0.28125,0.17805232558139536,0.9959349593495935,3.5411020776874436,1.0,0.12777071220930233,176.81250000000145,0.873823370055987,0.6314432989690724,0.9943442912689997,0.8145049473750552
"frozenset({'LINGUISTICO', 'SISTEMI INFORMATIVI AZIENDALI', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.17877906976744187,0.4571220930232558,0.17805232558139536,0.9959349593495935,2.1787066837282048,1.0,0.09632846302055166,133.54796511628018,0.6587899584612605,0.38888888888888895,0.9925120536345926,0.6927210567813151
"frozenset({'LINGUISTICO', 'CLASSICO', 'SCIENZE UMANE', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'SCIENTIFICO'}),0.17732558139534885,0.5748546511627907,0.17659883720930233,0.9959016393442622,1.7324407784294626,1.0,0.07466240197404003,103.73546511627755,0.5139088833631433,0.3068181818181819,0.990360095278128,0.6515538538061387
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO', 'COSTR., AMB. E TERRITORIO - BIENNIO COM.'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.17587209302325582,0.4571220930232558,0.1751453488372093,0.9958677685950413,2.178559697276275,1.0,0.09475032957003786,131.37645348837253,0.6564286080192027,0.3825396825396826,0.9923882859260734,0.6895078111655653
"frozenset({'LINGUISTICO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'SISTEMI INFORMATIVI AZIENDALI', 'SCIENTIFICO', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.17369186046511628,0.4571220930232558,0.17296511627906977,0.99581589958159,2.178446228655434,1.0,0.09356672948215251,129.74781976744325,0.6546676718180676,0.37777777777777777,0.9922927413979489,0.6870971389799843
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'SCIENTIFICO', 'CLASSICO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.17078488372093023,0.4571220930232558,0.17005813953488372,0.9957446808510638,2.178290430605825,1.0,0.09198859603163873,127.5763081395347,0.6523330112287169,0.3714285714285714,0.9921615540174884,0.6838818793762473
"frozenset({'ELETTR. ED ELETTROTEC.- BIENNIO COMUNE', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.17005813953488372,0.4571220930232558,0.1693313953488372,0.9957264957264957,2.178250648838884,1.0,0.09159406266901028,127.0334302325586,0.6517516893034583,0.3698412698412699,0.9921280563850845,0.6830778742543449
"frozenset({'LINGUISTICO', 'SISTEMI INFORMATIVI AZIENDALI', 'CLASSICO', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.16424418604651161,0.4571220930232558,0.16351744186046513,0.9955752212389383,2.1779197208661034,1.0,0.08843779576798272,122.69040697675015,0.6471342995169083,0.3571428571428572,0.9918494035137605,0.6766429365336186
"frozenset({'LINGUISTICO', 'CLASSICO', 'SISTEMI INFORMATIVI AZIENDALI', 'SCIENTIFICO', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.1613372093023256,0.4571220930232558,0.16061046511627908,0.9954954954954955,2.177745312880448,1.0,0.0868596623174689,120.51889534883844,0.6448473536861751,0.3507936507936509,0.9917025459194134,0.6734234234234234
"frozenset({'MECC. MECCATRON. ENER. - BIENNIO COMUNE', 'INFORMATICA'})",frozenset({'INFOR. TELECOM. - BIENNIO COMUNE'}),0.1613372093023256,0.28125,0.16061046511627908,0.9954954954954955,3.5395395395395397,1.0,0.115234375,159.56250000000162,0.855501619391924,0.5695876288659794,0.9937328632980807,0.7832774635100217
"frozenset({'COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO', 'SISTEMI INFORMATIVI AZIENDALI', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.16061046511627908,0.4571220930232558,0.15988372093023256,0.995475113122172,2.177700724413527,1.0,0.08646512895484046,119.97601744186089,0.6442778433687525,0.34920634920634924,0.9916650008783248,0.6726183196771433
"frozenset({'ELETTR. ED ELETTROTEC.- BIENNIO COMUNE', 'SCIENTIFICO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.15770348837209303,0.4571220930232558,0.1569767441860465,0.9953917050691244,2.1775182610097223,1.0,0.08488699550432667,117.80450581395401,0.6420085961716678,0.34285714285714286,0.9915113603415198,0.6693969654121457
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'CLASSICO', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.15770348837209303,0.4571220930232558,0.1569767441860465,0.9953917050691244,2.1775182610097223,1.0,0.08488699550432667,117.80450581395401,0.6420085961716678,0.34285714285714286,0.9915113603415198,0.6693969654121457
"frozenset({'ELETTR. ED ELETTROTEC.- BIENNIO COMUNE', 'INFORMATICA', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'INFOR. TELECOM. - BIENNIO COMUNE'}),0.15770348837209303,0.28125,0.1569767441860465,0.9953917050691244,3.5391705069124426,1.0,0.11262263808139535,155.96875000000068,0.8517759562841529,0.5567010309278351,0.9935884592266079,0.7767656199764227
"frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE', 'SCIENZE UMANE', 'CLASSICO', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'SCIENTIFICO'}),0.15625,0.5748546511627907,0.1555232558139535,0.9953488372093023,1.731479140328698,1.0,0.06570221656976745,91.40625000000028,0.5006922810661129,0.2702020202020202,0.9890598290598291,0.6329462264428307
"frozenset({'COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'CLASSICO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.1555232558139535,0.4571220930232558,0.15479651162790697,0.9953271028037383,2.1773769371350458,1.0,0.08370339541644133,116.17587209302187,0.640315790324275,0.33809523809523817,0.991392360720139,0.6669799266005972
"frozenset({'CHIM. MATER. BIOTECN. - BIENNIO COMUNE', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.15479651162790697,0.4571220930232558,0.15406976744186046,0.9953051643192489,2.1773289445203283,1.0,0.08330886205381287,115.63299418604758,0.6397532406430992,0.33650793650793653,0.9913519492681211,0.6661740447987341
"frozenset({'LINGUISTICO', 'CLASSICO', 'SCIENZE UMANE', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE', 'AMM. FINAN. MARKETING - BIENNIO COMUNE'})",frozenset({'SCIENTIFICO'}),0.15479651162790697,0.5748546511627907,0.15406976744186046,0.9953051643192489,1.73140316827217,1.0,0.06508427274878313,90.55595930232643,0.49980126218790055,0.26767676767676774,0.9889571044500624,0.6316601674946434
"frozenset({'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'CLASSICO', 'SISTEMI INFORMATIVI AZIENDALI', 'SCIENTIFICO', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.15406976744186046,0.4571220930232558,0.15334302325581395,0.9952830188679245,2.177280499145094,1.0,0.08291432869118442,115.09011627906844,0.6391915441116596,0.3349206349206349,0.9913111565759893,0.6653680595134535
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'SCIENTIFICO', 'COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO', 'COSTR., AMB. E TERRITORIO - BIENNIO COM.'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.15406976744186046,0.4571220930232558,0.15334302325581395,0.9952830188679245,2.177280499145094,1.0,0.08291432869118442,115.09011627906844,0.6391915441116596,0.3349206349206349,0.9913111565759893,0.6653680595134535
"frozenset({'LINGUISTICO', 'SISTEMI INFORMATIVI AZIENDALI', 'CLASSICO', 'SCIENZE UMANE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.15334302325581395,0.4571220930232558,0.15261627906976744,0.995260663507109,2.1772315945719902,1.0,0.08251979532855598,114.54723837209184,0.6386306969139588,0.3333333333333333,0.9912699772232689,0.6645619692734273
"frozenset({'CLASSICO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'COSTR., AMB. E TERRITORIO - BIENNIO COM.'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.15334302325581395,0.4571220930232558,0.15261627906976744,0.995260663507109,2.1772315945719902,1.0,0.08251979532855598,114.54723837209184,0.6386306969139588,0.3333333333333333,0.9912699772232689,0.6645619692734273
"frozenset({'ELETTR. ED ELETTROTEC.- BIENNIO COMUNE', 'INFORMATICA', 'SCIENTIFICO'})",frozenset({'INFOR. TELECOM. - BIENNIO COMUNE'}),0.15261627906976744,0.28125,0.15188953488372092,0.9952380952380953,3.538624338624339,1.0,0.10896620639534883,150.93750000000054,0.8466109136868367,0.538659793814433,0.9933747412008281,0.7676448874123293
"frozenset({'MECC. MECCATRON. ENER. - BIENNIO COMUNE', 'MECCANICA E MECCATRONICA', 'INFORMATICA'})",frozenset({'INFOR. TELECOM. - BIENNIO COMUNE'}),0.15261627906976744,0.28125,0.15188953488372092,0.9952380952380953,3.538624338624339,1.0,0.10896620639534883,150.93750000000054,0.8466109136868367,0.538659793814433,0.9933747412008281,0.7676448874123293
"frozenset({'LINGUISTICO', 'TURISMO', 'SISTEMI INFORMATIVI AZIENDALI', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.1511627906976744,0.4571220930232558,0.1504360465116279,0.9951923076923077,2.177082059435001,1.0,0.08133619524067064,112.9186046511632,0.6369532128912714,0.3285714285714285,0.9911440634332201,0.6621430536871713
"frozenset({'LINGUISTICO', 'TURISMO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'CLASSICO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.1511627906976744,0.4571220930232558,0.1504360465116279,0.9951923076923077,2.177082059435001,1.0,0.08133619524067064,112.9186046511632,0.6369532128912714,0.3285714285714285,0.9911440634332201,0.6621430536871713
"frozenset({'LINGUISTICO', 'SISTEMI INFORMATIVI AZIENDALI', 'COSTR., AMB. E TERRITORIO - BIENNIO COM.'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.1511627906976744,0.4571220930232558,0.1504360465116279,0.9951923076923077,2.177082059435001,1.0,0.08133619524067064,112.9186046511632,0.6369532128912714,0.3285714285714285,0.9911440634332201,0.6621430536871713
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.26453488372093026,0.4571220930232558,0.26308139534883723,0.9945054945054945,2.1755795873442936,1.0,0.142156655624662,98.8037790697678,0.7347083615399734,0.5736925515055469,0.9898789296379659,0.7850110938346233
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'SCIENTIFICO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.22165697674418605,0.4571220930232558,0.22020348837209303,0.9934426229508196,2.1732544502071987,1.0,0.11887918722958356,82.78888081395311,0.6936024134626347,0.48019017432646594,0.987921083240064,0.7375798170397978
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.20930232558139536,0.4571220930232558,0.20784883720930233,0.9930555555555556,2.1724077018194667,1.0,0.11217212006489995,78.17441860465145,0.682538050185109,0.45324881141045964,0.9872080916257624,0.7238727698286522
"frozenset({'COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'COSTR., AMB. E TERRITORIO - BIENNIO COM.'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.19840116279069767,0.4571220930232558,0.19694767441860464,0.9926739926739927,2.171572995102407,1.0,0.10625411962547322,74.10283430232585,0.6730352978960433,0.4294770206022187,0.9865052395172877,0.7117582999935941
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'SCIENTIFICO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.19694767441860464,0.4571220930232558,0.19549418604651161,0.992619926199262,2.1714547193166687,1.0,0.10546505290021634,73.55995639534873,0.6717859005197733,0.42630744849445323,0.986405647189002,0.7101414416369919
"frozenset({'INFORMATICA', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'INFOR. TELECOM. - BIENNIO COMUNE'}),0.18531976744186046,0.28125,0.18386627906976744,0.9921568627450981,3.527668845315904,1.0,0.13174509447674418,91.64062500000033,0.8795189219111959,0.6503856041131105,0.9890878090366582,0.822951816385469
"frozenset({'LINGUISTICO', 'INFORMATICA'})",frozenset({'INFOR. TELECOM. - BIENNIO COMUNE'}),0.18386627906976744,0.28125,0.1824127906976744,0.992094861660079,3.527448397013614,1.0,0.1307003997093023,90.92187499999925,0.8779308411944384,0.6452442159383033,0.9890015466575012,0.820336836514794
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'TURISMO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.18313953488372092,0.4571220930232558,0.1816860465116279,0.9920634920634921,2.1702374643551114,1.0,0.09796891901027582,68.40261627907002,0.6601138790035588,0.39619651347068147,0.9853806761437284,0.6947598859363565
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.1824127906976744,0.4571220930232558,0.18095930232558138,0.9920318725099602,2.170168293439913,1.0,0.09757438564764738,68.13117732558146,0.6595091477019189,0.3946117274167987,0.9853224318255759,0.6939491635999722
"frozenset({'SISTEMI INFORMATIVI AZIENDALI', 'COSTR., AMB. E TERRITORIO - BIENNIO COM.'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.1816860465116279,0.4571220930232558,0.18023255813953487,0.992,2.1700985691573926,1.0,0.09717985228501892,67.85973837209296,0.6589053457858247,0.393026941362916,0.9852637215528781,0.6931383147853736
"frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE', 'INFORMATICA', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO'})",frozenset({'INFOR. TELECOM. - BIENNIO COMUNE'}),0.1816860465116279,0.28125,0.18023255813953487,0.992,3.527111111111111,1.0,0.12913335755813954,89.84374999999991,0.8755586432132012,0.6375321336760925,0.9888695652173913,0.8164134366925064
"frozenset({'LINGUISTICO', 'SISTEMI INFORMATIVI AZIENDALI', 'SCIENZE UMANE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.18095930232558138,0.4571220930232558,0.17950581395348839,0.9919678714859439,2.170028284840475,1.0,0.0967853189223905,67.58829941860569,0.6583024690249274,0.3914421553090334,0.9852045397117253,0.6923273379687271
"frozenset({'LINGUISTICO', 'AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO', 'CLASSICO', 'SCIENTIFICO - OPZIONE SCIENZE APPLICATE'})",frozenset({'AMM. FINAN. MARKETING - BIENNIO COMUNE'}),0.17587209302325582,0.4571220930232558,0.1744186046511628,0.9917355371900827,2.1695200304825977,1.0,0.09402358538399135,65.68822674418627,0.6541078777189888,0.3803486529318542,0.984776571852147,0.6866467829034675
