DATAFLOW,LAST UPDATE,freq,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FI,2016,20.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FI,2017,20.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FI,2018,17.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FI,2019,17.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FI,2020,21.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FI,2021,17.1,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FI,2022,14.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FI,2023,16.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FI,2024,18.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FI,2025,21.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2005,22.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2006,23.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2007,20.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2008,20.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2009,25.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2010,24.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2011,24.1,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2012,25.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2013,26.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2014,25.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2015,26.1,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2016,26.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2017,23.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2018,22.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2019,20.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2020,21.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2021,18.9,d,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2022,17.3,d,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2023,17.2,d,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2024,18.7,d,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,FR,2025,19.7,d,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2009,24.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2010,33.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2011,36.1,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2012,42.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2013,50.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2014,45.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2015,42.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2016,30.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2017,27.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2018,23.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2019,16.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2020,20.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2021,21.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2022,17.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2023,18.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2024,16.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HR,2025,18.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2009,25.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2010,25.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2011,25.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2012,27.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2013,26.1,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2014,20.1,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2015,17.1,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2016,12.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2017,10.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2018,9.9,b,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2019,11.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2020,12.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2021,13.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2022,10.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2023,12.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2024,15.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,HU,2025,13.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2009,24.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2010,28.1,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2011,29.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2012,30.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2013,26.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2014,23.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2015,20.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2016,16.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2017,14.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2018,13.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2019,12.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2020,15.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2021,14.6,b,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2022,10.1,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2023,10.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2024,10.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IE,2025,11.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2009,25.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2010,28.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2011,29.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2012,35.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2013,40.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2014,42.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2015,40.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2016,37.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2017,34.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2018,32.2,b,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2019,29.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2020,29.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2021,29.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2022,23.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2023,22.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2024,20.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,IT,2025,20.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2009,29.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2010,35.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2011,32.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2012,26.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2013,21.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2014,19.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2015,16.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2016,14.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2017,13.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2018,11.1,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2019,11.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2020,19.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2021,14.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2022,11.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2023,13.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2024,16.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LT,2025,14.1,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2009,17.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2010,14.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2011,16.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2012,18.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2013,15.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2014,22.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2015,17.3,b,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2016,18.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2017,15.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2018,14.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2019,17.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2020,23.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2021,16.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2022,17.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2023,18.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2024,21.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LU,2025,18.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2009,33.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2010,36.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2011,31.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2012,28.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2013,23.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2014,19.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2015,16.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2016,17.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2017,17.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2018,12.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2019,12.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2020,14.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2021,14.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2022,15.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2023,12.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2024,13.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,LV,2025,14.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2009,14.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2010,13.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2011,13.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2012,13.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2013,12.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2014,11.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2015,11.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2016,10.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2017,10.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2018,9.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2019,10.1,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2020,11.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2021,9.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2022,9.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2023,9.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2024,9.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,MT,2025,9.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2009,11.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2010,12.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2011,11.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2012,12.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2013,14.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2014,13.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2015,12.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2016,12.1,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2017,10.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2018,8.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2019,8.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2020,10.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2021,9.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2022,7.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2023,8.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2024,8.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,NL,2025,8.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2009,21.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2010,24.0,b,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2011,26.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2012,26.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2013,27.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2014,24.1,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2015,21.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2016,17.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2017,14.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2018,11.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2019,9.7,b,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2020,10.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2021,11.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2022,10.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2023,11.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2024,10.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PL,2025,12.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2009,25.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2010,28.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2011,30.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2012,38.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2013,38.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2014,34.7,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2015,31.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2016,27.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2017,23.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2018,20.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2019,18.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2020,22.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2021,23.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2022,19.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2023,20.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2024,21.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,PT,2025,19.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2009,24.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2010,28.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2011,29.4,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2012,28.2,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2013,29.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2014,30.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2015,27.3,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2016,25.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2017,23.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2018,20.5,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2019,21.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2020,21.6,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2021,21.0,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2022,22.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2023,21.8,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2024,23.9,,
ESTAT:TIPSLM80(1.0),29/04/26 23:00:00,A,Y15-24,T,PC_ACT,RO,2025,26.1,,
